,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],347681000000.0,USD,730000.0,100,1,false,0,USD,0.24718483932985444,458,1049463412754.0511,12.968689274223507,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.358244365361803
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],98251000000.0,USD,209.69,100,1,false,0,USD,-1.3316393751176416,75307485,2226142803894.1265,34.19992497512762,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.112676,2.050565787448758
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95328000000.0,USD,167.73,100,1,false,0,USD,-3.5923669387285897,55191448,2031155700089.4316,18.704626810745708,8.9673,37.528948054537366,0.459822968157259,Technology services,Technology Services,america,1.21831,2.4536014532337083
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],79618000000.0,USD,477.4,100,1,false,0,USD,-0.5913709811760852,37471085,3548296407337.552,36.891643355022175,12.9406,12.125255606002842,0.674662668665667,Technology services,Technology Services,america,1.148438,2.230197936447544
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],72067000000.0,USD,51.34,100,1,false,0,USD,-2.3954372623574107,6908959,22375790180.722816,28.345848056537104,1.8112,23.648279628618226,0.508555133079848,Finance,Finance,america,1.4,1.4661327583133181
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],70301000000.0,USD,682.35,100,1,false,0,USD,-1.928798309786274,22506507,1715528901306.3657,26.616036322785995,25.6368,47.260915268451576,0.291044454345545,Technology services,Technology Services,america,1.215278,2.074217834691991
6,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],60687000000.0,USD,89.21,100,1,false,0,USD,-0.7785563341118928,12980993,162091930358.35458,27.119623043015654,3.2895,37.68206931190355,1.15671226782338,Finance,Finance,america,1.304348,2.021228343214069
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,143.85,100,1,false,0,USD,-1.1204289249381327,242464241,3509939896920.0254,46.33596392333709,3.1045,81.60280783854927,0.0274951883420401,Electronic technology,Electronic Technology,america,1.179104,1.4080314600502832
8,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],52508000000.0,USD,298.59,100,1,false,0,USD,0.7320693610417512,5687139,209188839329.66467,20.85839428295995,14.3151,17.88670108950761,0.985088725457122,Finance,Finance,america,1.703125,2.4108268107232247
9,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],48498000000.0,USD,201.0,100,1,false,0,USD,2.2484484688167603,96000163,3002101088510.6113,31.367530704286896,6.4079,-0.35609877464701006,0.513785736087089,Electronic technology,Electronic Technology,america,1.52,1.871430410941312
10,NYSE:JNJ,JNJ,Johnson & Johnson,johnson-and-johnson,streaming,stock,['common'],38781000000.0,USD,149.79,100,1,false,0,USD,-0.6236316592582749,22591743,360405700731.4526,16.650918751875853,8.9959,29.575375219658355,3.33045843561335,Health technology,Health Technology,america,1.6,3.5170489220189367
11,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],37411000000.0,USD,322.16,100,1,false,0,USD,0.034156186927499964,108335112,1036233106386.4717,177.16673999120107,1.8184,-53.531636512317284,0.0,Consumer durables,Consumer Durables,america,1.787037,0.7885907740860749
12,NYSE:F,F,Ford Motor Company,ford,streaming,stock,['common'],35226000000.0,USD,10.59,100,1,false,0,USD,1.5340364333652938,116701714,42113220103.98753,8.485576923076923,1.248,28.659793814432994,7.19079578139981,Consumer durables,Consumer Durables,america,2.018519,1.2834100773427641
13,NYSE:GM,GM,General Motors Company,general-motors,streaming,stock,['common'],30449000000.0,USD,48.2,100,1,false,0,USD,0.22873778332293498,22248699,46341155262.21252,6.942943981101364,6.9423,-15.105899041283502,0.998128509045539,Consumer durables,Consumer Durables,america,1.637931,2.7216149845592836
14,NYSE:BA,BA,Boeing Company (The),boeing,streaming,stock,['common'],23674000000.0,USD,198.75,100,1,false,0,USD,0.5412788344799642,8929320,149858586213.79248,,-17.9353,-406.76141500904157,0.0,Electronic technology,Electronic Technology,america,1.387097,0.840740170196282
15,NYSE:BN,BN,Brookfield Corporation,brookfield,streaming,stock,['common'],21832058148.57,USD,58.91,100,1,false,0,USD,-0.9583053127101553,2238209,97088010160.7768,213.66458697384033,0.275712512,-54.16701778202436,0.570834980237154,Finance,Finance,america,1.4,1.148604393796982
16,NYSE:SYF,SYF,Synchrony Financial,synchrony,streaming,stock,['common'],21629000000.0,USD,62.34,100,1,false,0,USD,1.4483319772172507,8719140,23729766573.634174,8.558131872657635,7.2843,4.506326934664713,1.70870626525631,Finance,Finance,america,1.479167,2.6233498457200803
17,NASDAQ:INTC,INTC,Intel Corporation,intel,streaming,stock,['common'],21048000000.0,USD,21.08,100,1,false,0,USD,-1.9078641228478368,133399430,91950959021.04048,,-4.4723,-565.913115949578,2.32666356444858,Electronic technology,Electronic Technology,america,2.056818,1.3500689226286566
18,NYSE:XOM,XOM,Exxon Mobil Corporation,exxon,streaming,stock,['common'],18512000000.0,USD,114.7,100,1,false,0,USD,1.3340401095503183,36254832,494315622332.2025,15.174767814145477,7.5586,-7.258717577482757,3.46320346320346,Energy minerals,Energy Minerals,america,1.467742,1.8763823536660562
19,NYSE:KKR,KKR,KKR & Co. Inc.,kkr,streaming,stock,['common'],18393465000.0,USD,122.6,100,1,false,0,USD,0.14703479823557639,4081283,109192688649.82845,53.14952096067975,2.3067,-48.30460993702517,0.579970593040353,Finance,Finance,america,1.195652,1.3441800250320937
20,NYSE:V,V,Visa Inc.,visa,streaming,stock,['common'],17610000000.0,USD,338.57,100,1,false,0,USD,-0.5317586227157889,19328620,656541147298.3617,34.43656742984428,9.8317,11.649008051420076,0.672777483988483,Finance,Finance,america,1.290698,2.632460307856412
21,NYSE:IBM,IBM,International Business Machines Corporation,international-bus-mach,streaming,stock,['common'],17591000000.0,USD,280.97,100,1,false,0,USD,-0.7909325235690662,7666616,261132539485.0941,48.33060978756343,5.8135,-34.17462096765062,2.36220472440945,Technology services,Technology Services,america,1.659091,2.114529328586901
22,NYSE:CRM,CRM,"Salesforce, Inc.",salesforce,streaming,stock,['common'],17408000000.0,USD,260.63,100,1,false,0,USD,0.43545279383429497,12806102,249162280000.0,40.766114526144555,6.3933,14.98534199025197,0.622736030828516,Technology services,Technology Services,america,1.241379,1.7215113647075184
23,NYSE:PFE,PFE,"Pfizer, Inc.",pfizer,streaming,stock,['common'],17317000000.0,USD,23.97,100,1,false,0,USD,0.3768844221105522,63022515,136278211583.05779,17.37208291056675,1.3798,,7.11892797319933,Health technology,Health Technology,america,1.72,1.6302262565191092
24,NASDAQ:CSCO,CSCO,"Cisco Systems, Inc.",cisco,streaming,stock,['common'],17147000000.0,USD,66.32,100,1,false,0,USD,0.7290400972053307,50386988,262627072052.9659,27.18032786885246,2.44,-17.800835466918205,2.4453219927096,Electronic technology,Electronic Technology,america,1.48,2.836906820332799
