,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],347681000000.0,USD,746200.0,100,1,false,0,USD,-1.1315154887775922,703,1072737679588.7015,13.256487584144631,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.9847543760587238
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],98251000000.0,USD,205.71,100,1,false,0,USD,-0.454875393176868,33138949,2183889615419.9941,33.550796731525125,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.112676,0.9269304800258921
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95328000000.0,USD,167.71,100,1,false,0,USD,-1.56130774197335,25386637,2026354647830.9177,18.702396485006638,8.9673,37.528948054537366,0.469566238187474,Technology services,Technology Services,america,1.211268,0.8376544408482473
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],79618000000.0,USD,462.97,100,1,false,0,USD,0.21646427257181203,15743677,3441044879453.9526,35.776548228057436,12.9406,12.125255606002842,0.701344243132671,Technology services,Technology Services,america,1.150794,0.810095989288072
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],72067000000.0,USD,207.91,100,1,false,0,USD,-0.13928914505283,1241629,87863239949.91841,28.69782464664311,7.2448,23.644059118681092,0.513928914505283,Finance,Finance,america,1.25,1.0681436688501618
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],70301000000.0,USD,666.85,100,1,false,0,USD,-0.6036667163511633,11584651,1676559620946.1328,26.01143668476565,25.6368,47.260915268451576,0.301833358175585,Technology services,Technology Services,america,1.197183,1.114716919766831
6,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],60687000000.0,USD,88.0,100,1,false,0,USD,-0.12484394506866352,6124081,159893390755.55554,26.751785985712115,3.2895,37.68206931190355,1.18034275337646,Finance,Finance,america,1.347826,0.8514699905220297
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,141.22,100,1,false,0,USD,2.795166690930269,225578632,3445768122471.1895,45.48880657110646,3.1045,81.60280783854927,0.0291163196971903,Electronic technology,Electronic Technology,america,1.1875,0.9360650700014619
8,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],52508000000.0,USD,297.39,100,1,false,0,USD,0.6975248027630117,2202444,208348113739.78674,20.774566716264644,14.3151,17.88670108950761,0.988724477702909,Finance,Finance,america,1.703125,0.8365182287938757
9,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],48498000000.0,USD,203.27,100,1,false,0,USD,0.7783837382250974,46381449,3036005340022.055,31.721780926668647,6.4079,-0.35609877464701006,0.500743678730788,Electronic technology,Electronic Technology,america,1.52,0.8712227863195902
10,NYSE:JNJ,JNJ,Johnson & Johnson,johnson-and-johnson,streaming,stock,['common'],38781000000.0,USD,154.42,100,1,false,0,USD,-0.6306306306306423,8209757,371545815465.27026,17.165597661156745,8.9959,29.575375219658355,3.23037323037323,Health technology,Health Technology,america,1.6,0.9574410232984717
11,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],37411000000.0,USD,344.27,100,1,false,0,USD,0.46105809915666757,99321632,1107350346409.1575,189.32578090629124,1.8184,-53.531636512317284,0.0,Consumer durables,Consumer Durables,america,1.763636,0.9832349689171663
12,NYSE:F,F,Ford Motor Company,ford,streaming,stock,['common'],35226000000.0,USD,10.19,100,1,false,0,USD,2.104208416833658,121580427,40522538302.94789,8.165064102564102,1.248,28.659793814432994,7.51503006012024,Consumer durables,Consumer Durables,america,2.018519,1.21510960520491
13,NYSE:GM,GM,General Motors Company,general-motors,streaming,stock,['common'],30449000000.0,USD,49.06,100,1,false,0,USD,2.8727196477248995,12403493,47167987644.248276,7.066822234706077,6.9423,-15.105899041283502,1.00650031453135,Consumer durables,Consumer Durables,america,1.637931,1.3485424420799146
14,NYSE:BA,BA,Boeing Company (The),boeing,streaming,stock,['common'],23674000000.0,USD,213.43,100,1,false,0,USD,0.9268454154253597,8106075,160927393335.13406,,-17.9353,-406.76141500904157,0.0,Electronic technology,Electronic Technology,america,1.40625,1.1604289819739204
