,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:BMGL,BMGL,Basel Medical Group Ltd,basel-medical-ltd,streaming,stock,['common'],503.27868852459017,6.08,100,1,false,0,USD,484.6153846153846,177260399,19537180.0,USD,,,,0.0,Health services,Health Services,america,,42.63047141124195
1,NYSE:GWH,GWH,"ESS Tech, Inc.",,streaming,stock,['common'],136.15899857252666,1.7,10000,1,false,0,USD,107.31707317073172,37657484,9925075.0,USD,,-7.243,-54.01135469603864,0.0,Producer manufacturing,Producer Manufacturing,america,2.0,97.71940978307747
2,NASDAQ:CISO,CISO,"CISO Global, Inc.",ciso-global,streaming,stock,['common'],115.15151515151513,0.81,100,1,false,0,USD,-41.72661870503596,12012147,25954801.446043167,USD,,-1.8647,59.14419053044412,0.0,Technology services,Technology Services,america,,6.220601518384055
3,NASDAQ:GITS,GITS,"Global Interactive Technologies, Inc.",global-interactive-technologies,streaming,stock,['common'],114.20526315789475,2.41,10000,1,false,0,USD,153.68421052631584,55914945,2793381.9,USD,,,,0.0,Technology services,Technology Services,america,,2812.5239553939246
4,NASDAQ:SLE,SLE,"Super League Enterprise, Inc.",super-league-enterprise,streaming,stock,['common'],105.0991501416431,0.195,10000,1,false,0,USD,24.20382165605096,200225017,4715773.184713376,USD,,-1.8379,81.30961823987633,0.0,Technology services,Technology Services,america,1.0,58.756911621366356
5,AMEX:BURU,BURU,"Nuburu, Inc.",nuburu-inc,streaming,stock,['common'],92.36619718309859,0.368,10000,1,false,0,USD,82.17821782178217,660341015,19299153.34653465,USD,,-9.7161,59.66615744815103,0.0,Electronic technology,Electronic Technology,america,,35.6579918063748
6,AMEX:ROLR,ROLR,"High Roller Technologies, Inc.",high-roller-technologies,streaming,stock,['common'],87.79661016949152,4.36,100,1,false,0,USD,59.12408759124087,1664883,36741061.64,USD,,-0.8814,-63.43408121639161,0.0,Technology services,Technology Services,america,,43.31662122221297
7,NASDAQ:BENF,BENF,Beneficient,beneficient,streaming,stock,['common'],80.84043491037319,0.4442,10000,1,false,0,USD,23.38888888888889,45163506,3852082.657777778,USD,,-19.6217,97.2344545272088,0.0,Finance,Finance,america,,452.97359697907314
8,NASDAQ:SBET,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,streaming,stock,['common'],76.68327402135232,76.7,100,1,false,0,USD,-3.1687918192147344,12245813,53582467.97500317,USD,,-9.083,98.90192283792561,0.0,Commercial services,Commercial Services,america,,1.4580045996306572
9,NYSE:LVWR,LVWR,"LiveWire Group, Inc.",livewire,streaming,stock,['common'],69.93865030674849,4.5,100,1,false,0,USD,56.79442508710801,63353470,916048036.4111499,USD,,-0.4405,20.32917344908663,0.0,Consumer durables,Consumer Durables,america,,4.025356463279034
10,NASDAQ:PBM,PBM,Psyence Biomedical Ltd.,,streaming,stock,['common'],69.15608844445525,4.91,100,1,false,0,USD,-5.936895342822657,981066,2863821.7686162572,USD,,,,0.0,Health technology,Health Technology,america,,4.915290836880939
11,NASDAQ:LNZA,LNZA,"LanzaTech Global, Inc.",lanzatech-global,streaming,stock,['common'],68.97540983606557,0.2822,10000,1,false,0,USD,16.804635761589402,38900254,65460519.49586092,USD,,-0.6673,-35.96169519152404,0.0,Industrial services,Industrial Services,america,2.0,32.38107835279113
12,NASDAQ:SISI,SISI,"Shineco, Inc.",shineco,streaming,stock,['common'],67.38095238095238,0.45,10000,1,false,0,USD,-35.98862019914651,4776768,9335630.867709816,USD,,-4.491,-310.77471874142503,0.0,Process industries,Process Industries,america,,16.62238455285456
13,NASDAQ:BSLK,BSLK,"Bolt Projects Holdings, Inc.",,streaming,stock,['common'],62.58992805755395,3.38,100,1,false,0,USD,86.7403314917127,29975783,6968813.038674033,USD,6.5964090554254495,0.5124,,0.0,Finance,Finance,america,,358.80234367518915
14,NASDAQ:RRGB,RRGB,"Red Robin Gourmet Burgers, Inc.",red-robin-gourmet-burgers,streaming,stock,['common'],61.28266033254157,5.1,100,1,false,0,USD,62.939297124600635,32508039,89866598.14696483,USD,,-4.2152,-140.483797352807,0.0,Consumer services,Consumer Services,america,1.25,101.36695867683038
15,NASDAQ:ECDA,ECDA,"ECD Automotive Design, Inc.",ecd-automotive-design,streaming,stock,['common'],60.64625850340137,0.3404,10000,1,false,0,USD,28.59841329807329,102130138,12045278.404231204,USD,,-0.2752,-162.59541984732823,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,19.93344428489817
16,NASDAQ:MFI,MFI,mF International Limited,mf-international-limited,streaming,stock,['common'],57.11791779082686,0.861,10000,1,false,0,USD,13.30438215554678,5010245,11409685.287,USD,,-0.2003,,0.0,Technology services,Technology Services,america,,13.629874244034637
17,NASDAQ:HBIO,HBIO,"Harvard Bioscience, Inc.",harvard-bioscience,streaming,stock,['common'],55.67944250871081,0.467,10000,1,false,0,USD,-30.31930766935243,13543342,20647818.9853775,USD,,-1.3186,-549.8767865943814,0.0,Health technology,Health Technology,america,1.5,0.21181694965883083
18,NASDAQ:MDCX,MDCX,Medicus Pharma Ltd.,medicus-pharma-ltd,streaming,stock,['common'],55.34188034188035,2.55,100,1,false,0,USD,-29.848693259972492,1978502,34610480.7565337,USD,,-1.426,,0.0,Health technology,Health Technology,america,1.0,4.479278969257484
19,NASDAQ:HCTI,HCTI,"Healthcare Triangle, Inc.",healthcare-triangle,streaming,stock,['common'],53.42465753424657,0.0081,10000,1,false,0,USD,-10.989010989010998,430287667,3308409.395604395,USD,,-0.915,45.84196507842557,0.0,Technology services,Technology Services,america,,0.5439382474639491
20,NASDAQ:ENTO,ENTO,Entero Therapeutics Inc.,first-wave-biopharma,streaming,stock,['common'],52.67045454545455,0.4335,10000,1,false,0,USD,5.218446601941753,5064724,2065943.155339806,USD,,-7.3159,85.1381987640728,0.0,Health technology,Health Technology,america,,0.9207565879224475
21,NASDAQ:MRKR,MRKR,"Marker Therapeutics, Inc.",marker-therapeutics,streaming,stock,['common'],51.9622578490314,1.56,100,1,false,0,USD,28.92561983471075,2014598,17651142.148760334,USD,,-1.3265,18.524660647380387,0.0,Health technology,Health Technology,america,1.0,35.3842370848109
22,NASDAQ:CLGN,CLGN,CollPlant Biotechnologies Ltd.,collplant-biotechnologies-ltd,streaming,stock,['common'],51.333333333333336,3.18,100,1,false,0,USD,-29.955947136563875,316475,36425346.422907494,USD,,-1.2105,-80.96875467184927,0.0,Health technology,Health Technology,america,1.0,1.073616562072661
23,NYSE:TLYS,TLYS,"Tilly's, Inc.",tillys,streaming,stock,['common'],50.25228170272382,1.43,100,1,false,0,USD,31.1926605504587,4562149,43117072.68807339,USD,,-1.54,-33.29871029169913,0.0,Retail trade,Retail Trade,america,2.0,10.861253564848399
24,NASDAQ:ASBP,ASBP,"Aspire Biopharma Holdings, Inc.",aspire-biopharma,streaming,stock,['common'],50.149551345962124,0.4301,10000,1,false,0,USD,-28.602257636122186,6355720,21301119.696999997,USD,,-1.7112,-607.6923076923077,0.0,Health technology,Health Technology,america,,0.08600349516227633
25,NASDAQ:HCAI,HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd.",huachen-ai-parking-management-technology-co-ltd,streaming,stock,['common'],47.26027397260274,6.37,100,1,false,0,USD,-22.600243013365738,865160,214891950.0,USD,161.67512690355332,0.0394,,0.0,Producer manufacturing,Producer Manufacturing,america,,3.103427990111043
26,NASDAQ:ALZN,ALZN,"Alzamend Neuro, Inc.",alzamend-neuro,streaming,stock,['common'],47.02305343098836,3.83,100,1,false,0,USD,-29.595588235294123,2030768,3067653.988970588,USD,,-27.5792,83.61972911781544,0.0,Health technology,Health Technology,america,1.5,0.25824886882402653
27,NASDAQ:GLE,GLE,Global Engine Group Holding Limited,global-engine-limited,streaming,stock,['common'],46.314958435889075,2.65,100,1,false,0,USD,-8.3044982698962,360580,48495000.0,USD,,,,0.0,Technology services,Technology Services,america,,1.051016169815858
