,exchange,name,description,logoid,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,FLYE,"Fly-E Group, Inc.",,stock,['common'],1096.969696969697,1.0,100,1,false,0,USD,-87.11340206185567,30235161,140431733.0,USD,,-1.076,,0.0,7.017051099688011,,Consumer durables,Consumer Durables,america
1,NASDAQ,CUPR,Cuprina Holdings (Cayman) Limited,cuprina-cayman-limited,stock,['common'],1017.6470588235294,1.19,100,1,false,0,USD,-87.3404255319149,18078992,201630000.0,USD,,-0.0541,,0.0,9.72328818636366,,Health technology,Health Technology,america
2,NASDAQ,HIND,"ReShape Lifesciences, Inc.",,stock,['common'],398.96579156722356,14.0,100,1,false,0,USD,-77.67857142857143,128812,42231539.0,USD,,-917.9719,93.01061991912476,0.0,0.34640223327949765,,Health technology,Health Technology,america
3,NASDAQ,MAGH,Magnitude International Ltd,,stock,['common'],186.20689655172416,1.48,100,1,false,0,USD,-64.33734939759036,2839864,,USD,,,,,,,Industrial services,Industrial Services,america
4,AMEX,SRXH,"SRX Health Solutions, Inc.",better-choice-company,stock,['common'],151.7704918032787,0.5,10000,1,false,0,USD,84.63810930576072,665004632,16599403.618906943,USD,0.1990208175775186,2.5123,,0.0,505.66933653147316,,Health technology,Health Technology,america
5,AMEX,MTNB,"Matinas Biopharma Holdings, Inc.",matinas-biopharma,stock,['common'],94.33962264150941,2.36,100,1,false,0,USD,43.03030303030303,22525411,12005284.242424242,USD,,-3.9789,25.634987384356606,0.0,104.9967324587572,,Health technology,Health Technology,america
6,NASDAQ,BSLK,"Bolt Projects Holdings, Inc.",bolt-projects,stock,['common'],91.30434782608695,8.79,100,1,false,0,USD,3.4117647058823426,26235053,18123037.92705882,USD,,-2.5118,70.94707134264829,0.0,0.9636537960894689,,Finance,Finance,america
7,AMEX,PMNT,Perfect Moment Ltd.,perfect-moment-ltd,stock,['common'],90.04401592957451,0.5563,10000,1,false,0,USD,91.5633608815427,318744515,9117637.1088,USD,,-0.9215,-65.38047379755922,0.0,128.49076205060516,,Retail trade,Retail Trade,america
8,NASDAQ,WAI,Top KingWin Ltd,top-kingwin-ltd,stock,['common'],86.43190056965302,0.2236,10000,1,false,0,USD,-37.750556792873056,4761043,2496899.8663697103,USD,,-0.8067,,0.0,11.100113681296955,,Commercial services,Commercial Services,america
9,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],70.11494252873565,3.75,100,1,false,0,USD,-8.759124087591248,264294,,USD,,,,,0.4087641139337905,,Distribution services,Distribution Services,america
10,NASDAQ,IOBT,"IO Biotech, Inc.",io-biotech,stock,['common'],69.92481203007519,2.16,100,1,false,0,USD,68.75000000000001,37540433,142302767.62500003,USD,,-1.5784,-9.694905830843002,0.0,3.3921040355163115,1.333333,Health technology,Health Technology,america
11,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],67.56756756756755,3.815,100,1,false,0,USD,3.668478260869559,11805705,10187140.592391303,USD,,-10.3907,56.26533661636888,0.0,4.041909202400049,,Electronic technology,Electronic Technology,america
12,NASDAQ,PGEN,"Precigen, Inc.",precigen,stock,['common'],65.33466135458167,2.94,100,1,false,0,USD,58.918918918918905,173117426,876040338.7135135,USD,,-0.4284,20.769373034954683,0.0,59.455288456882215,1.25,Health technology,Health Technology,america
13,NASDAQ,PPSI,"Pioneer Power Solutions, Inc.",pioneer-power-solutions,stock,['common'],63.168292682926854,4.35,100,1,false,0,USD,39.871382636655945,97006317,48373155.33762058,USD,,,,0.0,640.5505272311992,1.0,Producer manufacturing,Producer Manufacturing,america
14,NASDAQ,CASI,"CASI Pharmaceuticals, Inc.",casi-pharmaceuticals,stock,['common'],61.78010471204189,2.38,100,1,false,0,USD,22.680412371134018,6047183,36872580.60824742,USD,,-2.6855,-18.179017778560112,0.0,0.8974478880085417,1.0,Health technology,Health Technology,america
15,NASDAQ,ONMD,OneMedNet Corp,onemednet,stock,['common'],60.09687656589277,0.6423,10000,1,false,0,USD,-32.989045383411586,6185199,20242361.590297338,USD,,-0.1368,93.55810887172726,0.0,0.1929776551857028,,Technology services,Technology Services,america
16,NASDAQ,TIVC,"Tivic Health Systems, Inc.",tivic-health-systems,stock,['common'],59.82905982905982,3.79,100,1,false,0,USD,8.285714285714286,41317218,4104680.451428571,USD,,-14.4672,92.38683419925518,0.0,115.92784717144505,,Health technology,Health Technology,america
17,NASDAQ,PPCB,PROPANC BIOPHARMA INC,propanc-biopharma,stock,['common'],59.574468085106396,2.87,100,1,false,0,USD,,494757,120762519.0,USD,,-126.4755,99.0129001402921,0.0,,,Health technology,Health Technology,america
18,NASDAQ,LNZA,"LanzaTech Global, Inc.",lanzatech-global,stock,['common'],59.234042553191486,0.2599,10000,1,false,0,USD,-30.545163014430777,5114689,60287696.55451631,USD,,-0.6673,-35.96169519152404,0.0,5.442184999362114,2.0,Industrial services,Industrial Services,america
19,NASDAQ,ADD,"Color Star Technology Co., Ltd.",color-star-technology-co-ltd,stock,['common'],57.80219780219781,0.1,10000,1,false,0,USD,-30.36211699164345,70694295,2948455.4317548745,USD,,-35.5873,85.46448556140996,0.0,3.843331857653877,,Technology services,Technology Services,america
20,NASDAQ,LPTX,"Leap Therapeutics, Inc.",leap-therapeutics,stock,['common'],53.953118792212955,0.2681,10000,1,false,0,USD,10.057471264367814,23788096,11109936.333333334,USD,,-1.5907,20.28164778991681,0.0,19.34995067767259,2.0,Health technology,Health Technology,america
21,NASDAQ,BLNE,"Beeline Holdings, Inc.",beeline,stock,['common'],53.89948006932411,1.63,100,1,false,0,USD,-26.57657657657659,3433515,14770110.635135133,USD,,,,0.0,3.5225134149364186,1.0,Commercial services,Commercial Services,america
22,NASDAQ,VMAR,Vision Marine Technologies Inc.,vision-marine-technologies,stock,['common'],52.68817204301074,1.94,100,1,false,0,USD,-31.69014084507042,24754062,2244845.725352112,USD,,-186.1391,78.81341096854617,0.0,264.6222509190779,,Consumer durables,Consumer Durables,america
23,NASDAQ,ORGN,"Origin Materials, Inc.",origin-materials,stock,['common'],52.490909090909085,0.5599,10000,1,false,0,USD,-33.241922022177185,7177469,83954080.99618457,USD,,-0.6667,-34989.47368421053,0.0,4.114649683719515,1.0,Process industries,Process Industries,america
24,NASDAQ,GTBP,"GT Biopharma, Inc.",gt-biopharma,stock,['common'],52.083333333333336,1.34,100,1,false,0,USD,-7.586206896551715,263671,4218313.531034484,USD,,-5.7142,18.84737193415988,0.0,4.64551377598303,1.0,Health technology,Health Technology,america
25,NASDAQ,AERT,"Aeries Technology, Inc.",aeries-technology,stock,['common'],50.47879616963066,1.0,100,1,false,0,USD,-9.090909090909099,3945227,47152628.18181818,USD,,-0.076,-113.34503950834065,0.0,0.29810053485830523,,Technology services,Technology Services,america
26,NASDAQ,DFLI,Dragonfly Energy Holdings Corp,dragonfly-energy,stock,['common'],49.59320834807216,0.3089,10000,1,false,0,USD,16.522067144473784,208430744,19066688.786495667,USD,,-5.3167,-9.462436433262647,0.0,22.92663633456631,1.0,Producer manufacturing,Producer Manufacturing,america
27,AMEX,MPU,Mega Matrix Inc.,mega-matrix,stock,['common'],48.84202057353025,2.26,100,1,false,0,USD,0.0,3501749,130164795.99999999,USD,,,,0.0,3.265818133491258,,Technology services,Technology Services,america
28,NASDAQ,KPTI,Karyopharm Therapeutics Inc.,karyopharm-therapeutics,stock,['common'],48.179871520342616,5.92,100,1,false,0,USD,27.311827956989237,1621932,51333967.41505376,USD,,-14.6078,18.017532635170788,0.0,11.649584203018678,1.5,Health technology,Health Technology,america
29,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],48.08075366386859,101.02,100,1,false,0,USD,-21.1335779530018,2321658,1959424317.7473652,USD,,,,0.0,1.7979057585135867,,Retail trade,Retail Trade,america
30,NASDAQ,ATLN,Atlantic International Corp.,atlantic-international,stock,['common'],47.88732394366198,5.05,100,1,false,0,USD,36.118598382749326,652000,311335265.9299192,USD,,-1.8489,83.80147187664272,0.0,16.14268949091108,,Health technology,Health Technology,america
31,NASDAQ,RUN,Sunrun Inc.,sunrun,stock,['common'],47.227722772277225,13.92,100,1,false,0,USD,32.82442748091602,76327325,3211797296.564885,USD,,-11.6154,-82.13092904743236,0.0,4.8570962671655655,1.596154,Electronic technology,Electronic Technology,america
32,NASDAQ,CHSN,Chanson International Holding,chanson-international,stock,['common'],47.04225352112678,0.0394,10000,1,false,0,USD,-24.521072796934877,42351045,1706008.6781609193,USD,6.156249999999999,0.0064,1180.0,0.0,1.279283005636388,,Consumer non-durables,Consumer Non-Durables,america
33,NASDAQ,FUFU,BitFuFu Inc.,bitfufu,stock,['common'],46.19565217391303,3.77,100,1,false,0,USD,-5.0377833753148655,12975024,614911942.7758186,USD,345.8715596330275,0.0109,-97.00713893465128,0.0,81.53797620289501,1.25,Technology services,Technology Services,america
34,NYSE,UP,Wheels Up Experience Inc.,wheels-up,stock,['common'],44.87504527345164,1.8,100,1,false,0,USD,26.7605633802817,17040389,1257836753.6619718,USD,,-0.4681,88.08602697887503,0.0,36.06963609235056,,Transportation,Transportation,america
35,NASDAQ,FAAS,DigiAsia Corp.,stonebridge-acquisition,stock,['common'],44.00161030595814,0.2756,10000,1,false,0,USD,9.408495434696306,19891038,16726669.467248907,USD,,,,0.0,4.991591902720381,,Technology services,Technology Services,america
36,NASDAQ,SORA,Top Win International Limited,top-win-international-limited,stock,['common'],42.95260663507111,5.53,100,1,false,0,USD,-0.18050541516245103,802433,137497920.0,USD,,,,0.0,19.07321398010991,,Distribution services,Distribution Services,america
37,NASDAQ,CODX,"Co-Diagnostics, Inc.",co-diagnostics,stock,['common'],42.44444444444443,0.2942,10000,1,false,0,USD,10.851544837980404,83000308,9918226.922381312,USD,,-1.139,11.835281368526978,0.0,122.33595362216991,2.0,Health technology,Health Technology,america
38,NASDAQ,IVP,"Inspire Veterinary Partners, Inc.",inspire-veterinary-partners,stock,['common'],41.61490683229812,1.04,100,1,false,0,USD,-8.771929824561392,2334754,5042512.982456142,USD,,-13.6138,99.68599361967672,0.0,0.4418822959307399,,Process industries,Process Industries,america
39,NASDAQ,UFG,Uni-Fuels Holdings Limited,uni-fuels-limited,stock,['common'],40.94955489614243,3.89,100,1,false,0,USD,8.356545961002794,7852296,126094350.0,USD,,,,0.0,2.9407256764771676,,Distribution services,Distribution Services,america
40,NASDAQ,DMRC,Digimarc Corporation,digimarc,stock,['common'],40.84147353635956,8.81,100,1,false,0,USD,-20.12692656391658,1177909,189873132.77969182,USD,,-1.8298,7.655816300782233,0.0,8.190468839742278,1.5,Technology services,Technology Services,america
41,NASDAQ,UGRO,"urban-gro, Inc.",urban-gro,stock,['common'],40.52287581699347,0.3601,10000,1,false,0,USD,-10.132268530072379,529815,4572029.825305715,USD,,,,0.0,0.08620425397651015,,Distribution services,Distribution Services,america
42,NASDAQ,GANX,"Gain Therapeutics, Inc.",gain-therapeutics,stock,['common'],40.397350993377486,1.73,100,1,false,0,USD,12.337662337662334,1751820,62191084.74025974,USD,,-0.6573,49.824427480916036,0.0,7.574979244499793,1.0,Health technology,Health Technology,america
43,AMEX,FLYX,"flyExclusive, Inc.",flyexclusive,stock,['common'],39.25925925925924,3.49,100,1,false,0,USD,28.308823529411764,92237,279652261.65808827,USD,,-1.1771,-2716.0287081339716,0.0,6.3709705270864845,,Transportation,Transportation,america
44,NASDAQ,KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,stock,['common'],39.09983633387889,0.8298,10000,1,false,0,USD,20.43541364296082,839493,9577802.105660377,USD,,-1.1628,59.46596019102729,0.0,0.06746274006619343,,Distribution services,Distribution Services,america
45,NASDAQ,WKHS,"Workhorse Group, Inc.",workhorse,stock,['common'],38.35607823407333,1.65,100,1,false,0,USD,-6.7796610169491585,6972333,15630540.423728812,USD,,-45.1637,65.2947323932839,0.0,5.741890152807524,,Consumer durables,Consumer Durables,america
46,NASDAQ,RNXT,"RenovoRx, Inc.",renovorx,stock,['common'],37.747167296156405,0.9555,100,1,false,0,USD,-22.943548387096772,1220623,34944767.152016126,USD,,-0.3952,45.48965517241379,0.0,6.767343277359378,1.0,Health technology,Health Technology,america
47,NASDAQ,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],37.14285714285713,7.0,100,1,false,0,USD,0.0,51254,62069000.0,USD,141.98782961460446,0.0493,,0.0,2.908556447127989,,Finance,Finance,america
48,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],37.14285714285713,3.55,100,1,false,0,USD,-19.318181818181827,220741,60900249.999999985,USD,14.355034371209058,0.2473,,0.0,3.726813043955395,,Consumer services,Consumer Services,america
49,NASDAQ,YYGH,YY Group Holding Limited,yy-limited,stock,['common'],37.01657458563536,1.89,100,1,false,0,USD,-15.62500000000001,865368,81737869.5,USD,,-0.1171,,0.0,2.060276873929677,,Commercial services,Commercial Services,america
50,NASDAQ,FOSL,"Fossil Group, Inc.",fossil-group,stock,['common'],36.40167364016737,3.1,100,1,false,0,USD,31.914893617021274,6543881,166266465.8723404,USD,,-1.1181,61.3995719118967,0.0,9.823200196827846,1.0,Consumer durables,Consumer Durables,america
