,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,ZNB,"Color Star Technology Co., Ltd.",,stock,['common'],44595388.0,USD,2.0,100,1,false,0,USD,-94.7107438016529,19457461,,-35.5873,85.46448556140996,0.0,,Technology services,Technology Services,america,
1,NASDAQ,APM,Aptorum Group Limited,aptorum-limited,stock,['common'],18859518.945882354,USD,2.64,100,1,false,0,USD,-37.882352941176464,13409386,,-0.7847,13.91113549094899,0.0,0.3364189700907859,Health technology,Health Technology,america,
2,NASDAQ,ETHZ,ETHZilla Corporation,180-life-sciences,stock,['common'],508305838.06652814,USD,3.3,100,1,false,0,USD,-31.392931392931388,72024367,,-5.692,80.01846501651671,0.0,1.818893478921549,Health technology,Health Technology,america,
3,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],,USD,2.76,100,1,false,0,USD,-26.005361930294914,324752,,,,,0.3870873462730363,Distribution services,Distribution Services,america,
4,NASDAQ,GXAI,Gaxos.ai Inc.,gaxosai,stock,['common'],14816782.782608697,USD,2.08,100,1,false,0,USD,-24.637681159420282,4658630,,-1.005,69.47237325719146,0.0,0.15934195159805103,Technology services,Technology Services,america,
5,NASDAQ,FEAM,"5E Advanced Materials, Inc.",5e-advanced-materials-inc,stock,['common'],69861936.42669585,USD,3.49,100,1,false,0,USD,-23.63238512035011,400877,,-16.1103,37.82639569616932,0.0,9.057995738498352,Process industries,Process Industries,america,1.0
6,NASDAQ,RMSG,Real Messenger Corporation,real-messenger,stock,['common'],16380237.51325301,USD,3.23,100,1,false,0,USD,-22.168674698795186,163235,,,,0.0,0.37182888513748225,Technology services,Technology Services,america,
7,NASDAQ,PPCB,"Propanc Biopharma, Inc.",propanc-biopharma,stock,['common'],42501704.57635468,USD,3.37,100,1,false,0,USD,-16.995073891625605,1320145,,-126.4755,99.0129001402921,0.0,0.13387994024580416,Health technology,Health Technology,america,
8,NASDAQ,SWIN,Solowin Holdings,solowin,stock,['common'],212930996.3573086,USD,3.73,100,1,false,0,USD,-13.457076566125284,611008,,-0.0468,-121.80094786729858,0.0,1.0541027089739885,Finance,Finance,america,
9,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],1954187325.2353601,USD,100.75,100,1,false,0,USD,-12.98151666954569,2212382,,,,0.0,1.4529318872546153,Retail trade,Retail Trade,america,
10,NASDAQ,EVOK,"Evoke Pharma, Inc.",evoke-pharma,stock,['common'],8618311.362776026,USD,5.53,100,1,false,0,USD,-12.776025236593055,162009,,-2.868,82.32989131774158,0.0,0.20410996682893348,Health technology,Health Technology,america,1.0
11,NASDAQ,DAIO,Data I/O Corporation,data-i-o,stock,['common'],27271160.54984894,USD,2.905,100,1,false,0,USD,-12.235649546827803,248146,,-0.2824,-69.10179640718562,0.0,11.134963406371016,Producer manufacturing,Producer Manufacturing,america,1.0
12,NASDAQ,SLGL,Sol-Gel Technologies Ltd.,sol-gel-technologies-ltd,stock,['common'],63153224.0127907,USD,22.67,100,1,false,0,USD,-12.13178294573643,91076,,-1.2241,77.14141659352767,0.0,2.8168386803452847,Health technology,Health Technology,america,
13,NASDAQ,VBIX,Viewbix Inc.,viewbix,stock,['common'],30351976.90993789,USD,2.85,100,1,false,0,USD,-11.490683229813667,59876,,-3.0249,24.43039872089536,0.0,1.9393727387858353,Electronic technology,Electronic Technology,america,
14,NASDAQ,GIBO,GIBO Holdings Limited,gibo-limited,stock,['common'],645691463.9399999,USD,3.23,100,1,false,0,USD,-11.263736263736266,248617,,,,0.0,0.5488930162777126,Finance,Finance,america,
15,NASDAQ,EFOI,"Energy Focus, Inc.",energy-focus,stock,['common'],13573834.231775362,USD,2.4793,100,1,false,0,USD,-10.170289855072463,45743,,-0.2133,68.34841964683189,0.0,1.3076377732166242,Producer manufacturing,Producer Manufacturing,america,
16,NASDAQ,ARTW,"Art's-Way Manufacturing Co., Inc.",arts-way,stock,['common'],15247631.463636363,USD,2.985,100,1,false,0,USD,-9.545454545454545,39295,9.819078947368421,0.304,,0.0,0.34070435064585997,Producer manufacturing,Producer Manufacturing,america,
