,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,DFDV,DeFi Development Corp.,janover,stock,['common'],330196814.7031172,USD,15.69,100,1,false,0,USD,-22.365165759524995,5837029,25.18054886856042,0.6231,,0.0,1.4852738639791583,Finance,Finance,america,1.0
1,AMEX,VENU,Venu Holding Corporation,venu,stock,['common'],595719466.842164,USD,14.64,100,1,false,0,USD,-18.349135527049633,283539,,-1.0368,,0.0,4.38399097037541,Consumer services,Consumer Services,america,1.0
2,NASDAQ,OCG,Oriental Culture Holding LTD,oriental-culture-ltd,stock,['common'],59921055.78956417,USD,2.89,100,1,false,0,USD,-17.189604286655776,191302,,-0.3056,63.86425446375784,0.0,4.511169330972049,Retail trade,Retail Trade,america,
3,NASDAQ,BNC,CEA Industries Inc.,cea-industries,stock,['common'],19241583.25439239,USD,22.87,100,1,false,0,USD,-16.288433382137626,241927,,-4.2148,16.120044578888702,0.0,0.5125225646825987,Producer manufacturing,Producer Manufacturing,america,1.0
4,NASDAQ,PLBL,Polibeli Group Ltd,,stock,['common'],84435750.0,USD,9.45,100,1,false,0,USD,-16.223404255319153,112276,,-0.0587,,0.0,1.757891457138518,Technology services,Technology Services,america,
5,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],1648694038.8089328,USD,85.0,100,1,false,0,USD,-15.632754342431761,1261783,,,,0.0,0.8047694168704342,Retail trade,Retail Trade,america,
6,NASDAQ,ATHR,"Aether Holdings, Inc.",aether,stock,['common'],83256758.24,USD,6.88,100,1,false,0,USD,-15.582822085889575,241299,,-0.1656,-219.69111969111967,0.0,4.446186729560908,Technology services,Technology Services,america,
7,NASDAQ,YYAI,Connexa Sports Technologies Inc.,connexa-sports-technologies,stock,['common'],60582159.804081626,USD,4.16,100,1,false,0,USD,-15.102040816326534,472522,,-2.2137,97.53221156740294,0.0,3.26028113699512,Process industries,Process Industries,america,
8,NASDAQ,AIFU,AIFU Inc.,fanhua,stock,['common'],25681455.450000003,USD,4.76,100,1,false,0,USD,-15.0,38819,4.320203303684879,1.1018,11.83516037352821,0.0,1.2641660587744896,Finance,Finance,america,
9,NASDAQ,IPA,ImmunoPrecise Antibodies Ltd.,immunoprecise-antibodies,stock,['common'],127385366.02499999,USD,2.76,100,1,false,0,USD,-13.750000000000012,2898851,,-0.6682,12.240609403729966,0.0,1.3641522090001779,Health technology,Health Technology,america,1.0
10,AMEX,AXIL,"AXIL Brands, Inc.",axil-brands,stock,['common'],41943615.14482758,USD,6.3,100,1,false,0,USD,-13.10344827586207,26728,67.59656652360515,0.0932,-54.71331389698737,0.0,1.9419337963904792,Consumer non-durables,Consumer Non-Durables,america,
11,NASDAQ,ADN,"Advent Technologies Holdings, Inc.",advent-technologies,stock,['common'],11749258.260869566,USD,4.4,100,1,false,0,USD,-13.04347826086955,577169,,-10.3907,56.26533661636888,0.0,0.117332655374913,Electronic technology,Electronic Technology,america,
12,NASDAQ,RCON,"Recon Technology, Ltd.",recon-technology,stock,['common'],69524254.75,USD,2.27,100,1,false,0,USD,-12.692307692307695,476385,,-0.5704,83.10626702997276,0.0,6.934602485123033,Distribution services,Distribution Services,america,
13,NASDAQ,ARAI,Arrive AI Inc.,arrive-ai,stock,['common'],174045168.9015025,USD,5.27,100,1,false,0,USD,-12.020033388981647,248035,,,,0.0,1.5806703645735085,Technology services,Technology Services,america,
14,NASDAQ,GCTK,"GlucoTrack, Inc.",glucotrack,stock,['common'],4380126.435804701,USD,4.87,100,1,false,0,USD,-11.934900542495482,90482,,-2446.0791,17.383404936570347,0.0,3.856254554908397,Health technology,Health Technology,america,
15,NASDAQ,PRTG,Portage Biotech Inc.,portage-biotech,stock,['common'],18297335.171240393,USD,8.03,100,1,false,0,USD,-11.855104281009881,29878,,,,0.0,1.006379553094479,Health technology,Health Technology,america,
