,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,715490.41,100,1,false,0,USD,1.5311917793115193,443,1029839452078.9498,16.347255929861507,43768.2271,-7.203717980527366,0.0,0.9473909324208725,1.666667,Finance,Finance,america
1,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,224.56,100,1,false,0,USD,1.3952228292771045,36483004,2394912676481.609,34.269319985349775,6.5528,56.99465727497067,0.0,0.6222572025082165,1.133803,Retail trade,Retail Trade,america
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,203.03,100,1,false,0,USD,-0.5534874608150447,19566218,2450010580717.611,21.625392767747776,9.3885,34.66972674460303,0.396747648902821,0.9609146170821018,1.232394,Technology services,Technology Services,america
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,520.58,100,1,false,0,USD,-1.6363086690348365,19600382,3869557747201.9575,38.16121276096646,13.6416,15.596003762361141,0.612198624442597,0.8054575225782294,1.114754,Technology services,Technology Services,america
4,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,63.49,100,1,false,0,USD,-6.121543693627079,9338057,28268754929.77185,33.29836890963445,1.9067,20.853140647778407,0.395534526097886,2.3715987017392264,1.4,Finance,Finance,america
5,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,95.59,100,1,false,0,USD,-3.1411490525889088,12455804,173516811280.1117,25.735670247422124,3.7143,54.33165745626793,1.05380484344918,1.7267526239608442,1.357143,Finance,Finance,america
6,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,306.87,100,1,false,0,USD,1.20708419906996,2586080,213545384085.47995,21.545017973489106,14.2432,6.257646742860547,1.00260545496521,1.0157312899620061,1.716667,Finance,Finance,america
7,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,233.33,100,1,false,0,USD,1.602438493359463,69850857,3462708024639.782,35.47018941351738,6.5782,0.15682333774874735,0.43979969518833,0.8955825946523748,1.479167,Electronic technology,Electronic Technology,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],53691000000.0,USD,181.59,100,1,false,0,USD,-0.857174055470623,179607389,4430796088589.072,58.49251087131584,3.1045,81.60280783854927,0.0218388294387421,1.1214118248282894,1.192308,Electronic technology,Electronic Technology,america
9,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,780.08,100,1,false,0,USD,-1.2556962025316403,8803035,1959531630820.7449,28.250666357631246,27.6128,40.97873535343221,0.259493670886076,0.5479822471887604,1.228571,Technology services,Technology Services,america
10,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.44,100,1,false,0,USD,1.6888888888888847,63795862,45529602710.591995,14.59742248309302,0.7837,-17.574673958771562,6.66666666666667,0.9137537762231956,2.019231,Consumer durables,Consumer Durables,america
11,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,339.38,100,1,false,0,USD,-0.4283534796385341,67711162,1094652861241.6669,196.5369469539032,1.7268,-51.50391776897801,0.0,0.8284187134424994,1.794118,Consumer durables,Consumer Durables,america
12,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,55.58,100,1,false,0,USD,2.6218611521418054,6941464,52916485076.33087,8.810754256364731,6.3082,-29.071937754390703,0.94165435745938,0.9230630319749283,1.612903,Consumer durables,Consumer Durables,america
13,NYSE,BA,Boeing Company (The),boeing,stock,['common'],22967000000.0,USD,233.37,100,1,false,0,USD,0.32672713984781,6666630,176464526375.7881,,-16.5217,-193.5677606211908,0.0,1.0599216317193214,1.303571,Electronic technology,Electronic Technology,america
14,NYSE,V,Visa Inc.,visa,stock,['common'],22915000000.0,USD,342.55,100,1,false,0,USD,1.725366751796639,5692838,659957106832.3613,33.81506599145122,10.1301,10.047581801590416,0.680049890122943,0.7463436510948529,1.309524,Finance,Finance,america
15,NYSE,BN,Brookfield Corporation,brookfield,stock,['common'],22903853638.249996,USD,66.225,100,1,false,0,USD,1.0143380109822941,4493884,109193481501.66325,150.02225698263277,0.44143449999999995,-22.726337157888167,0.525128942999447,1.6627414496845252,1.363636,Finance,Finance,america
16,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],21206000000.0,USD,22.22,100,1,false,0,USD,1.879871618523614,85875386,97256937618.04861,,-4.7628,-2174.3902439024387,2.29252636405319,0.8630169479687285,2.045455,Electronic technology,Electronic Technology,america
17,NYSE,SYF,Synchrony Financial,synchrony,stock,['common'],19457000000.0,USD,72.59,100,1,false,0,USD,0.31785516860144275,2760237,27007658228.63599,8.820491633959927,8.2297,14.264887605348282,1.45107794361526,0.7280884760454136,1.44,Finance,Finance,america
18,NYSE,JNJ,Johnson & Johnson,johnson-and-johnson,stock,['common'],18880000000.0,USD,174.42,100,1,false,0,USD,0.9491839333256085,5878187,420062462247.2847,18.654545454545453,9.35,35.14880823323648,2.90542886908207,0.6687260757148576,1.62,Health technology,Health Technology,america
19,NYSE,KKR,KKR & Co. Inc.,kkr,stock,['common'],18056173000.0,USD,147.46,100,1,false,0,USD,0.14941591958706796,3785257,131379304696.0152,70.71743717629005,2.0852,-50.75222597482345,0.482205922303722,1.0749460270321056,1.270833,Finance,Finance,america
20,NASDAQ,BKNG,Booking Holdings Inc. Common Stock,booking,stock,['common'],17595000000.0,USD,5447.92,100,1,false,0,USD,-0.24938021144219197,190474,176566464166.60635,37.89108795201504,143.7784,0.6681645464596085,0.671971641698129,0.8545918710713692,1.397436,Consumer services,Consumer Services,america
