,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,LNZA,"LanzaTech Global, Inc.",,stock,['common'],5105549287.0,USD,19.72,100,1,false,0,USD,-99.10404361653795,82495,,-0.6673,-35.96169519152404,0.0,6.943712621623342,Industrial services,Industrial Services,america,2.0
1,NASDAQ,VELO,"Velo3D, Inc.",velo3d,stock,['common'],47266970.84745762,USD,3.36,100,1,false,0,USD,-66.58378915962209,2139398,,-52.743,78.50646786484052,0.0,142.03755095537173,Producer manufacturing,Producer Manufacturing,america,
2,NASDAQ,VKTX,"Viking Therapeutics, Inc.",viking-therapeutics,stock,['common'],2739159273.4055595,USD,24.36,100,1,false,0,USD,-42.1240199572345,64526561,,-1.5348,-63.72946447621079,0.0,12.516655283785232,Health technology,Health Technology,america,1.117647
3,NASDAQ,TZUP,Thumzup Media Corporation,thumzup-media,stock,['common'],81534470.51294117,USD,5.01,100,1,false,0,USD,-41.05882352941177,7313694,,-0.7391,-503.83986928104576,0.0,6.467336902042541,Technology services,Technology Services,america,
4,NASDAQ,PPCB,"Propanc Biopharma, Inc.",propanc-biopharma,stock,['common'],42615235.73675214,USD,3.67,100,1,false,0,USD,-37.26495726495726,2432082,,-126.4755,99.0129001402921,0.0,0.3542800776266739,Health technology,Health Technology,america,
5,AMEX,CLDI,"Calidi Biotherapeutics, Inc.",,stock,['common'],8630145.36585366,USD,3.0,100,1,false,0,USD,-26.829268292682922,518374,,-7.3388,91.4576116512087,0.0,2.5165472250083054,Health technology,Health Technology,america,1.0
6,AMEX,VTAK,"Catheter Precision, Inc.",,stock,['common'],3879734.24,USD,3.16,100,1,false,0,USD,-25.647058823529406,1211081,,-77.8595,68.3713710729023,0.0,0.20003438737464815,Health technology,Health Technology,america,
7,NASDAQ,SNGX,"Soligenix, Inc.",soligenix,stock,['common'],15856608.104838712,USD,3.7,100,1,false,0,USD,-25.40322580645161,4296743,,-3.8537,59.80537360757645,0.0,0.22116388803284484,Health technology,Health Technology,america,1.0
8,NASDAQ,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,stock,['common'],,USD,2.93,100,1,false,0,USD,-23.498694516971277,533403,,,,,1.0777751645143614,Consumer services,Consumer Services,america,
9,NASDAQ,PROP,Prairie Operating Co.,prairie-operating-co,stock,['common'],108599921.6,USD,2.16,100,1,false,0,USD,-20.0,4838362,,-4.5076,51.22489612188366,0.0,1.5966131103214074,Energy minerals,Energy Minerals,america,1.375
10,NASDAQ,SDM,Smart Digital Group Limited,smart-digital-limited,stock,['common'],,USD,9.7,100,1,false,0,USD,-19.966996699669966,744762,,,,,0.9240567266771716,Commercial services,Commercial Services,america,
11,NASDAQ,FLGC,Flora Growth Corp.,flora-growth,stock,['common'],10867666.16944801,USD,18.78,100,1,false,0,USD,-19.640564826700896,15155,,-0.8829,38.52955510687182,0.0,0.631084941409666,Health technology,Health Technology,america,1.0
12,NASDAQ,NCT,Intercont (Cayman) Limited,intercont-cayman-limited,stock,['common'],53616752.01,USD,2.01,100,1,false,0,USD,-19.11468812877264,7353,,,,0.0,0.16640452616693047,Transportation,Transportation,america,
13,AMEX,UUUU,Energy Fuels Inc,energy-fuels,stock,['common'],1953816442.395349,USD,8.47,100,1,false,0,USD,-17.926356589147282,33663351,,-0.4865,-552.1447721179625,0.0,3.1705851094024116,Non-energy minerals,Non-Energy Minerals,america,1.142857
14,NASDAQ,CHSN,Chanson International Holding,,stock,['common'],16579001.798780488,USD,2.7,100,1,false,0,USD,-17.682926829268283,297036,421.875,0.0064,1180.0,0.0,0.6367924949229323,Consumer non-durables,Consumer Non-Durables,america,
15,NASDAQ,MCVT,"Mill City Ventures III, Ltd.",mill-city-ventures-iii-ltd,stock,['common'],467209585.6622999,USD,5.69,100,1,false,0,USD,-17.176128093158656,721561,23.747913188647747,0.2396,478.7439613526571,0.0,0.885773483104578,Finance,Finance,america,
16,NYSE,SFL,SFL Corporation Ltd,ship-finance-international,stock,['common'],1105249167.3691127,USD,7.61,100,1,false,0,USD,-16.648411829134723,12693126,18.359469240048252,0.4145,,11.829134720701,14.092953726318509,Transportation,Transportation,america,1.333333
17,NASDAQ,TAOX,Tao Synergies Inc.,synaptogenix,stock,['common'],24270542.302158274,USD,6.96,100,1,false,0,USD,-16.546762589928058,360555,,-19.966,-437.50067301997524,0.0,1.0675462735142645,Technology services,Technology Services,america,
18,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],1734038245.1269605,USD,89.4,100,1,false,0,USD,-16.54219566840926,873555,,,,0.0,0.6366706647698696,Retail trade,Retail Trade,america,
19,NASDAQ,NVNO,enVVeno Medical Corporation,envveno-medical,stock,['common'],80645518.86486487,USD,4.19,100,1,false,0,USD,-16.11611611611611,613654,,-1.2565,15.603170338527672,0.0,4.033492923604373,Health technology,Health Technology,america,1.0
20,NASDAQ,TRON,Tron Inc.,srm-entertainment,stock,['common'],190098296.79999998,USD,5.68,100,1,false,0,USD,-16.100443131462335,2678071,,-0.199,55.89539007092198,0.0,1.2582689168879975,Consumer durables,Consumer Durables,america,
21,NASDAQ,TWG,Top Wealth Group Holding Limited,top-wealth-limited,stock,['common'],3752004.758522728,USD,6.03,100,1,false,0,USD,-16.02606951871657,44763,,-0.0046,,0.0,3.008387434977223,Distribution services,Distribution Services,america,
22,NASDAQ,NA,Nano Labs Ltd,nano-labs-ltd,stock,['common'],101123153.22352943,USD,4.29,100,1,false,0,USD,-15.882352941176464,424152,,-0.8954,,0.0,0.5474366494944153,Electronic technology,Electronic Technology,america,
23,NASDAQ,KOD,Kodiak Sciences Inc,kodiak-sciences,stock,['common'],500749581.1733334,USD,9.48,100,1,false,0,USD,-15.733333333333329,923705,,-3.7914,-0.6904976894884953,0.0,1.2819068097513209,Health technology,Health Technology,america,2.2
24,NASDAQ,BBOT,"BridgeBio Oncology Therapeutics, Inc.",,stock,['common'],239791799.99999997,USD,10.2,100,1,false,0,USD,-15.562913907284775,174295,50.82212257100149,0.2007,,0.0,1.249242942793353,Health technology,Health Technology,america,1.0
25,NASDAQ,SLRX,"Salarius Pharmaceuticals, Inc.",,stock,['common'],2884937.5868263473,USD,5.66,100,1,false,0,USD,-15.269461077844307,68792,,-3.2528,74.26745142712487,0.0,1.1346140862886334,Health technology,Health Technology,america,
26,NASDAQ,DOMH,Dominari Holdings Inc.,dominari-holdings,stock,['common'],84864152.33996938,USD,5.54,100,1,false,0,USD,-15.16079632465544,938522,,-2.4073,35.71447646006355,0.0,1.7895681206924332,Finance,Finance,america,
27,NASDAQ,NB,NioCorp Developments Ltd.,niocorp-developments-ltd,stock,['common'],270255302.36155605,USD,3.72,100,1,false,0,USD,-14.874141876430203,5436716,,-0.1949,51.201802704056085,0.0,0.7277139220926361,Non-energy minerals,Non-Energy Minerals,america,1.0
28,NASDAQ,FGNX,Fundamental Global Inc.,fg-financial-800-cumulative-series-a-preferred-stock,stock,['common'],18666182.84848485,USD,14.05,100,1,false,0,USD,-14.848484848484844,130603,3.6950347149168947,3.8024,,0.0,0.4933816226744825,Finance,Finance,america,
29,NASDAQ,MFI,mF International Limited,,stock,['common'],56282666.9643,USD,33.9777,100,1,false,0,USD,-14.500000000000007,29311,,-0.1956,,0.0,0.8639635443993139,Technology services,Technology Services,america,
30,NASDAQ,LHAI,Linkhome Holdings Inc.,,stock,['common'],99814500.0,USD,6.15,100,1,false,0,USD,-14.34540389972144,147294,125.76687116564418,0.0489,,0.0,0.2344181942665945,Technology services,Technology Services,america,
31,NASDAQ,DFDV,DeFi Development Corp.,janover,stock,['common'],327671409.0914127,USD,15.57,100,1,false,0,USD,-13.739612188365651,2872933,24.98796340876264,0.6231,,0.0,0.7741209716040256,Finance,Finance,america,1.0
32,AMEX,HUSA,Houston American Energy Corporation,houston-american-energy,stock,['common'],287322125.5692464,USD,8.49,100,1,false,0,USD,-13.54378818737271,217986,,-8.9744,-213.63668134479622,0.0,1.919840625379833,Energy minerals,Energy Minerals,america,
33,NYSE,DNA,"Ginkgo Bioworks Holdings, Inc.",ginkgo-bioworks,stock,['common'],706845034.0347825,USD,11.94,100,1,false,0,USD,-13.478260869565226,1835921,,-5.8544,67.53615473338657,0.0,1.1099430144278237,Health services,Health Services,america,2.375
34,NASDAQ,BTAI,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics,stock,['common'],71619179.1957672,USD,4.92,100,1,false,0,USD,-13.227513227513226,7107216,,-12.6725,77.71938646337347,0.0,0.2417094856727426,Health technology,Health Technology,america,1.5
