,exchange,name,description,logoid,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,market,sector
0,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],28185310336.949997,USD,180.45,100,1,false,0,-0.8625425777387218,156194571,1.030957359355801,4402980103348.816,USD,58.12530198099533,3.1045,81.60280783854927,0.0219756070761455,1.192308,Electronic technology,america,Electronic Technology
1,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],24493725795.2,USD,330.56,100,1,false,0,-1.495917515942542,74097670,0.9367735067732447,1066204370384.349,USD,191.42923326384064,1.7268,-51.50391776897801,0.0,1.794118,Consumer durables,america,Consumer Durables
2,NYSE,UNH,UnitedHealth Group Incorporated,unitedhealth,stock,['common'],20650072296.35,USD,304.01,100,1,false,0,11.978341743710628,67925635,3.687999885590273,275333834918.62836,USD,13.167959596484616,23.0871,52.6520761703253,3.13455375888615,1.448276,Health services,america,Health Services
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],13098971396.49,USD,520.17,100,1,false,0,-0.44212218649518814,25182097,1.226988846391791,3866510075799.8447,USD,38.13115763546798,13.6416,15.596003762361141,0.620119430408819,1.116667,Technology services,america,Technology Services
4,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],12968043699.82,USD,231.59,100,1,false,0,-0.5112123034624958,55995698,0.722030983999998,3436885820658.9673,USD,35.20567936517588,6.5782,0.15682333774874735,0.433886072686657,1.51087,Electronic technology,america,Electronic Technology
5,NASDAQ,PLTR,Palantir Technologies Inc.,palantir,stock,['common'],10658156540.15,USD,177.17,100,1,false,0,-2.1268368136117677,60157795,0.8392617949859513,420308280487.17316,USD,588.8002658690594,0.3009,77.10417892878164,0.0,1.913793,Technology services,america,Technology Services
6,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],10488079185.31,USD,785.23,100,1,false,0,0.3963535473642518,13356697,1.1961508448762599,1972468249506.8818,USD,28.43717406420211,27.6128,40.97873535343221,0.262104765192487,1.235714,Technology services,america,Technology Services
7,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],9147478521.960001,USD,231.03,100,1,false,0,0.021646895835142163,39594332,0.7238403976713703,2463914599053.6055,USD,35.25668416554755,6.5528,56.99465727497067,0.0,1.135714,Retail trade,america,Retail Trade
8,NASDAQ,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,stock,['common'],9125484492.84,USD,177.51,100,1,false,0,-1.9010776457584957,51408284,0.6325533261053243,288070989204.1508,USD,102.17579001899499,1.7373,109.26282823416045,0.0,1.348214,Electronic technology,america,Electronic Technology
9,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],7596284757.92,USD,24.56,100,1,false,0,2.933780385582562,309294982,2.7838693326265966,107499122750.39061,USD,,-4.7628,-2174.3902439024387,2.09555741827326,2.045455,Electronic technology,america,Electronic Technology
10,NASDAQ,AVGO,Broadcom Inc.,broadcom,stock,['common'],6981781154.7,USD,306.34,100,1,false,0,-1.5711852970472135,22790955,1.3700679837239378,1440861415637.1348,USD,115.15675513119312,2.6602,14.446738943383252,0.739003309449603,1.180851,Electronic technology,america,Electronic Technology
11,NYSE,LLY,Eli Lilly and Company,eli-lilly,stock,['common'],5757573032.71,USD,701.23,100,1,false,0,2.4545972561109344,8210677,0.9150214225517622,663683842922.8948,USD,46.498196382154795,15.0808,88.38048841421524,0.818199085370308,1.266667,Health technology,america,Health Technology
