,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,704700.1,100,1,false,0,USD,0.8962974629173553,338,1012301373094.3911,16.100722983134037,43768.2271,-7.203717980527366,0.0,0.6910652218360254,1.666667,Finance,Finance,america
1,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,221.47,100,1,false,0,USD,0.0768187980117431,37254292,2361958117434.5957,33.79776584055671,6.5528,56.99465727497067,0.0,0.6392700730327822,1.133803,Retail trade,Retail Trade,america
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,204.16,100,1,false,0,USD,1.2547735951991277,19871803,2464860067435.8887,21.745752782659636,9.3885,34.66972674460303,0.401725933640827,0.9215243174254087,1.232394,Technology services,Technology Services,america
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,529.24,100,1,false,0,USD,1.431665293136828,18688627,3933929187784.655,38.79603565564157,13.6416,15.596003762361141,0.620963259673803,0.775058706093768,1.120968,Technology services,Technology Services,america
4,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,67.63,100,1,false,0,USD,2.190994258083996,3891764,30112080364.17437,35.46965962133529,1.9067,20.853140647778407,0.40420066485343,0.9696821407454896,1.4,Finance,Finance,america
5,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,98.69,100,1,false,0,USD,1.085731844719863,7549659,179143981586.4501,26.570282421990683,3.7143,54.33165745626793,1.06524633821571,1.0186151351674289,1.357143,Finance,Finance,america
6,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,303.21,100,1,false,0,USD,2.3562772170272965,2170853,210998468845.1618,21.28805324646147,14.2432,6.257646742860547,1.02622961887722,0.8653691071090162,1.716667,Finance,Finance,america
7,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,229.65,100,1,false,0,USD,1.0872435953869173,55671215,3408095372887.8716,34.91076586300204,6.5782,0.15682333774874735,0.444581389206796,0.7176999144611195,1.479167,Electronic technology,Electronic Technology,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],53691000000.0,USD,183.16,100,1,false,0,USD,0.604196418763042,145725528,4469103940070.081,58.99822837816074,3.1045,81.60280783854927,0.0219707788641107,0.9051441144677855,1.192308,Electronic technology,Electronic Technology,america
9,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,790.0,100,1,false,0,USD,3.1506652565056728,14579398,1984450285200.1255,28.60992003708425,27.6128,40.97873535343221,0.267669447817515,0.9150317001596219,1.225352,Technology services,Technology Services,america
10,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.25,100,1,false,0,USD,0.9874326750448782,64020034,44773430618.94076,14.354982774020671,0.7837,-17.574673958771562,6.73249551166966,0.9244437960217031,2.019231,Consumer durables,Consumer Durables,america
