,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,737180.0,100,1,false,0,USD,1.0269008003488227,263,1061245650144.0001,16.84281152891386,43768.2271,-7.203717980527366,0.0,0.8089818517379267,1.714286,Finance,Finance,america
1,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,228.71,100,1,false,0,USD,0.3378081951390762,26105277,2439172120138.0,34.902637040654376,6.5528,56.99465727497067,0.0,0.7275898745960517,1.135714,Retail trade,Retail Trade,america
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,207.95,100,1,false,0,USD,-0.5785044941671486,23050949,2509549439362.0005,22.149438142408265,9.3885,34.66972674460303,0.387263339070568,1.2873254058612162,1.246377,Technology services,Technology Services,america
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,502.04,100,1,false,0,USD,-0.44024907785665546,30835673,3731746975136.9995,36.80213464696223,13.6416,15.596003762361141,0.642525681196208,1.3942654694593979,1.1,Technology services,Technology Services,america
4,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,63.3,100,1,false,0,USD,0.8604206500956009,12321161,28184158736.000004,33.19872030209262,1.9067,20.853140647778407,0.426226896112173,2.767598154221915,1.4,Finance,Finance,america
5,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,97.24,100,1,false,0,USD,1.091589562324563,7721658,176511914852.99997,26.17989930807958,3.7143,54.33165745626793,1.08119347125481,0.878893072902663,1.363636,Finance,Finance,america
6,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,320.6,100,1,false,0,USD,1.5199493350221696,1848552,223099857824.0,22.508986744551787,14.2432,6.257646742860547,0.962634578847372,0.8164781818962397,1.716667,Finance,Finance,america
7,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,229.31,100,1,false,0,USD,0.9464694488466305,54572334,3403049714052.0,34.859079991487036,6.5782,0.15682333774874735,0.444620531783765,1.194850583701712,1.521739,Electronic technology,Electronic Technology,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],53691000000.0,USD,181.77,100,1,false,0,USD,1.0900394861242466,168681467,4435188104248.001,58.550491222419076,3.1045,81.60280783854927,0.0222457037984539,1.041267041038326,1.19697,Electronic technology,Electronic Technology,america
9,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,754.1,100,1,false,0,USD,0.10619938935352029,7601771,1894270786279.9998,27.309798354386373,27.6128,40.97873535343221,0.272135935218372,0.679145287508139,1.235714,Technology services,Technology Services,america
10,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.84,100,1,false,0,USD,0.1692047377326529,48612140,47121547467.99999,15.107821870613757,0.7837,-17.574673958771562,6.34517766497462,0.9287520586231991,1.978261,Consumer durables,Consumer Durables,america
11,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,351.67,100,1,false,0,USD,1.4627813040969395,76650775,1134293684211.0,203.6541579800788,1.7268,-51.50391776897801,0.0,1.0293240139534496,1.794118,Consumer durables,Consumer Durables,america
12,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,58.8,100,1,false,0,USD,0.8922443376801579,7311095,55982175079.0,9.321200976506768,6.3082,-29.071937754390703,0.875085792724777,1.1375497797980567,1.566667,Consumer durables,Consumer Durables,america
13,NYSE,BA,Boeing Company (The),boeing,stock,['common'],22967000000.0,USD,234.83,100,1,false,0,USD,3.5086172698020923,7380154,177568517561.0,,-16.5217,-193.5677606211908,0.0,1.0892451111810464,1.303571,Electronic technology,Electronic Technology,america
