,ticker,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
178,NASDAQ:PHAT,PHAT,"Phathom Pharmaceuticals, Inc.",phathom-pharmaceuticals,stock,['common'],729301324.657084,USD,10.28,100,1,false,0,USD,5.544147843942496,1582402,,-4.7287,7.847760844993575,0.0,Health technology,Health Technology,america,1.111111,1.497781536950595
179,NASDAQ:VRCA,VRCA,Verrica Pharmaceuticals Inc.,verrica-pharmaceuticals,stock,['common'],61974998.94488189,USD,6.7,100,1,false,0,USD,5.511811023622056,51195,,-12.0134,31.215610381728332,0.0,Health technology,Health Technology,america,1.5,1.47732716181198
180,NYSE:CIA,CIA,"Citizens, Inc.",citizens,stock,['common'],242685128.03056768,USD,4.83,100,1,false,0,USD,5.458515283842795,194376,21.776375112714156,0.2218,-49.34916647636447,0.0,Finance,Finance,america,1.0,0.9563559520090137
181,NASDAQ:RHLD,RHLD,Resolute Holdings Management,resolute-management,stock,['common'],439088904.0438165,USD,51.5,100,1,false,0,USD,5.4463554463554384,49382,,,,0.0,Commercial services,Commercial Services,america,,1.4100440870776894
182,NASDAQ:RNAC,RNAC,"Cartesian Therapeutics, Inc.",selecta-biosciences,stock,['common'],288622666.980057,USD,11.1,100,1,false,0,USD,5.4131054131054155,39773,,,,0.0,Health technology,Health Technology,america,1.222222,0.6922485153546785
183,NASDAQ:AIRJ,AIRJ,AirJoule Technologies Corporation,montana-technologies,stock,['common'],284312643.0714285,USD,4.72,100,1,false,0,USD,5.357142857142842,98875,5.523051720102972,0.8546,-79.57798647453819,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.3185056180674275
184,NYSE:BLX,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",banco-latinoamericano-de-comercio-exterior-sa,stock,['common'],1577843825.6711943,USD,44.98,100,1,false,0,USD,5.339578454332539,215991,,,,5.26932084309133,Finance,Finance,america,1.0,1.5601709325154614
185,NASDAQ:XAIR,XAIR,"Beyond Air, Inc.",beyond-air,stock,['common'],14661574.186666667,USD,3.16,100,1,false,0,USD,5.3333333333333375,218745,,-15.7316,56.68660036783736,0.0,Health technology,Health Technology,america,1.0,1.8255600946391985
186,NASDAQ:SBGI,SBGI,"Sinclair, Inc.",sinclair-broadcast-group,stock,['common'],873818628.2398323,USD,12.56,100,1,false,0,USD,5.324947589098531,1009733,15.723585378067103,0.7988,,8.38574423480084,Consumer services,Consumer Services,america,2.0,1.8472586384921215
187,NASDAQ:XERS,XERS,"Xeris Biopharma Holdings, Inc.",xeris-pharmaceuticals,stock,['common'],1162658631.5789473,USD,7.2,100,1,false,0,USD,5.263157894736847,5057986,,-0.2125,49.58481613285884,0.0,Health technology,Health Technology,america,1.2,1.2474845839162487
188,NASDAQ:PTGX,PTGX,"Protagonist Therapeutics, Inc.",protagonist-therapeutics,stock,['common'],3343858169.620129,USD,53.75,100,1,false,0,USD,5.247699236342275,866488,75.42801010384507,0.7126,-72.8740007613247,0.0,Health technology,Health Technology,america,1.083333,1.4588877548374626
189,NASDAQ:PTON,PTON,"Peloton Interactive, Inc.",peloton-interactive-inc,stock,['common'],3287056230.8992352,USD,8.25,100,1,false,0,USD,5.229591836734696,27901499,,-0.3089,79.65755679947316,0.0,Consumer services,Consumer Services,america,1.547619,1.3057039048763353
190,NASDAQ:LAES,LAES,SEALSQ Corp,sealsq,stock,['common'],412370683.43283576,USD,2.82,100,1,false,0,USD,5.223880597014913,7498903,,-0.6817,-191.6987590928541,0.0,Electronic technology,Electronic Technology,america,1.0,1.048090505763531
191,NYSE:AVTR,AVTR,"Avantor, Inc.",avantor,stock,['common'],8249038373.113043,USD,12.1,100,1,false,0,USD,5.217391304347823,16320492,12.01588877855015,1.007,90.17941454202077,0.0,Distribution services,Distribution Services,america,1.630435,0.8487432402720146
192,NASDAQ:WGS,WGS,GeneDx Holdings Corp.,sema4,stock,['common'],3175399347.47018,USD,110.54,100,1,false,0,USD,5.146009702273386,758187,5911.229946524064,0.0187,,0.0,Health services,Health Services,america,1.142857,0.5789616600463942
193,NYSE:SKLZ,SKLZ,Skillz Inc.,skillz,stock,['common'],142707410.2496715,USD,8.0,100,1,false,0,USD,5.124835742444148,98700,,-4.1976,-60.158724102407604,0.0,Technology services,Technology Services,america,1.5,0.9556508301671954
194,NASDAQ:TWFG,TWFG,"TWFG, Inc.",twfg,stock,['common'],1522451022.2067363,USD,27.15,100,1,false,0,USD,5.110336817653892,239989,36.580436540016166,0.7422,-58.54557640750671,0.0,Finance,Finance,america,1.5,1.9137939833938864
195,NASDAQ:KINS,KINS,"Kingstone Companies, Inc",kingstone-companies,stock,['common'],221882220.26277372,USD,15.84,100,1,false,0,USD,5.109489051094887,216535,7.873154729360307,2.0119,373.49964697575894,0.0,Finance,Finance,america,1.0,0.7848949008926781
196,NASDAQ:EMPD,EMPD,Empery Digital Inc.,volcon,stock,['common'],488033509.04081637,USD,10.3,100,1,false,0,USD,5.10204081632653,129848,,-361.4876,99.9798528265891,0.0,Consumer durables,Consumer Durables,america,,0.7300947029225042
197,NASDAQ:EA,EA,Electronic Arts Inc.,electronic-arts,stock,['common'],44064005796.09712,USD,176.11,100,1,false,0,USD,5.0524934383202265,6124877,44.21541551594276,3.983,-6.412274724500095,0.453352421856359,Technology services,Technology Services,america,1.612903,1.702757889320683
198,NASDAQ:CREX,CREX,"Creative Realities, Inc.",creative-realities,stock,['common'],26402518.815899577,USD,2.51,100,1,false,0,USD,5.020920502092036,118117,,-0.0031,98.92435808466344,0.0,Commercial services,Commercial Services,america,1.0,2.2022701932722004
199,NASDAQ:NN,NN,NextNav Inc.,nextnav,stock,['common'],1922405422.9236362,USD,14.44,100,1,false,0,USD,5.018181818181815,1350224,,-1.2781,-48.478159851301115,0.0,Technology services,Technology Services,america,1.5,1.1324429838260293
200,NASDAQ:DRTS,DRTS,Alpha Tau Medical Ltd.,alpha-tau-medical-ltd,stock,['common'],301531047.5162242,USD,3.56,100,1,false,0,USD,5.014749262536871,137580,,-0.4629,-11.19385058851789,0.0,Health technology,Health Technology,america,1.0,2.3383642667754434
201,NASDAQ:RPD,RPD,"Rapid7, Inc.",rapid7,stock,['common'],1205771584.86993,USD,18.77,100,1,false,0,USD,5.006993006993005,1934092,44.93655733780225,0.4177,,0.0,Technology services,Technology Services,america,1.730769,2.041035310763976
202,NASDAQ:DCTH,DCTH,"Delcath Systems, Inc.",delcath-systems,stock,['common'],367652993.67232764,USD,10.51,100,1,false,0,USD,4.9950049950049955,742579,230.98901098901098,0.0455,,0.0,Health technology,Health Technology,america,1.0,0.7022606035507625
203,NASDAQ:AIRS,AIRS,"AirSculpt Technologies, Inc.",airsculpt-technologies,stock,['common'],408960187.6602564,USD,6.55,100,1,false,0,USD,4.967948717948712,788676,,-0.2499,-303.7156704361874,0.0,Health technology,Health Technology,america,1.75,0.9200257806371084
204,NASDAQ:HYPD,HYPD,"Hyperion DeFi, Inc.",eyenovia,stock,['common'],43871756.597855225,USD,7.83,100,1,false,0,USD,4.959785522788205,1029268,,-44.8138,25.886442718600744,0.0,Health technology,Health Technology,america,,1.4793394119453795
205,NASDAQ:DXPE,DXPE,"DXP Enterprises, Inc.",dxp-enterprises,stock,['common'],1811646641.2722025,USD,115.435,100,1,false,0,USD,4.9313698754658635,237692,22.04809381923753,5.2356,48.0363050301128,0.0,Distribution services,Distribution Services,america,1.0,1.1148220985156936
206,NYSE:AXL,AXL,"American Axle & Manufacturing Holdings, Inc.",american-axle-manufacturing,stock,['common'],657390140.8787879,USD,5.54,100,1,false,0,USD,4.92424242424242,5340501,16.09529343404997,0.3442,5115.151515151516,0.0,Producer manufacturing,Producer Manufacturing,america,1.8125,1.44627737940275
207,NYSE:AORT,AORT,"Artivion, Inc.",artivion,stock,['common'],1834511698.4146519,USD,42.96,100,1,false,0,USD,4.908424908424903,1637834,,-0.4298,-104.66666666666669,0.0,Health technology,Health Technology,america,1.0,3.2954996578409554
208,NASDAQ:CZFS,CZFS,"Citizens Financial Services, Inc.",citizens-financial-services,stock,['common'],269498022.5253508,USD,56.06,100,1,false,0,USD,4.883068288119737,23190,8.514063544134622,6.5844,15.313485113835371,4.57530217006733,Finance,Finance,america,1.0,2.3200208091560297
209,NASDAQ:ACIC,ACIC,American Coastal Insurance Corporation,united-insurance-holdings-corp,stock,['common'],523739318.8535156,USD,10.74,100,1,false,0,USD,4.8828125,254554,6.51066925315228,1.6496,15.17944421170228,0.0,Finance,Finance,america,1.5,1.0780001643125088
210,NASDAQ:RAIN,RAIN,"Rain Enhancement Technologies Holdco, Inc.",rain-enhancement-technologies-holdco,stock,['common'],26173471.13981763,USD,3.45,100,1,false,0,USD,4.8632218844984845,11559,,,,0.0,Finance,Finance,america,,2.7006378355645895
211,NASDAQ:PRCH,PRCH,"Porch Group, Inc.",porch,stock,['common'],1552563757.4197185,USD,14.89,100,1,false,0,USD,4.859154929577474,1720554,32.09051724137931,0.464,,0.0,Finance,Finance,america,1.166667,0.7009502395133517
212,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,stock,['common'],985784385.3840828,USD,3.03,100,1,false,0,USD,4.844290657439435,14598290,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,2.268592293096426
213,NASDAQ:LWLG,LWLG,"Lightwave Logic, Inc.",lightwave-logic,stock,['common'],271339292.87922704,USD,2.17,100,1,false,0,USD,4.83091787439614,1209690,,-0.177,2.5866813428728728,0.0,Process industries,Process Industries,america,,0.9891734613450106
214,NASDAQ:ISSC,ISSC,"Innovative Solutions and Support, Inc.",innovative-solutions-and-support,stock,['common'],325852898.2542469,USD,18.51,100,1,false,0,USD,4.81313703284259,2016942,30.09756097560976,0.615,70.0774336283186,0.0,Electronic technology,Electronic Technology,america,1.0,4.07797589092789
215,NASDAQ:ARWR,ARWR,"Arrowhead Pharmaceuticals, Inc.",arrowhead-pharmaceuticals,stock,['common'],2379412499.434836,USD,17.21,100,1,false,0,USD,4.811205846528618,2688811,,-1.2633,72.83517901300935,0.0,Health technology,Health Technology,america,1.333333,1.6362090709798929
216,NASDAQ:ATLC,ATLC,Atlanticus Holdings Corporation,atlanticus,stock,['common'],900266730.5765575,USD,59.52,100,1,false,0,USD,4.751847940865897,89282,10.469288679378035,5.6852,34.97946295021249,0.0,Finance,Finance,america,1.166667,2.424072937765059
217,NYSE:OXM,OXM,"Oxford Industries, Inc.",oxford-industries,stock,['common'],608319182.3767034,USD,40.73,100,1,false,0,USD,4.731293391617373,314195,7.914423955074519,5.1463,108.15839501678597,6.99408588326048,Consumer non-durables,Consumer Non-Durables,america,2.166667,0.9255497932797888
218,NYSE:SLVM,SLVM,Sylvamo Corporation,sylvamo,stock,['common'],1722571329.2747521,USD,42.3,100,1,false,0,USD,4.702970297029699,762593,8.116820815903594,5.2114,-5.878740811645504,4.45544554455446,Process industries,Process Industries,america,1.833333,1.7800001400485035
219,NASDAQ:ARVN,ARVN,"Arvinas, Inc.",arvinas,stock,['common'],483454859.35850555,USD,6.585,100,1,false,0,USD,4.689984101748807,2218865,,,,0.0,Health technology,Health Technology,america,1.472222,0.9377467731032453
220,NASDAQ:ABAT,ABAT,American Battery Technology Company,american-battery-technology-company,stock,['common'],208178773.95348838,USD,2.25,100,1,false,0,USD,4.651162790697678,5656246,,-0.8471,-21.326267545116,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.0082895228069144
221,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,stock,['common'],1061162162.4499999,USD,46.15,100,1,false,0,USD,4.648526077097499,20953,,-0.1859,-7.023603914795634,0.0,Technology services,Technology Services,america,,0.3931764105412485
222,NASDAQ:TARS,TARS,"Tarsus Pharmaceuticals, Inc.",tarsus-pharmaceuticals,stock,['common'],2113660105.2426329,USD,50.07,100,1,false,0,USD,4.639498432601878,1174796,,-2.3282,48.06023424428333,0.0,Health technology,Health Technology,america,1.125,1.5828450699557117
223,NASDAQ:CRMT,CRMT,"America's Car-Mart, Inc.",america-s-car-mart,stock,['common'],371205781.64089423,USD,44.93,100,1,false,0,USD,4.634373544480676,102530,21.428912099966617,2.0967,,0.0,Retail trade,Retail Trade,america,1.666667,1.055319621966458
224,NASDAQ:BWEN,BWEN,"Broadwind, Inc.",broadwind,stock,['common'],56490823.55042017,USD,2.49,100,1,false,0,USD,4.621848739495812,459498,,-0.0325,-108.36550836550838,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.6744601983269174
225,NASDAQ:CCSI,CCSI,"Consensus Cloud Solutions, Inc.",consensus-cloud-solutions-inc,stock,['common'],473286841.34815437,USD,24.94,100,1,false,0,USD,4.61409395973155,237789,6.010073017326554,4.1497,-11.74606550404083,0.0,Technology services,Technology Services,america,1.4,1.396066058467227
226,NYSE:SST,SST,"System1, Inc.",system1,stock,['common'],56222218.496323526,USD,5.69,100,1,false,0,USD,4.595588235294117,19214,,-9.6604,56.526395845427594,0.0,Technology services,Technology Services,america,1.0,0.35942705673500097
227,NASDAQ:CV,CV,"CapsoVision, Inc.",,stock,['common'],189446668.8,USD,4.11,100,1,false,0,USD,4.580152671755729,11859,,,,0.0,Health technology,Health Technology,america,,0.16857166819000455
228,NASDAQ:LFST,LFST,"LifeStance Health Group, Inc.",lifestance-health-group,stock,['common'],1777439307.2151031,USD,4.57,100,1,false,0,USD,4.576659038901606,4033564,,-0.0422,89.48679621325361,0.0,Health services,Health Services,america,1.111111,1.418808390812599
229,NASDAQ:CHYM,CHYM,"Chime Financial, Inc.",chime-financial-inc,stock,['common'],11009174696.630322,USD,30.21,100,1,false,0,USD,4.569055036344757,3871332,,-2.6046,-829.8821849339522,0.0,Technology services,Technology Services,america,1.428571,1.6702504293590608
230,NASDAQ:GCT,GCT,GigaCloud Technology Inc,gigacloud-technology,stock,['common'],1126343661.6634383,USD,30.23,100,1,false,0,USD,4.56589415427188,2873124,9.099939795304033,3.322,19.616880311104705,0.0,Distribution services,Distribution Services,america,1.25,3.0714109097836304
231,NASDAQ:DYNX,DYNX,Dynamix Corporation,dynamix,stock,['common'],258738674.33452588,USD,11.69,100,1,false,0,USD,4.561717352415025,2991450,,,,0.0,Finance,Finance,america,,3.113100957423327
232,NASDAQ:CLGN,CLGN,CollPlant Biotechnologies Ltd.,collplant-biotechnologies-ltd,stock,['common'],37893719.73333333,USD,2.98,100,1,false,0,USD,4.561403508771926,62091,,-1.2105,-80.96875467184927,0.0,Health technology,Health Technology,america,1.0,1.6518044788745883
233,AMEX:TOPS,TOPS,"TOP Ships, Inc.",top-ships,stock,['common'],27664656.136363637,USD,5.98,100,1,false,0,USD,4.545454545454557,18291,5.495313361514428,1.0882,,0.0,Transportation,Transportation,america,,1.2452259869697804
234,NASDAQ:LMFA,LMFA,"LM Funding America, Inc.",lm-funding,stock,['common'],11806847.181818182,USD,2.3,100,1,false,0,USD,4.545454545454529,204032,,-6.7576,-64.95227866331436,0.0,Commercial services,Commercial Services,america,2.0,0.3999016866540417
235,NYSE:XPOF,XPOF,"Xponential Fitness, Inc.",xponential-fitness,stock,['common'],359488760.9026798,USD,7.41,100,1,false,0,USD,4.513399153737662,1847654,,-1.7553,-28.36770513383064,0.0,Consumer services,Consumer Services,america,1.444444,1.8080379007528151
236,NASDAQ:PESI,PESI,"Perma-Fix Environmental Services, Inc.",perma-fix-environmental-services,stock,['common'],215731958.9838998,USD,11.68,100,1,false,0,USD,4.47227191413238,103248,,-1.1248,-124.60063897763578,0.0,Industrial services,Industrial Services,america,1.25,0.6308137563441543
237,NASDAQ:ELPW,ELPW,Elong Power Holding Limited,elong-power-limited,stock,['common'],199723883.9136126,USD,3.99,100,1,false,0,USD,4.450261780104722,407483,,,,0.0,Producer manufacturing,Producer Manufacturing,america,,0.37288880083567183
238,NASDAQ:SRZN,SRZN,"Surrozen, Inc.",surrozen,stock,['common'],85497404.33158994,USD,9.985,100,1,false,0,USD,4.4456066945606585,15373,,-13.9204,35.8086858681718,0.0,Health technology,Health Technology,america,1.0,1.415770279230826
239,NASDAQ:AYRO,AYRO,"AYRO, Inc.",ayro,stock,['common'],3876722.904761905,USD,6.14,100,1,false,0,USD,4.42176870748299,27485,,-17.7333,86.88518649447772,0.0,Producer manufacturing,Producer Manufacturing,america,,0.27510419627736027
240,NASDAQ:SAIH,SAIH,SAIHEAT Limited,sai-tech-global-corporation,stock,['common'],79089962.77256699,USD,7.4025,100,1,false,0,USD,4.407616361071932,8298,,-3.4401,47.10142698978964,0.0,Technology services,Technology Services,america,,0.25990296705327415
241,NASDAQ:INSG,INSG,Inseego Corp.,inseego,stock,['common'],107003913.44802342,USD,7.13,100,1,false,0,USD,4.3923865300146385,194218,21.724558196221817,0.3282,,0.0,Electronic technology,Electronic Technology,america,1.666667,1.1294922524710442
242,NASDAQ:BEEP,BEEP,Mobile Infrastructure Corporation,mobile-infrastructure,stock,['common'],161544010.43835616,USD,3.81,100,1,false,0,USD,4.383561643835621,32158,,-0.256,89.84006032464184,0.0,Finance,Finance,america,1.0,1.168328198570017
243,NASDAQ:ANTA,ANTA,Antalpha Platform Holding Company,antalpha-platform-company,stock,['common'],294525000.0,USD,12.75,100,1,false,0,USD,4.33715220949263,54469,,,,0.0,Finance,Finance,america,1.0,2.173942543323994
244,AMEX:ESP,ESP,Espey Mfg. & Electronics Corp.,espey-mfg-and-electronics,stock,['common'],127101495.92516848,USD,44.89,100,1,false,0,USD,4.322565651870787,15297,16.74437688835839,2.6809,39.441381462602706,2.32396002788752,Electronic technology,Electronic Technology,america,,0.43696725245092444
245,NASDAQ:HTFL,HTFL,"Heartflow, Inc.",,stock,['common'],2434239956.12,USD,29.99,100,1,false,0,USD,4.313043478260864,1134231,,,,0.0,Health technology,Health Technology,america,,
246,NASDAQ:BOOM,BOOM,DMC Global Inc.,dmc-global,stock,['common'],125545746.47863248,USD,6.1,100,1,false,0,USD,4.273504273504273,369748,,-8.6378,-1438.3638053920051,0.0,Industrial services,Industrial Services,america,1.666667,1.7337157609799074
247,NYSE:CWH,CWH,"Camping World Holdings, Inc.",camping-world,stock,['common'],1571544461.4146345,USD,15.39,100,1,false,0,USD,4.268292682926835,1892033,,-0.197,57.32235701906412,3.38753387533875,Retail trade,Retail Trade,america,1.208333,0.5725558781489192
248,NASDAQ:TKNO,TKNO,"Alpha Teknova, Inc.",alpha-teknova,stock,['common'],235673961.3617021,USD,4.41,100,1,false,0,USD,4.255319148936163,229423,,-0.4069,56.2520159122675,0.0,Health technology,Health Technology,america,1.333333,0.6762479488366842
249,NASDAQ:TMCI,TMCI,"Treace Medical Concepts, Inc.",treace-medical-concepts,stock,['common'],403676284.12561166,USD,6.39,100,1,false,0,USD,4.2414355628058695,515225,,-0.7851,23.791496796738496,0.0,Health technology,Health Technology,america,1.666667,1.3568153885736514
250,NYSE:VVX,VVX,"V2X, Inc.",vectrus,stock,['common'],1678400720.8999605,USD,52.93,100,1,false,0,USD,4.2339503741630535,487681,23.848787960710105,2.2194,,0.0,Commercial services,Commercial Services,america,1.636364,1.111425359990957
251,NASDAQ:AIRT,AIRT,"Air T, Inc.",air-t,stock,['common'],59349948.885355614,USD,21.96,100,1,false,0,USD,4.226488526068485,3018,,-2.2793,5.849064397538103,0.0,Transportation,Transportation,america,,0.6712633451957295
252,NASDAQ:WING,WING,Wingstop Inc.,wingstop,stock,['common'],9174348864.705416,USD,328.55,100,1,false,0,USD,4.182521562658549,765798,54.90566353047344,5.9839,86.9851884257234,0.342465753424658,Consumer services,Consumer Services,america,1.464286,0.6688386657882714
253,NASDAQ:ANIP,ANIP,"ANI Pharmaceuticals, Inc.",ani-pharmaceuticals,stock,['common'],1838665003.4226801,USD,84.88,100,1,false,0,USD,4.172803141875296,1671238,,-0.7687,-162.85363859362226,0.0,Health technology,Health Technology,america,1.1875,2.8526975062337327
254,NASDAQ:METC,METC,"Ramaco Resources, Inc.",ramaco-resources,stock,['common'],1200146983.052328,USD,23.49,100,1,false,0,USD,4.168514412416841,3739151,,-0.3698,-134.4962686567164,1.21951219512195,Energy minerals,Energy Minerals,america,1.0,0.9408745970745844
255,NASDAQ:OMSE,OMSE,OMS Energy Technologies Inc.,oms-energy-technologies,stock,['common'],307753104.0,USD,7.25,100,1,false,0,USD,4.166666666666667,137718,,,,0.0,Industrial services,Industrial Services,america,1.0,1.9790253604028234
256,NYSE:AMR,AMR,"Alpha Metallurgical Resources, Inc.",alpha-metallurgical-resources,stock,['common'],2038046103.2575545,USD,156.14,100,1,false,0,USD,4.155826829430985,817652,,-2.8541,-108.48944359506714,0.0,Energy minerals,Energy Minerals,america,1.5,2.0670259294641924
257,NASDAQ:SLNO,SLNO,"Soleno Therapeutics, Inc.",soleno-therapeutics,stock,['common'],4557715809.224044,USD,85.76,100,1,false,0,USD,4.140862173649072,2023893,,-4.1451,-70.27893028796781,0.0,Health technology,Health Technology,america,1.055556,1.7881399763536023
258,NYSE:SXC,SXC,"SunCoke Energy, Inc.",suncoke-energy,stock,['common'],660390914.5794393,USD,7.8,100,1,false,0,USD,4.138851802403199,2556280,9.055026700719758,0.8614,17.82245930789223,6.40854472630173,Non-energy minerals,Non-Energy Minerals,america,1.5,2.2808650848333554
259,NASDAQ:GNLX,GNLX,Genelux Corporation,genelux,stock,['common'],123896891.53015874,USD,3.28,100,1,false,0,USD,4.126984126984123,81115,,-0.8567,11.406411582213027,0.0,Health technology,Health Technology,america,1.0,0.8544204129742552
260,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,stock,['common'],451394703.7417583,USD,3.79,100,1,false,0,USD,4.120879120879118,7518751,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,1.785252532677923
261,NYSE:NL,NL,"NL Industries, Inc.",nl-industries,stock,['common'],309789752.23645324,USD,6.34,100,1,false,0,USD,4.105090311986864,15712,5.783616128443714,1.0962,141.1881188118812,5.58292282430214,Producer manufacturing,Producer Manufacturing,america,,0.3681108081006869
262,NASDAQ:VVOS,VVOS,"Vivos Therapeutics, Inc.",vivos-therapeutics,stock,['common'],26974002.640909087,USD,4.58,100,1,false,0,USD,4.090909090909084,107433,,-1.9228,81.36586973165224,0.0,Health technology,Health Technology,america,2.0,0.5325747383303309
263,AMEX:BHB,BHB,"Bar Harbor Bankshares, Inc.",bar-harbor-bankshares,stock,['common'],518003967.97351664,USD,31.05,100,1,false,0,USD,4.089842440496153,63536,12.072317262830483,2.572,-5.326315014539692,4.08984244049615,Finance,Finance,america,1.5,1.2577625304116986
264,NASDAQ:RPAY,RPAY,Repay Holdings Corporation,repay,stock,['common'],506578244.9864078,USD,5.36,100,1,false,0,USD,4.07766990291262,828823,,-0.1487,84.8327213382293,0.0,Commercial services,Commercial Services,america,1.428571,0.8856958321943638
265,NASDAQ:MU,MU,"Micron Technology, Inc.",micron-technology,stock,['common'],138458159391.85464,USD,123.72,100,1,false,0,USD,4.062578854403228,35039603,22.330920708264895,5.5403,,0.386912271847927,Electronic technology,Electronic Technology,america,1.280488,1.8176045156613432
266,NYSE:TGLS,TGLS,Tecnoglass Inc.,tecnoglass,stock,['common'],3635395587.896571,USD,77.37,100,1,false,0,USD,4.061869535978494,527319,19.886903996915567,3.8905,24.90769576524223,0.753194351042367,Producer manufacturing,Producer Manufacturing,america,1.5,1.4600739674010708
267,NASDAQ:OVBC,OVBC,Ohio Valley Banc Corp.,ohio-valley-banc,stock,['common'],167900064.96672508,USD,35.64,100,1,false,0,USD,4.028021015761829,15760,,,,2.62697022767075,Finance,Finance,america,,2.084738812386735
268,NASDAQ:ITIC,ITIC,Investors Title Company,investors-title-company,stock,['common'],433822744.91004884,USD,229.99,100,1,false,0,USD,4.011396526772796,55089,13.152055812889577,17.487,25.522201645204344,0.832127351664255,Finance,Finance,america,,1.5624361854196447
269,NYSE:CBU,CBU,"Community Financial System, Inc.",community-bank-systems,stock,['common'],2988749661.8048916,USD,56.55,100,1,false,0,USD,3.9904376609047345,824151,15.434373208875787,3.6639,14.378921736958757,3.38359691062891,Finance,Finance,america,1.6,2.8645666242505787
270,NASDAQ:ROMA,ROMA,Roma Green Finance Limited,roma-green-finance-limited,stock,['common'],156059176.10317463,USD,2.62,100,1,false,0,USD,3.9682539682539715,11768,,-0.2761,-285.61452513966486,0.0,Commercial services,Commercial Services,america,,0.1260036768917951
271,NASDAQ:LIND,LIND,Lindblad Expeditions Holdings Inc.,lindblad-expeditions,stock,['common'],704040560.8656958,USD,12.85,100,1,false,0,USD,3.964401294498384,416024,,-0.3207,68.8035019455253,0.0,Consumer services,Consumer Services,america,1.25,0.923623414278927
272,NASDAQ:DERM,DERM,Journey Medical Corporation,journey-medical,stock,['common'],183337703.7661823,USD,7.87,100,1,false,0,USD,3.963011889035665,229236,,-0.3959,-29.50605168465814,0.0,Health technology,Health Technology,america,1.0,2.4167297461988873
273,NYSE:BBW,BBW,"Build-A-Bear Workshop, Inc.",build-a-bear-workshop,stock,['common'],678393255.2665452,USD,51.36,100,1,false,0,USD,3.946569520340018,212160,12.336664104534973,4.1632,19.484544958815246,1.70006071645416,Retail trade,Retail Trade,america,1.0,1.164115865084151
274,NASDAQ:CELH,CELH,"Celsius Holdings, Inc.",celsius-holdings,stock,['common'],13929071798.806545,USD,54.0,100,1,false,0,USD,3.9461020211742004,12546368,148.8833746898263,0.3627,-64.45511564092511,0.0,Consumer non-durables,Consumer Non-Durables,america,1.347826,1.5434571251910858
275,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,stock,['common'],344090141.8455027,USD,9.82,100,1,false,0,USD,3.915343915343926,153743,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,,0.8534597084837483
276,NYSE:KRO,KRO,Kronos Worldwide Inc,kronos-worldwide,stock,['common'],581018250.5967077,USD,5.05,100,1,false,0,USD,3.9094650205761217,684941,8.603066439522998,0.587,3457.575757575758,4.11522633744856,Process industries,Process Industries,america,2.0,1.9211508600765608
277,NYSE:ECVT,ECVT,Ecovyst Inc.,ecovyst,stock,['common'],1005733949.8581558,USD,8.79,100,1,false,0,USD,3.9007092198581352,2309669,,-0.1194,-124.97385484208326,0.0,Process industries,Process Industries,america,1.083333,1.1229365332762353
278,NASDAQ:HSCS,HSCS,HeartSciences Inc.,heart-test-laboratories,stock,['common'],8371040.551532033,USD,3.73,100,1,false,0,USD,3.8997214484679703,71562,,-9.3611,73.25247156980399,0.0,Health technology,Health Technology,america,1.0,0.4997828002977939
279,NASDAQ:DNUT,DNUT,"Krispy Kreme, Inc.",krispy-kreme,stock,['common'],546559995.8441558,USD,3.2,100,1,false,0,USD,3.8961038961038996,6135553,,-2.6451,-757.1289695398574,4.54545454545455,Distribution services,Distribution Services,america,2.0,0.9929526299576925
280,NASDAQ:NXST,NXST,"Nexstar Media Group, Inc.",nexstar-media,stock,['common'],5850992127.615417,USD,194.07,100,1,false,0,USD,3.8918629550321096,1047128,9.78269088269542,19.8381,55.55024111028345,3.80085653104925,Consumer services,Consumer Services,america,1.363636,3.3127443127101452
281,NASDAQ:UFPT,UFPT,"UFP Technologies, Inc.",ufp-technologies,stock,['common'],1645869582.3232148,USD,213.56,100,1,false,0,USD,3.891807744697412,203880,24.757709251101325,8.626,34.56048670150534,0.0,Process industries,Process Industries,america,1.5,1.5506576300371844
282,NASDAQ:BGL,BGL,Blue Gold Limited,blue-gold-limited,stock,['common'],391930032.39059967,USD,12.82,100,1,false,0,USD,3.88978930307942,247051,193.3634992458522,0.0663,-62.68992684299381,0.0,Non-energy minerals,Non-Energy Minerals,america,,1.481434620156424
