,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,732814.41,100,1,false,0,USD,0.7720585808580903,318,1054641018663.0342,16.743068169649487,43768.2271,-7.203717980527366,0.0,0.8662489784799782,1.714286,Finance,Finance,america
1,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,223.81,100,1,false,0,USD,-1.8420244726108455,36575464,2386913921693.7676,34.15486509583689,6.5528,56.99465727497067,0.0,0.9374941623626306,1.137681,Retail trade,Retail Trade,america
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,200.19,100,1,false,0,USD,-1.135858560916594,13958881,2415036695868.146,21.322895031155134,9.3885,34.66972674460303,0.400019754061929,0.7934588759417543,1.242647,Technology services,Technology Services,america
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,505.72,100,1,false,0,USD,-0.7944759401298536,27711765,3759100883340.975,37.07189772460708,13.6416,15.596003762361141,0.63558075210389,1.3705659698086763,1.114754,Technology services,Technology Services,america
4,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,62.455,100,1,false,0,USD,0.07210382951450361,5590453,27807924971.994873,32.75554623170923,1.9067,20.853140647778407,0.428617208780644,1.4063054128107715,1.4,Finance,Finance,america
5,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,95.51,100,1,false,0,USD,-0.26106934001670845,9435527,173371593316.30493,25.714131868723584,3.7143,54.33165745626793,1.08604845446951,1.181919685608635,1.363636,Finance,Finance,america
6,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,308.4,100,1,false,0,USD,0.7513884351518962,2481650,214610094245.23746,21.65243765445967,14.2432,6.257646742860547,0.993139496896439,1.0215342372757725,1.716667,Finance,Finance,america
7,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,226.01,100,1,false,0,USD,-1.9734559333796025,42219807,3354076428926.6265,34.35742300325317,6.5782,0.15682333774874735,0.438063844552394,0.6165704849309663,1.522222,Electronic technology,Electronic Technology,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],53691000000.0,USD,175.4,100,1,false,0,USD,-0.13664313368252146,214826067,4279759985127.351,56.498631019487846,3.1045,81.60280783854927,0.0227738556137554,1.4517471663505712,1.2,Electronic technology,Electronic Technology,america
9,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,747.72,100,1,false,0,USD,-0.5003459839250534,11889063,1878244478664.6638,27.078746088770426,27.6128,40.97873535343221,0.272795017831479,1.1073038835648894,1.235714,Technology services,Technology Services,america
10,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.49,100,1,false,0,USD,-0.7772020725388589,46451522,45728595427.45337,14.661222406533113,0.7837,-17.574673958771562,6.47668393782383,0.7931327573995154,2.019231,Consumer durables,Consumer Durables,america
11,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,323.9,100,1,false,0,USD,-1.642828945370631,77403949,1044722915130.7296,187.57238823256893,1.7268,-51.50391776897801,0.0,1.0020408251823802,1.794118,Consumer durables,Consumer Durables,america
12,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,56.77,100,1,false,0,USD,-0.5082369435681723,7257997,54049459132.6041,8.999397609460702,6.3082,-29.071937754390703,0.893796004206099,1.1911021644754238,1.566667,Consumer durables,Consumer Durables,america
