,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,HIND,"ReShape Lifesciences, Inc.",,stock,['common'],42231539.0,USD,14.0,100,1,false,0,USD,-77.67857142857143,128812,,-917.9719,93.01061991912476,0.0,0.34640223327949765,Health technology,Health Technology,america,
1,NASDAQ,SLE,"Super League Enterprise, Inc.",super-league-enterprise,stock,['common'],3426899.559902201,USD,3.2,100,1,false,0,USD,-21.760391198044,253628,,-73.5156,81.30977695473503,0.0,2.0124957747015313,Technology services,Technology Services,america,1.0
2,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],1959424317.7473652,USD,101.02,100,1,false,0,USD,-21.1335779530018,2321658,,,,0.0,1.7979057585135867,Retail trade,Retail Trade,america,
3,NASDAQ,STRZ,Starz Entertainment Corp.,lions-gate-entertainment,stock,['common'],204674965.87499997,USD,12.24,100,1,false,0,USD,-20.312499999999993,699639,,-1.1948,75.96024224864692,0.0,5.948638461806615,Consumer services,Consumer Services,america,1.642857
4,NASDAQ,DMRC,Digimarc Corporation,digimarc,stock,['common'],189873132.77969182,USD,8.81,100,1,false,0,USD,-20.12692656391658,1177909,,-1.8298,7.655816300782233,0.0,8.190468839742278,Technology services,Technology Services,america,1.5
5,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],60900249.999999985,USD,3.55,100,1,false,0,USD,-19.318181818181827,220741,14.355034371209058,0.2473,,0.0,3.726813043955395,Consumer services,Consumer Services,america,
6,NYSE,PEW,GrabAGun Digital Holdings Inc.,,stock,['common'],168767184.29007635,USD,5.35,100,1,false,0,USD,-18.320610687022903,4067739,28.06925498426023,0.1906,,0.0,2.4297613251435326,Retail trade,Retail Trade,america,
7,NASDAQ,ALTS,ALT5 Sigma Corporation,janone,stock,['common'],722359691.001387,USD,5.94,100,1,false,0,USD,-17.61442441054091,14182127,,-0.9904,68.96173493371775,0.0,1.1085098126196702,Industrial services,Industrial Services,america,1.0
8,NASDAQ,SHFS,"SHF Holdings, Inc.",shf,stock,['common'],7239590.808240888,USD,2.6,100,1,false,0,USD,-17.591125198098247,33302,,-18.3981,-2068.132220795892,0.0,0.2500955638114678,Finance,Finance,america,
9,NASDAQ,GAMB,Gambling.com Group Limited,gambling-com-group,stock,['common'],306543153.0202312,USD,8.61,100,1,false,0,USD,-17.052023121387293,4441327,8.96408120770432,0.9605,95.26326489123807,0.0,6.960423167585278,Commercial services,Commercial Services,america,1.111111
10,NASDAQ,NUTX,Nutex Health Inc.,nutex-health,stock,['common'],516125830.83730775,USD,92.91,100,1,false,0,USD,-16.39521281382165,543901,7.804742824021572,11.9043,,0.0,2.948584990813811,Health services,Health Services,america,1.0
11,NASDAQ,CNSP,"CNS Pharmaceuticals, Inc.",cns-pharmaceuticals,stock,['common'],2696829.71973466,USD,5.09,100,1,false,0,USD,-15.588723051409625,76972,,-4229.0823,95.95013244317452,0.0,2.812697554255478,Health technology,Health Technology,america,1.0
12,NASDAQ,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,stock,['common'],3129885126.455939,USD,19.85,100,1,false,0,USD,-15.495955725840771,59892488,,-9.083,98.90192283792561,0.0,1.0829014907373984,Commercial services,Commercial Services,america,
13,NYSE,GLOB,Globant S.A.,globant,stock,['common'],2927267949.7580643,USD,66.46,100,1,false,0,USD,-14.925755248335907,7477277,19.635418205453952,3.3847,-11.353517364203029,0.0,3.8243924699136262,Technology services,Technology Services,america,1.363636
14,NASDAQ,AMAT,"Applied Materials, Inc.",applied-materials,stock,['common'],129808095106.18306,USD,161.755,100,1,false,0,USD,-14.069804504887385,31743982,19.28133791064702,8.3892,-5.726614824470704,0.881852953676158,4.858551393551304,Producer manufacturing,Producer Manufacturing,america,1.402778
15,NASDAQ,QUIK,QuickLogic Corporation,quicklogic,stock,['common'],92319443.07810107,USD,5.62,100,1,false,0,USD,-13.935681470137828,579741,,-0.4758,-475.53275453827945,0.0,2.5803469535632706,Electronic technology,Electronic Technology,america,1.0
16,NASDAQ,TNXP,Tonix Pharmaceuticals Holding Corp.,tonix-pharmaceuticals,stock,['common'],450128814.1733803,USD,51.35,100,1,false,0,USD,-13.813360187982541,4580342,,-1006.2787,90.94503022991363,0.0,2.8792941654517556,Health technology,Health Technology,america,1.0
17,NASDAQ,XOS,"Xos, Inc.",xos,stock,['common'],28331300.804232802,USD,3.26,100,1,false,0,USD,-13.756613756613758,844934,,-5.8461,24.676278458505667,0.0,0.3528887979334554,Consumer durables,Consumer Durables,america,1.333333
18,NASDAQ,CNVS,Cineverse Corp.,cinedigm,stock,['common'],87251117.77589133,USD,5.1,100,1,false,0,USD,-13.412563667232599,787718,34.599728629579374,0.1474,,0.0,3.545570591115973,Consumer services,Consumer Services,america,1.0
