,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NASDAQ,MB,MasterBeef Group,masterbeef,stock,['common'],240341550.0,USD,7.31,100,1,false,0,USD,-47.822983583154894,159700,29.559239789729073,0.2473,,0.0,7.488511675888587,Consumer services,Consumer Services,america,
1,NASDAQ,ACDC,ProFrac Holding Corp.,profrac,stock,['common'],581817076.0300633,USD,3.63,100,1,false,0,USD,-42.56329113924051,14876076,,-1.7392,-39.136,0.0,29.758716772920106,Industrial services,Industrial Services,america,2.3
2,NASDAQ,VMAR,Vision Marine Technologies Inc.,vision-marine-technologies,stock,['common'],3853265.8224852066,USD,3.33,100,1,false,0,USD,-34.31952662721894,425525,,-186.1391,78.81341096854617,0.0,22.884947375780705,Consumer durables,Consumer Durables,america,
3,NASDAQ,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],60374260.67142858,USD,2.02,100,1,false,0,USD,-27.857142857142854,441221,6.404565630944831,0.3154,,0.0,0.9816418134591104,Commercial services,Commercial Services,america,
4,NASDAQ,MTEN,Mingteng International Corporation Inc.,mingteng-international,stock,['common'],75440788.0,USD,11.03,100,1,false,0,USD,-26.121902210314808,157323,,-0.117,,0.0,1.5398295570774334,Producer manufacturing,Producer Manufacturing,america,
5,NYSE,RBOT,Vicarious Surgical Inc.,vicarious-surgical,stock,['common'],46448868.026086956,USD,7.83,100,1,false,0,USD,-24.347826086956516,128115,,-10.0762,6.481043203860966,0.0,6.165184500779585,Health technology,Health Technology,america,1.666667
6,NASDAQ,XAIR,"Beyond Air, Inc.",beyond-air,stock,['common'],11367359.588607594,USD,2.45,100,1,false,0,USD,-22.468354430379744,926001,,-11.949,63.40723954186318,0.0,6.096764636169708,Health technology,Health Technology,america,1.0
7,NYSE,KLC,"KinderCare Learning Companies, Inc.",kindercare-learning-companies,stock,['common'],899208232.8134555,USD,7.62,100,1,false,0,USD,-22.324159021406732,5971162,,-0.5472,-208.54989089466375,0.0,13.333200846013412,Consumer services,Consumer Services,america,1.4375
8,NASDAQ,NCPL,Netcapital Inc.,netcapital,stock,['common'],9460105.419847326,USD,2.07,100,1,false,0,USD,-20.99236641221375,638709,,-18.3884,22.28294175573841,0.0,2.8285891176804037,Commercial services,Commercial Services,america,
9,NASDAQ,IROH,Iron Horse Acquisitions Corp.,iron-horse-acquisitions,stock,['common'],79803000.0,USD,9.0,100,1,false,0,USD,-20.98331870061458,55297,80.93525179856115,0.1112,,0.0,7.98824090259018,Finance,Finance,america,
10,NASDAQ,CRWV,"CoreWeave, Inc.",coreweave,stock,['common'],57472955761.29399,USD,117.76,100,1,false,0,USD,-20.83361344537815,37082802,,,,0.0,2.30240411313904,Technology services,Technology Services,america,1.86
11,NASDAQ,ZVRA,"Zevra Therapeutics, Inc.",kempharm,stock,['common'],515629031.3409864,USD,9.43,100,1,false,0,USD,-19.812925170068027,6996102,,-0.0544,96.75746557787447,0.0,7.074890098605096,Health technology,Health Technology,america,1.0
12,NASDAQ,PROP,Prairie Operating Co.,prairie-operating-co,stock,['common'],119874224.6449704,USD,2.735,100,1,false,0,USD,-19.08284023668639,7594906,,-4.5076,51.22489612188366,0.0,3.509934763392577,Energy minerals,Energy Minerals,america,1.3
13,NASDAQ,ONDS,Ondas Holdings Inc.,ondas,stock,['common'],615157645.948718,USD,3.52,100,1,false,0,USD,-17.94871794871795,94746507,,-0.5204,28.13147355337661,0.0,2.4721426478947786,Electronic technology,Electronic Technology,america,1.2
14,AMEX,LODE,Comstock Inc.,comstock-mining,stock,['common'],80392087.31125827,USD,2.48,100,1,false,0,USD,-17.880794701986755,6403747,,-2.7451,-503.51315596060556,0.0,22.086417730534354,Process industries,Process Industries,america,1.5
15,NASDAQ,BTAI,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics,stock,['common'],33913858.5882353,USD,5.6,100,1,false,0,USD,-17.647058823529417,15473055,,-12.6725,77.71938646337347,0.0,0.3701398080520578,Health technology,Health Technology,america,1.5
16,NYSE,CAVA,"CAVA Group, Inc.",cava,stock,['common'],8148244570.51716,USD,70.45,100,1,false,0,USD,-16.62721893491124,41537919,59.34130727762803,1.1872,226.42287599670055,0.0,9.966689338781647,Consumer services,Consumer Services,america,1.404762
17,NASDAQ,LIXT,"Lixte Biotechnology Holdings, Inc.",lixte-biotechnology,stock,['common'],18519132.482474227,USD,4.06,100,1,false,0,USD,-16.288659793814436,478578,,-1.2852,29.816513761467895,0.0,3.658531551125092,Health technology,Health Technology,america,
18,NASDAQ,LAZR,"Luminar Technologies, Inc.",luminar,stock,['common'],147942530.37209305,USD,2.54,100,1,false,0,USD,-15.614617940199329,12823513,,-2.969,84.60980224451183,0.0,4.054670505512099,Electronic technology,Electronic Technology,america,2.25
19,NASDAQ,DERM,Journey Medical Corporation,journey-medical,stock,['common'],168894322.4824356,USD,7.25,100,1,false,0,USD,-15.105386416861819,484863,,-0.3908,-4057.4468085106373,0.0,2.380513550667714,Health technology,Health Technology,america,1.0
20,NASDAQ,LIDR,"AEye, Inc.",aeye,stock,['common'],109044727.38679244,USD,2.73,100,1,false,0,USD,-14.15094339622642,6141546,,-2.8877,71.08714806359886,0.0,0.4187129119881937,Technology services,Technology Services,america,
21,NASDAQ,SWIN,Solowin Holdings,solowin,stock,['common'],243186611.64919356,USD,4.26,100,1,false,0,USD,-14.112903225806456,683776,,-0.0468,-121.80094786729858,0.0,0.6955176595772167,Finance,Finance,america,
22,AMEX,LEU,Centrus Energy Corp.,centrus,stock,['common'],3412877778.9796205,USD,187.44,100,1,false,0,USD,-13.769149376638914,5099339,30.796023987513347,6.0865,8.575047272467796,0.0,3.9200572125795103,Non-energy minerals,Non-Energy Minerals,america,1.346154
23,NASDAQ,CLGN,CollPlant Biotechnologies Ltd.,collplant-biotechnologies-ltd,stock,['common'],34587557.64944919,USD,2.72,100,1,false,0,USD,-13.64805231912124,51760,,-1.2105,-80.96875467184927,0.0,1.3952610723239076,Health technology,Health Technology,america,1.0
24,NASDAQ,NEOV,NeoVolta Inc.,neovolta,stock,['common'],139570713.6207627,USD,4.09,100,1,false,0,USD,-13.347457627118642,268687,,-0.1232,-115.76182136602453,0.0,1.7443934222733526,Producer manufacturing,Producer Manufacturing,america,1.0
25,NASDAQ,HURA,"TuHURA Biosciences, Inc.",kintara-therapeutics,stock,['common'],132197924.38153847,USD,2.84,100,1,false,0,USD,-12.61538461538462,1244261,,-11.5667,92.1251592267791,0.0,1.089787157713076,Health technology,Health Technology,america,1.0
26,NASDAQ,PBM,Psyence Biomedical Ltd.,psyence,stock,['common'],2296607.25,USD,3.22,100,1,false,0,USD,-12.499999999999998,335920,,,,0.0,0.034145230933704855,Health technology,Health Technology,america,
27,NASDAQ,ROMA,Roma Green Finance Limited,roma-green-finance-limited,stock,['common'],156059177.51839468,USD,2.62,100,1,false,0,USD,-12.374581939799334,26360,,-0.2761,-285.61452513966486,0.0,0.3474941139559226,Commercial services,Commercial Services,america,
28,NASDAQ,JEM,707 Cayman Holdings Limited,707-cayman-limited,stock,['common'],,USD,5.04,100,1,false,0,USD,-12.347826086956522,2472671,,,,,6.258365951781644,Distribution services,Distribution Services,america,
29,NASDAQ,SSYS,"Stratasys, Ltd.",stratasys,stock,['common'],841255216.9129288,USD,10.01,100,1,false,0,USD,-11.961301671064199,3284892,,-1.5061,17.861038394415356,0.0,9.646982260128784,Electronic technology,Electronic Technology,america,1.3
30,NASDAQ,CART,Maplebear Inc.,maplebear,stock,['common'],11883701311.275011,USD,45.11,100,1,false,0,USD,-11.514319340918004,17265210,26.040524158633033,1.7323,,0.0,3.197572756026203,Transportation,Transportation,america,1.529412
31,NASDAQ,NXGL,"NexGel, Inc",nexgel,stock,['common'],25566194.833948337,USD,2.4,100,1,false,0,USD,-11.439114391143914,93392,,-0.4019,29.688593421973415,0.0,1.949321644750574,Process industries,Process Industries,america,1.0
32,NYSE,FTK,"Flotek Industries, Inc.",flotek,stock,['common'],378000798.8511236,USD,12.66,100,1,false,0,USD,-11.095505617977528,1340676,28.700974835638178,0.4411,94.48853615520282,0.0,2.8071904895114264,Industrial services,Industrial Services,america,1.0
33,NASDAQ,USAR,"USA Rare Earth, Inc.",usa-rare-earth,stock,['common'],1655286268.3802521,USD,16.99,100,1,false,0,USD,-10.766806722689081,11143310,,-0.8266,-317.2975814931651,0.0,1.1991126662471592,Producer manufacturing,Producer Manufacturing,america,1.0
34,NASDAQ,BRLS,Borealis Foods Inc.,borealis-foods,stock,['common'],64573192.360946745,USD,3.02,100,1,false,0,USD,-10.650887573964493,5224,,-0.9862,-13.4867663981588,0.0,0.3021504505650861,Technology services,Technology Services,america,
35,AMEX,MPTI,"M-tron Industries, Inc.",m-tron-industries,stock,['common'],122411124.60758416,USD,41.96,100,1,false,0,USD,-10.60928845334469,142077,15.935589229425391,2.6331,49.43813847900115,0.0,3.298233151564535,Electronic technology,Electronic Technology,america,
36,NASDAQ,SORA,Top Win International Limited,top-win-international-limited,stock,['common'],109685049.60000001,USD,4.4114,100,1,false,0,USD,-10.519269776876254,27041,,,,0.0,0.6647393870562525,Distribution services,Distribution Services,america,
37,NASDAQ,GCL,GCL Global Holdings Ltd,gcl-global-ltd,stock,['common'],397902421.2784091,USD,3.15,100,1,false,0,USD,-10.51136363636364,130207,,-0.1512,20.0,0.0,1.130688197795537,Finance,Finance,america,
38,NASDAQ,WKSP,"Worksport, Ltd.",worksport-ltd,stock,['common'],17628440.341269843,USD,3.39,100,1,false,0,USD,-10.31746031746031,773283,,-5.1907,36.218082622692975,0.0,2.720217397039812,Producer manufacturing,Producer Manufacturing,america,1.0
39,NASDAQ,CING,Cingulate Inc.,cingulate,stock,['common'],18938159.061124697,USD,3.68,100,1,false,0,USD,-10.024449877750605,473261,,-10.1489,96.46212142339226,0.0,3.3819358443994885,Health technology,Health Technology,america,1.0
