,ticker,logoid,name,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,description,type,typespecs,update_mode,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ:SMX,,SMX,5.22,-31.53931,-85.79951582333835,1651,-87.05089948641583,4.88,-86.72445157430866,292134,18271531.0,1071.2352612981217,SMX (Security Matters) Public Limited Company,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
1,NASDAQ:TNDM,tandem-diabetes-care,TNDM,10.5,-3.8900000000000006,-27.032661570535097,355724,-18.55455177206393,11.52,-19.94440583738708,11847415,767314969.61779,-64.40498491483848,"Tandem Diabetes Care, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
2,NASDAQ:SABR,sabre,SABR,2.21,-0.79,-26.333333333333336,375034,0.0,1.93,-35.66666666666667,71413025,748466639.5699998,-8.675872735040972,Sabre Corporation,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
3,NASDAQ:SANA,sana-biotechnology,SANA,3.25,-1.0,-23.52941176470588,1651860,-15.529411764705886,2.97,-30.117647058823525,31399384,669899461.1294117,-30.889988292729708,"Sana Biotechnology, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
4,NASDAQ:FTNT,fortinet,FTNT,74.06,-22.519999999999996,-23.317457030441084,2508430,-19.44501967281011,75.3,-22.03354731828536,47432964,57635859240.900795,75.33444347482242,"Fortinet, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
5,NASDAQ:UGRO,urban-gro,UGRO,0.31,-0.0938,-23.229321446260524,376733,-19.514611193660222,0.362,-10.351659237246162,1226417,4596153.888063397,-79.51379300002303,"urban-gro, Inc.",stock,['common'],delayed_streaming_900,10000,1,false,0,USD,USD
6,NASDAQ:CROX,crocs,CROX,81.14,-23.989999999999995,-22.819366498620752,407824,-0.028536098164178767,74.39,-29.239988585560734,17038719,4171386563.827927,-28.31636863353287,"Crocs, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
7,NASDAQ:MXCT,maxcyte,MXCT,1.58,-0.45999999999999996,-22.549019607843135,83869,-11.76470588235294,1.43,-29.90196078431373,3156457,152035501.96568626,-57.16686616258438,"MaxCyte, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
8,NYSE:RDW,redwire,RDW,10.81,-2.889999999999999,-21.094890510948897,1143230,-27.007299270072988,9.47,-30.875912408759117,19921219,1350191704.8072996,394.11701598485797,Redwire Corporation,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
9,NASDAQ:ELDN,eledon-therapeutics,ELDN,2.72,-0.7199999999999998,-20.93023255813953,98812,-9.883720930232553,2.745,-20.20348837209302,3628294,164375474.76889536,113.75605645651056,"Eledon Pharmaceuticals, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
10,NASDAQ:SYM,symbotic,SYM,49.9,-13.0,-20.66772655007949,172055,-14.785373608903015,54.21,-13.815580286168519,7416435,31962896465.63847,34.381843682532285,Symbotic Inc.,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
11,NASDAQ:CJET,chijet-motor-company,CJET,1.45,-0.3700000000000001,-20.329670329670336,2906,-17.032967032967036,1.85,1.6483516483516498,23957,57141923.791208796,249.08932648566284,"Chijet Motor Company, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
12,NASDAQ:ULBI,ultralife,ULBI,6.5077,-1.6523000000000003,-20.248774509803923,16942,-4.901960784313729,6.77,-17.0343137254902,239209,112605171.8884804,-26.38510537926937,Ultralife Corporation,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
13,NASDAQ:TSSI,tss,TSSI,22.97,-5.780000000000001,-20.10434782608696,165528,-19.478260869565222,22.11,-23.095652173913045,7002933,553203216.547826,740.2908762377892,"TSS, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
14,NASDAQ:MNTK,montauk-renewables,MNTK,1.67,-0.41000000000000014,-19.711538461538467,28705,-17.78846153846154,1.95,-6.250000000000005,436251,279506496.5625,-63.41409971267098,"Montauk Renewables, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
15,NASDAQ:GENK,gen-restaurant,GENK,3.39,-0.7600000000000002,-18.313253012048197,21006,-19.759036144578317,3.43,-17.34939759036145,387218,112503919.00240964,-54.56972328658888,"GEN Restaurant Group, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
16,NYSE:COOK,traeger,COOK,1.39,-0.31000000000000005,-18.235294117647065,28184,-15.294117647058824,1.4,-17.647058823529417,568778,189966350.8235294,-18.523667918594448,"Traeger, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
17,NASDAQ:ATRO,astronics,ATRO,29.12,-6.2499999999999964,-17.670342097823006,22819,-14.616906983319192,30.01,-15.154085383093005,2516009,1062073440.0141363,55.36433516021494,Astronics Corporation,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
18,NASDAQ:CCOI,cogent-communications-holdings,CCOI,36.23,-7.650000000000006,-17.433910665451243,17866,-1.0255241567912552,35.34,-19.462169553327254,4730389,1743580471.1308115,-20.399783942273842,"Cogent Communications Holdings, Inc.",stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
19,NASDAQ:BTMD,biote,BTMD,3.19,-0.6699999999999999,-17.357512953367873,15114,-8.031088082901556,2.92,-24.352331606217618,826300,111821191.21243522,-46.4541013004646,Biote Corp.,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
20,NYSE:TSE,trinseo,TSE,2.11,-0.43999999999999995,-17.254901960784313,12094,-1.5686274509803935,2.06,-19.215686274509796,1257768,73439646.2745098,-0.7508368672554979,Trinseo PLC,stock,['common'],delayed_streaming_900,100,1,false,0,USD,USD
