,exchange,name,description,logoid,type,typespecs,premarket_close,premarket_change_abs,premarket_change,premarket_volume,premarket_gap,close,change,volume,market_cap_basic,Perf.1Y.MarketCap,pricescale,minmov,fractional,minmove2,fundamental_currency_code,currency
0,NASDAQ,EPIX,ESSA Pharma Inc.,essa-pharma,stock,['common'],0.7406,-1.1894,-61.626943005181346,81633639,-3.1088082901554315,0.7838,-59.38860103626943,177409921,91305201.0,-61.647135939546686,100,1,false,0,USD,USD
1,NASDAQ,MODV,ModivCare Inc.,modivcare,stock,['common'],0.5806,-0.48940000000000006,-45.73831775700935,4622289,-39.25233644859813,0.6703,-37.35514018691589,32589928,9621365.921869159,-90.647604263418,100,1,false,0,USD,USD
2,NASDAQ,EEIQ,EpicQuest Education Group International Limited,epicquest-education-international-limited,stock,['common'],0.935,-0.30499999999999994,-24.59677419354838,1985634,-11.290322580645155,0.74,-40.322580645161295,10551533,9703747.709677419,-22.423434680531937,100,1,false,0,USD,USD
3,AMEX,UUU,"Universal Safety Products, Inc.",universal-security-instruments,stock,['common'],2.78,-0.79,-22.12885154061625,5472,0.0,3.28,-8.12324929971989,49597,7586268.817927171,161.53847688852395,100,1,false,0,USD,USD
4,NASDAQ,NXL,"Nexalin Technology, Inc.",nexalin-technology,stock,['common'],0.8439,-0.17610000000000003,-17.264705882352942,628516,-6.764705882352947,0.834,-18.235294117647065,2393693,14526553.947058823,34.5186300750559,100,1,false,0,USD,USD
5,NASDAQ,RDI,Reading International Inc,reading-int,stock,['common'],1.1908,-0.24819999999999998,-17.24808895066018,179,-17.24808895066018,1.56,8.408617095205003,214343,56501961.973592766,-8.75739326980785,100,1,false,0,USD,USD
6,NASDAQ,WAI,Top KingWin Ltd,top-kingwin-ltd,stock,['common'],0.155,-0.03159999999999999,-16.93461950696677,257925,-10.878885316184345,0.1439,-22.88317256162915,2942252,1606904.926045016,-91.00042709559982,10000,1,false,0,USD,USD
7,NASDAQ,SHFS,"SHF Holdings, Inc.",shf,stock,['common'],2.41,-0.4299999999999997,-15.140845070422525,30132,0.35211267605634616,2.64,-7.042253521126751,122778,7698123.802816901,-77.3839271945508,100,1,false,0,USD,USD
8,AMEX,VENU,Venu Holding Corporation,venu,stock,['common'],15.25,-2.6799999999999997,-14.947016174010038,1018,-10.764082543223646,14.64,-18.349135527049633,283539,595719466.842164,,100,1,false,0,USD,USD
9,NASDAQ,DFDV,DeFi Development Corp.,janover,stock,['common'],17.2,-3.0100000000000016,-14.893617021276603,483466,-4.997525977238998,15.69,-22.365165759524995,5837029,330196814.7031172,,100,1,false,0,USD,USD
10,NASDAQ,ZNB,Zeta Network Group,,stock,['common'],1.73,-0.27,-13.5,300514,4.0000000000000036,1.75,-12.5,1425133,1044847.125,,100,1,false,0,USD,USD
11,NASDAQ,AXGN,"Axogen, Inc.",axogen,stock,['common'],14.2,-2.0600000000000023,-12.669126691266925,39173,-2.029520295202963,14.79,-9.040590405904073,2551276,680525967.4225091,32.638001362507545,100,1,false,0,USD,USD
12,NASDAQ,OABI,"OmniAb, Inc.",omniab,stock,['common'],1.66,-0.19000000000000017,-10.270270270270279,21760,5.405405405405398,1.63,-11.891891891891902,926430,200003111.9513513,-50.422715831829315,100,1,false,0,USD,USD
13,NASDAQ,CNSP,"CNS Pharmaceuticals, Inc.",cns-pharmaceuticals,stock,['common'],5.822,-0.6580000000000004,-10.154320987654327,907,-5.864197530864209,6.54,0.9259259259259198,49772,3757753.8055555555,-23.32700832081912,100,1,false,0,USD,USD
14,NASDAQ,GTI,Graphjet Technology,,stock,['common'],4.8,-0.5219909999999999,-9.808190205507673,1493,-0.41321001858138945,4.79,-9.996089809246197,226570,787852942.0,-95.16712410162455,100,1,false,0,USD,USD
15,NASDAQ,BCTX,BriaCell Therapeutics Corp.,,stock,['common'],6.3,-0.6790000000000003,-9.729187562688068,57384,-1.418541338300619,7.49,7.32196589769308,352396,120499655.5125,22.57570965685215,100,1,false,0,USD,USD
16,NYSE,NOTE,"FiscalNote Holdings, Inc.",fiscalnote,stock,['common'],0.4647,-0.04959999999999998,-9.644176550651366,534761,5.599844448765322,0.433,-15.80789422516041,9798024,74562595.79039471,-54.85202765629757,10000,1,false,0,USD,USD
