,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,DBGI,"Digital Brands Group, Inc.",digital-brands,stock,['common'],49691522.33572632,USD,11.0639,100,1,false,0,USD,347.9311740890688,269829,,-89.6589,93.06617223418777,0.0,0.7673963740305898,,Consumer non-durables,Consumer Non-Durables,america
1,NASDAQ,THAR,"Tharimmune, Inc.",tharimmune,stock,['common'],5423244.0,USD,3.59,100,1,false,0,USD,206.83760683760687,363481924,,-6.0216,87.43418787366576,0.0,1750.4606276062555,,Health technology,Health Technology,america
2,NASDAQ,ATGL,Alpha Technology Group Limited,alpha-technology-limited,stock,['common'],499999493.1828901,USD,32.76,100,1,false,0,USD,51.49132947976878,150315,,,,0.0,66.21222799753326,,Technology services,Technology Services,america
3,NASDAQ,SISI,"Shineco, Inc.",,stock,['common'],305308345.97575754,USD,6.78,100,1,false,0,USD,36.96969696969697,29763550,,-64.8322,75.29162741206206,0.0,250.34139431801577,,Process industries,Process Industries,america
4,NASDAQ,RCKT,"Rocket Pharmaceuticals, Inc.",rocket-pharmaceuticals,stock,['common'],404639523.1958763,USD,3.75,100,1,false,0,USD,28.865979381443292,59887535,,-2.505,10.359634997316167,0.0,27.61066365968984,1.529412,Health technology,Health Technology,america
5,NASDAQ,CNSP,"CNS Pharmaceuticals, Inc.",cns-pharmaceuticals,stock,['common'],4004822.8576709786,USD,6.97,100,1,false,0,USD,28.835489833641397,122322,,-203.9549,99.73629866955461,0.0,2.9409204892157597,1.0,Health technology,Health Technology,america
6,NYSE,GES,"Guess?, Inc.",guess,stock,['common'],876478331.9377812,USD,16.85,100,1,false,0,USD,26.311844077961034,13070934,,-0.2986,-108.5497494631353,8.99550224887556,29.503836014634842,1.5,Consumer non-durables,Consumer Non-Durables,america
7,NASDAQ,CLNN,Clene Inc.,clene,stock,['common'],56146993.866071425,USD,5.62,100,1,false,0,USD,25.446428571428566,412615,,-2.5999,45.17985914899001,0.0,6.574563451153851,1.0,Health technology,Health Technology,america
8,NASDAQ,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,stock,['common'],449744158.24,USD,9.49,100,1,false,0,USD,24.868421052631586,1034278,284.984984984985,0.0333,-64.87341772151898,0.0,9.847631252969443,,Health technology,Health Technology,america
9,NASDAQ,NEGG,"Newegg Commerce, Inc.",newegg-commerce,stock,['common'],2146017782.6308722,USD,110.64,100,1,false,0,USD,23.75838926174496,1591314,,,,0.0,1.1772328295706922,,Retail trade,Retail Trade,america
10,NASDAQ,CGTX,"Cognition Therapeutics, Inc.",cognition-therapeutics,stock,['common'],148413836.74251497,USD,2.02,100,1,false,0,USD,20.958083832335337,11765290,,-0.6576,29.57806810880274,0.0,0.9053942436475981,1.0,Health technology,Health Technology,america
11,NASDAQ,ATLN,Atlantic International Corp.,atlantic-international,stock,['common'],232918193.3222892,USD,3.99,100,1,false,0,USD,20.180722891566276,157818,,-1.8454,83.83213597336604,0.0,1.0770920194400444,,Health technology,Health Technology,america
12,NASDAQ,PPCB,"Propanc Biopharma, Inc.",propanc-biopharma,stock,['common'],55491842.07084469,USD,4.4,100,1,false,0,USD,19.891008174386933,26015372,,-126.4755,99.0129001402921,0.0,3.659555910554052,,Health technology,Health Technology,america
13,NASDAQ,RAVE,"Rave Restaurant Group, Inc.",rave-restaurant-group,stock,['common'],46187589.68978102,USD,3.25,100,1,false,0,USD,18.61313868613138,267867,17.426273458445042,0.1865,22.85902503293808,0.0,21.31765548525725,,Consumer services,Consumer Services,america
14,AMEX,MPU,Mega Matrix Inc.,mega-matrix,stock,['common'],170481326.68800002,USD,2.96,100,1,false,0,USD,18.4,1192195,,,,0.0,0.7607182634723852,,Technology services,Technology Services,america
15,NASDAQ,LNZA,"LanzaTech Global, Inc.",,stock,['common'],54001448.45841787,USD,23.28,100,1,false,0,USD,18.052738336714008,126562,,-67.572,-36.69134603714044,0.0,6.633189922217958,2.0,Industrial services,Industrial Services,america
16,NASDAQ,EFOI,"Energy Focus, Inc.",energy-focus,stock,['common'],13468169.64028777,USD,2.46,100,1,false,0,USD,17.985611510791365,172842,,-0.2133,68.34841964683189,0.0,25.24051520196272,,Producer manufacturing,Producer Manufacturing,america
