,ticker,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
21,NASDAQ:CSCO,CSCO,"Cisco Systems, Inc.",cisco,stock,['common'],17147000000.0,USD,70.67,100,1,false,0,USD,-1.560105864326514,28909139,279853082794.50885,28.963114754098363,2.44,-17.800835466918205,2.25658169661513,Electronic technology,Electronic Technology,america,1.518519,1.4357392993052787
22,NYSE:XOM,XOM,Exxon Mobil Corporation,exxon,stock,['common'],15711000000.0,USD,105.83,100,1,false,0,USD,-0.9082397003745308,13568077,451179450343.6292,15.00411149232994,7.0534,-15.554438139022588,3.67041198501873,Energy minerals,Energy Minerals,america,1.516667,0.8384921038599815
23,NASDAQ:UAL,UAL,"United Airlines Holdings, Inc.",united-airlines,stock,['common'],15624000000.0,USD,89.33,100,1,false,0,USD,0.04479784970320533,4007863,28918987555.580242,8.949915339992586,9.9811,13.213175744651885,0.0,Transportation,Transportation,america,1.229167,0.8090930388871522
24,NYSE:IBM,IBM,International Business Machines Corporation,international-bus-mach,stock,['common'],15530000000.0,USD,236.3,100,1,false,0,USD,-2.4641928426961646,9378368,220117997003.26205,38.32803477583858,6.1652,-32.04743849748701,2.76138192925249,Technology services,Technology Services,america,1.717391,1.6215464322528388
25,NYSE:APO,APO,"Apollo Global Management, Inc. (New)",apollo,stock,['common'],15176000000.0,USD,142.12,100,1,false,0,USD,0.10565612453335611,2491820,81296440049.7477,26.815094339622643,5.3,-43.09091494776176,1.3365499753469,Finance,Finance,america,1.25,0.6896931393908247
26,NASDAQ:COST,COST,Costco Wholesale Corporation,costco-wholesale,stock,['common'],14850000000.0,USD,988.74,100,1,false,0,USD,0.7910456890048717,2289393,438483520633.36224,56.08504024550039,17.6293,9.270714533644068,0.48726783420661,Retail trade,Retail Trade,america,1.551282,0.9971764583924521
27,NYSE:AJG,AJG,Arthur J. Gallagher & Co.,gallagher,stock,['common'],14326100000.0,USD,288.92,100,1,false,0,USD,-0.17965726920950173,1536865,74079086861.04988,43.54943249476207,6.6343,29.124739679635635,0.863736871199558,Finance,Finance,america,1.552632,0.6676904327413755
28,NYSE:KO,KO,Coca-Cola Company (The),coca-cola,stock,['common'],14297000000.0,USD,70.75,100,1,false,0,USD,0.5828831390389487,10905500,304484458391.1288,25.06820678170287,2.8223,14.708990408063723,2.82911572362809,Consumer non-durables,Consumer Non-Durables,america,1.267857,0.8252825246563512
29,NASDAQ:SNPS,SNPS,"Synopsys, Inc.",synopsys,stock,['common'],14267199000.0,USD,616.12,100,1,false,0,USD,-0.5327564495818596,956075,114009084415.3972,44.36922988290533,13.8862,51.07325086763057,0.0,Technology services,Technology Services,america,1.125,0.6481983499493449
30,NYSE:CVS,CVS,CVS Health Corporation,cvs-health,stock,['common'],14216000000.0,USD,64.88,100,1,false,0,USD,-1.0070186145865285,5554888,82289019020.73482,18.101668433681155,3.5842,-36.21738975691354,4.05859017393958,Retail trade,Retail Trade,america,1.333333,0.5175933383099081
31,NYSE:BN,BN,Brookfield Corporation,brookfield,stock,['common'],13733492600.749998,USD,64.42,100,1,false,0,USD,-0.44815329933548465,2180343,106217351463.75626,145.933315135088,0.44143449999999995,-22.726337157888167,0.532914747837807,Finance,Finance,america,1.363636,0.8154309875241833
32,NYSE:RJF,RJF,"Raymond James Financial, Inc.",raymond-james,stock,['common'],13696000000.0,USD,164.92,100,1,false,0,USD,0.0,1122992,32882404325.000004,16.186877361731362,10.1885,14.989165274705421,1.18239146252729,Finance,Finance,america,1.733333,1.3637787262361685
33,NYSE:BMY,BMY,Bristol-Myers Squibb Company,bristol-myers-squibb,stock,['common'],13617000000.0,USD,45.93,100,1,false,0,USD,-0.04352557127312976,8663762,93487573040.06247,18.53286527054836,2.4783,,5.35364526659412,Health technology,Health Technology,america,1.803571,0.5556111210442082
34,NYSE:PFE,PFE,"Pfizer, Inc.",pfizer,stock,['common'],13249000000.0,USD,24.58,100,1,false,0,USD,0.0,38103784,139750825767.00003,13.066128003402083,1.8812,,6.95687550854353,Health technology,Health Technology,america,1.708333,0.7084158224254575
