,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,sector.tr,sector,market,recommendation_mark
0,NYSE,JHX,James Hardie Industries plc.,james-hardie,stock,['common'],10861358195.146055,USD,18.64,100,1,false,0,USD,-34.435455504748504,71161987,24.302477183833116,0.767,-33.924879393521714,0.0,14.420436722363542,Non-energy minerals,Non-Energy Minerals,america,1.527778
1,NYSE,AD,"Array Digital Infrastructure, Inc.",us-cellular,stock,['common'],4614760000.0,USD,53.66,100,1,false,0,USD,-29.394736842105267,990649,,-0.305,-137.00109183549677,0.0,1.8679842098465014,Communications,Communications,america,1.5
2,NASDAQ,ETHZ,ETHZilla Corporation,180-life-sciences,stock,['common'],805587742.5923295,USD,5.23,100,1,false,0,USD,-25.710227272727266,9194720,,-5.692,80.01846501651671,0.0,0.24203617953269582,Health technology,Health Technology,america,
3,NASDAQ,RIME,"Algorhythm Holdings, Inc.",algorhythm,stock,['common'],5255453.478764478,USD,2.09,100,1,false,0,USD,-19.305019305019304,930235,,-134.4893,66.26686164048901,0.0,15.076840044344,Consumer services,Consumer Services,america,1.0
4,NASDAQ,LASE,Laser Photonics Corporation,laser-photonics,stock,['common'],48396151.95918367,USD,3.39,100,1,false,0,USD,-13.520408163265301,3893883,,-0.3292,66.8512737891451,0.0,0.27333930851079513,Electronic technology,Electronic Technology,america,
5,NASDAQ,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,stock,['common'],90395869.56476682,USD,3.34,100,1,false,0,USD,-13.471502590673575,467835,,-0.2868,-46.02851323828921,0.0,1.2576960237949684,Health technology,Health Technology,america,
6,NASDAQ,ARTW,"Art's-Way Manufacturing Co., Inc.",arts-way,stock,['common'],15630737.318181818,USD,3.06,100,1,false,0,USD,-13.068181818181818,55671,10.06578947368421,0.304,,0.0,0.4451461391642405,Producer manufacturing,Producer Manufacturing,america,
7,NASDAQ,CLDX,"Celldex Therapeutics, Inc.",celldex-therapeutics,stock,['common'],1387232804.2789342,USD,20.89,100,1,false,0,USD,-13.030807660283095,3093232,,-3.008,-9.696947594909004,0.0,2.277803931652745,Health technology,Health Technology,america,1.133333
8,NASDAQ,SNYR,Synergy CHC Corp.,synergy-chc,stock,['common'],26956488.713414636,USD,2.855,100,1,false,0,USD,-12.957317073170726,76234,7.689200107729598,0.3713,,0.0,1.33716647138477,Health technology,Health Technology,america,1.0
9,NASDAQ,CHSN,Chanson International Holding,,stock,['common'],14491275.822222222,USD,2.36,100,1,false,0,USD,-12.592592592592602,167663,368.74999999999994,0.0064,1180.0,0.0,0.3493042250645855,Consumer non-durables,Consumer Non-Durables,america,
