,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,VFS,VinFast Auto Ltd.,vinfast-auto,stock,['common'],2283312521099.54,USD,3.23,100,1,false,0,USD,-2.1212121212121167,385559,7554365054.278787,,-4490.8572,-400726.2406283471,0.0,0.6446048808934076,1.25,Consumer durables,Consumer Durables,america
1,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,737994.05,100,1,false,0,USD,-0.10650654341496603,607,1061667832217.1403,16.861410637306808,43768.2271,-7.203717980527366,0.0,1.7512983266012694,1.714286,Finance,Finance,america
2,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,230.33,100,1,false,0,USD,-3.3201813297515095,60907277,2456449262791.732,35.149859602002195,6.5528,56.99465727497067,0.0,1.8323656229302958,1.135714,Retail trade,Retail Trade,america
3,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,239.56,100,1,false,0,USD,-0.1583729265649727,19990138,2895176117454.738,25.51632316131437,9.3885,34.66972674460303,0.337584396099025,0.6908503253346896,1.25,Technology services,Technology Services,america
4,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,500.37,100,1,false,0,USD,0.3932505367067233,21611815,3719333550887.703,36.67971498944405,13.6416,15.596003762361141,0.666118256054252,1.0792591869965633,1.096774,Technology services,Technology Services,america
5,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,62.51,100,1,false,0,USD,0.48223758238224906,3824740,106012938044.09,32.78439188126082,1.9067,20.853140647778407,0.458125703263141,0.23023989075834317,1.4,Finance,Finance,america
6,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,92.24,100,1,false,0,USD,-1.526636062773574,12544095,167435819266.00018,24.833750639420614,3.7143,54.33165745626793,1.13163232625173,1.3570090310841745,1.363636,Finance,Finance,america
7,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,323.35,100,1,false,0,USD,-0.30523524696304877,1846772,225013527260.2256,22.702061334531567,14.2432,6.257646742860547,0.937288031078498,0.7260035348589781,1.725806,Finance,Finance,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],56791000000.0,USD,177.33,100,1,false,0,USD,3.8475052705551778,226850419,4309118861380.197,50.47104027323182,3.5135,64.96079628151556,0.0234246896228625,1.1273549072389202,1.19697,Electronic technology,Electronic Technology,america
9,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,226.79,100,1,false,0,USD,-3.2259441007040763,83440510,3365652056025.7954,34.47599647319935,6.5782,0.15682333774874735,0.43524642628547,1.6974630676435687,1.510417,Electronic technology,Electronic Technology,america
10,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,751.98,100,1,false,0,USD,-1.7918244743372114,12478128,1888945517428.4097,27.233022366438753,27.6128,40.97873535343221,0.267728875538723,1.3177197291476952,1.221429,Technology services,Technology Services,america
11,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.42,100,1,false,0,USD,-0.6092254134029615,47021328,45450004597.176674,14.571902513716985,0.7837,-17.574673958771562,6.52741514360313,1.0498116350195241,2.020833,Consumer durables,Consumer Durables,america
12,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,347.79,100,1,false,0,USD,0.23633167132604926,72120593,1121778902826.4858,201.4072272411397,1.7268,-51.50391776897801,0.0,0.9784790936907273,1.78,Consumer durables,Consumer Durables,america
13,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,57.34,100,1,false,0,USD,-1.1549732804688755,7207455,54592140609.17428,9.089756190355411,6.3082,-29.071937754390703,0.879158765730047,1.0911315423414365,1.6,Consumer durables,Consumer Durables,america
14,NYSE,BA,Boeing Company (The),boeing,stock,['common'],22967000000.0,USD,227.52,100,1,false,0,USD,-0.8713837574067619,4949531,172041006484.15753,,-16.5217,-193.5677606211908,0.0,0.8640076682273229,1.277778,Electronic technology,Electronic Technology,america
15,NYSE,V,Visa Inc.,visa,stock,['common'],22915000000.0,USD,338.12,100,1,false,0,USD,-1.7064449547951988,6557868,651422265650.2402,33.377755402217154,10.1301,10.047581801590416,0.686066455420216,1.3573482982167069,1.292683,Finance,Finance,america
16,NYSE,BN,Brookfield Corporation,brookfield,stock,['common'],22903853638.249996,USD,67.05,100,1,false,0,USD,1.2992899229490853,2125877,110570865216.96382,151.89116392126127,0.44143449999999995,-22.726337157888167,0.517059721011334,0.9810481994347307,1.272727,Finance,Finance,america
17,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],21206000000.0,USD,24.77,100,1,false,0,USD,1.3502454991816624,61580454,115682385300.85925,,-4.7628,-2174.3902439024387,0.511456628477905,1.0144421980541525,2.05814,Electronic technology,Electronic Technology,america
18,NYSE,SYF,Synchrony Financial,synchrony,stock,['common'],19457000000.0,USD,74.74,100,1,false,0,USD,-1.748389641120019,5275381,27807581635.30196,9.081740525171027,8.2297,14.264887605348282,1.44603654528724,2.0055952636849845,1.44,Finance,Finance,america
19,NYSE,JNJ,Johnson & Johnson,johnson-and-johnson,stock,['common'],18880000000.0,USD,175.79,100,1,false,0,USD,-0.6611663652802983,6891590,423361905525.48334,18.801069518716577,9.35,35.14880823323648,2.87070524412297,0.8996795647338832,1.615385,Health technology,Health Technology,america
20,NYSE,KKR,KKR & Co. Inc.,kkr,stock,['common'],18056173000.0,USD,139.29,100,1,false,0,USD,1.3829245214353343,2499883,124100248115.36613,66.79934778438519,2.0852,-50.75222597482345,0.524055608122862,0.8442648230121969,1.204545,Finance,Finance,america
