,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,VFS,VinFast Auto Ltd.,vinfast-auto,stock,['common'],2283312521099.54,USD,3.3,100,1,false,0,USD,2.4844720496894293,624755,7718082124.192546,,-4490.8572,-400726.2406283471,0.0,1.0926257663840524,1.25,Consumer durables,Consumer Durables,america
1,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,738780.9,100,1,false,0,USD,-0.1780977950247165,260,1063042294968.3763,16.879388290324425,43768.2271,-7.203717980527366,0.0,0.7291082445316881,1.714286,Finance,Finance,america
2,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,238.24,100,1,false,0,USD,1.0176390773405724,27033776,2540808621484.051,36.3569771700647,6.5528,56.99465727497067,0.0,0.8242083202967498,1.135714,Retail trade,Retail Trade,america
3,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,239.94,100,1,false,0,USD,2.468397676802187,22854794,2901014915247.913,25.55679821057677,9.3885,34.66972674460303,0.34591732148958,0.7900317373352364,1.25,Technology services,Technology Services,america
4,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,498.41,100,1,false,0,USD,0.04215174628663918,14408501,3704764607987.0674,36.536036828524516,13.6416,15.596003762361141,0.666399036531513,0.6944631259144003,1.098361,Technology services,Technology Services,america
5,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,62.21,100,1,false,0,USD,1.8000327278677817,4619691,105504157346.39,32.627051974615824,1.9067,20.853140647778407,0.466372115856652,0.27730857936201386,1.4,Finance,Finance,america
6,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,93.67,100,1,false,0,USD,0.23542001070090834,10773567,170031580497.38107,25.218749158657083,3.7143,54.33165745626793,1.13429641519529,1.2294700126499905,1.363636,Finance,Finance,america
7,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,324.34,100,1,false,0,USD,-0.32881595525646107,2056339,225702455781.0139,22.771568186924284,14.2432,6.257646742860547,0.934206078485603,0.8231634102697446,1.725806,Finance,Finance,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],56791000000.0,USD,170.76,100,1,false,0,USD,1.455647317449937,157532167,4149467939810.422,48.601110004269245,3.5135,64.96079628151556,0.0237656704889787,0.7807447342522665,1.19697,Electronic technology,Electronic Technology,america
9,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,234.35,100,1,false,0,USD,-1.4839414831007236,66313059,3477845385498.712,35.62524702806239,6.5782,0.15682333774874735,0.428787624012107,1.4535000990125457,1.5,Electronic technology,Electronic Technology,america
