,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,751807.87,100,1,false,0,USD,0.09047455794801153,307,1081788977589.5549,17.17702360395585,43768.2271,-7.203717980527366,0.0,0.9605757196495619,1.714286,Finance,Finance,america
1,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,225.99,100,1,false,0,USD,0.2884530043489863,29221275,2410163448428.4336,34.487547308021,6.5528,56.99465727497067,0.0,0.9591209124629648,1.133803,Retail trade,Retail Trade,america
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,231.1,100,1,false,0,USD,9.014576159252789,72249712,2790274048790.0947,24.61522074878841,9.3885,34.66972674460303,0.382093494976178,3.602979804337527,1.253623,Technology services,Technology Services,america
3,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,505.35,100,1,false,0,USD,0.045533734558128404,16345027,3756350656437.3726,37.044774806474315,13.6416,15.596003762361141,0.657269559708584,0.7469343149607551,1.098361,Technology services,Technology Services,america
4,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,63.95,100,1,false,0,USD,0.07824726134585956,5778607,28473570551.469482,33.53962343315676,1.9067,20.853140647778407,0.446009389671362,0.3749990038715716,1.4,Finance,Finance,america
5,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,96.22,100,1,false,0,USD,0.10403662089054756,7261540,174660400098.01477,25.905284979673155,3.7143,54.33165745626793,1.10278818143987,0.9532590950117945,1.363636,Finance,Finance,america
6,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,323.71,100,1,false,0,USD,-2.2555709885862756,3438964,225264042432.9882,22.727336553583463,14.2432,6.257646742860547,0.917929826680355,1.4853909258120883,1.716667,Finance,Finance,america
7,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],56791000000.0,USD,170.62,100,1,false,0,USD,-0.09368778545496931,164421658,4146065970364.791,48.561263697168066,3.5135,64.96079628151556,0.0234219463637428,0.807321195573533,1.205882,Electronic technology,Electronic Technology,america
8,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,238.47,100,1,false,0,USD,3.808984851123107,66427835,3538987738268.8613,36.25155817700891,6.5782,0.15682333774874735,0.444018805502351,1.6896269689755954,1.521739,Electronic technology,Electronic Technology,america
9,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,737.05,100,1,false,0,USD,0.2639060820829455,7699332,1851441851754.4402,26.692331092826514,27.6128,40.97873535343221,0.278869829005183,0.8337902250428292,1.221429,Technology services,Technology Services,america
10,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.62,100,1,false,0,USD,-0.8532423208191247,47728649,46245978632.25085,14.82710220747735,0.7837,-17.574673958771562,6.39931740614334,0.9577544141337105,1.979167,Consumer durables,Consumer Durables,america
11,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,334.09,100,1,false,0,USD,1.436118532912303,88731976,1077590200001.3743,193.47347695158675,1.7268,-51.50391776897801,0.0,1.1999276089097923,1.794118,Consumer durables,Consumer Durables,america
12,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,57.75,100,1,false,0,USD,-1.3326499231163524,6762677,54982492948.02665,9.154750959069148,6.3082,-29.071937754390703,0.871348026652998,1.0157502428574614,1.566667,Consumer durables,Consumer Durables,america
13,NYSE,BA,Boeing Company (The),boeing,stock,['common'],22967000000.0,USD,232.38,100,1,false,0,USD,-2.106327407532227,5998723,175715933390.00742,,-16.5217,-193.5677606211908,0.0,0.9811603284119303,1.303571,Electronic technology,Electronic Technology,america
14,NYSE,V,Visa Inc.,visa,stock,['common'],22915000000.0,USD,350.87,100,1,false,0,USD,0.22852572342674646,4176415,675986459303.4667,34.636380687258765,10.1301,10.047581801590416,0.674150884108892,0.7682031618940227,1.292683,Finance,Finance,america
15,NYSE,BN,Brookfield Corporation,brookfield,stock,['common'],22903853638.249996,USD,65.34,100,1,false,0,USD,-1.4776839565741706,1980322,107750937479.07283,148.01742953937676,0.44143449999999995,-22.726337157888167,0.518869203849519,0.7963606285255572,1.272727,Finance,Finance,america
16,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],21206000000.0,USD,24.0,100,1,false,0,USD,-0.867410161090462,47822839,105047996027.75714,,-4.7628,-2174.3902439024387,0.516315572077654,0.37818424348417856,2.056818,Electronic technology,Electronic Technology,america
17,NYSE,SYF,Synchrony Financial,synchrony,stock,['common'],19457000000.0,USD,75.49,100,1,false,0,USD,-0.17191219254166842,1966823,28086625933.943657,9.172873859314434,8.2297,14.264887605348282,1.45464162919862,0.6970516880039084,1.44,Finance,Finance,america
18,NYSE,JNJ,Johnson & Johnson,johnson-and-johnson,stock,['common'],18880000000.0,USD,178.0,100,1,false,0,USD,-0.03369650679546348,7111689,428684312481.94995,19.037433155080215,9.35,35.14880823323648,2.85297090868247,0.8842115275167235,1.615385,Health technology,Health Technology,america
19,NYSE,KKR,KKR & Co. Inc.,kkr,stock,['common'],18056173000.0,USD,134.83,100,1,false,0,USD,-2.8182211330546316,3821645,120126622084.95006,64.66046422405526,2.0852,-50.75222597482345,0.518956321176301,1.3076387086337011,1.23913,Finance,Finance,america
20,NASDAQ,BKNG,Booking Holdings Inc. Common Stock,booking,stock,['common'],17595000000.0,USD,5582.95,100,1,false,0,USD,1.4058540926882805,189831,180942763311.47595,38.830241538367375,143.7784,0.6681645464596085,0.666600067204911,1.1057631257346765,1.3875,Consumer services,Consumer Services,america
21,NYSE,CRM,"Salesforce, Inc.",salesforce,stock,['common'],17408000000.0,USD,256.45,100,1,false,0,USD,1.4197579688365003,17417853,245166200591.27713,40.1123050693695,6.3933,14.98534199025197,0.645416435972475,2.333513343252568,1.232759,Technology services,Technology Services,america
