,exchange,name,description,logoid,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,market,sector
0,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],26900192836.92,USD,170.76,100,1,false,0,1.455647317449937,157532167,0.7807447342522665,4149467939810.422,USD,48.601110004269245,3.5135,64.96079628151556,0.0237656704889787,1.19697,Electronic technology,america,Electronic Technology
1,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],18672021922.58,USD,346.97,100,1,false,0,0.16454965357969112,53814514,0.6989589337701619,1119134011001.133,USD,200.93236043548762,1.7268,-51.50391776897801,0.0,1.78,Consumer durables,america,Consumer Durables
2,NYSE,UNH,UnitedHealth Group Incorporated,unitedhealth,stock,['common'],16146502378.880001,USD,347.92,100,1,false,0,8.64012490241999,46408664,3.886633299058343,315101974575.7332,USD,15.069887512940127,23.0871,52.6520761703253,2.65729898516784,1.448276,Health services,america,Health Services
3,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],15540465376.65,USD,234.35,100,1,false,0,-1.4839414831007236,66313059,1.4535000990125457,3477845385498.712,USD,35.62524702806239,6.5782,0.15682333774874735,0.428787624012107,1.5,Electronic technology,america,Electronic Technology
4,NASDAQ,PLTR,Palantir Technologies Inc.,palantir,stock,['common'],9962273379.960001,USD,162.36,100,1,false,0,4.010249839846265,61359161,0.9195651067771761,385173863957.71796,USD,539.5812562313062,0.3009,77.10417892878164,0.0,1.931034,Technology services,america,Technology Services
5,NYSE,ORCL,Oracle Corporation,oracle,stock,['common'],9940937532.98,USD,241.51,100,1,false,0,1.2705467963770554,41161598,3.645331709163169,678361247563.1919,USD,,,,0.754780275075478,1.428571,Technology services,america,Technology Services
6,NASDAQ,AVGO,Broadcom Inc.,broadcom,stock,['common'],9080284149.58,USD,336.67,100,1,false,0,-2.5980037610299327,26970874,0.9412653801164317,1583517618048.9958,USD,86.05423919433582,3.9123,240.55536211699163,0.665412990018805,1.173469,Electronic technology,america,Electronic Technology
7,NASDAQ,NBIS,Nebius Group N.V.,nebius-group-nv,stock,['common'],8459522728.84,USD,95.72,100,1,false,0,49.422416484545735,88377797,9.981442276658617,22812336823.918827,USD,,,,0.0,1.1,Technology services,america,Technology Services
8,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],8421909031.900001,USD,765.7,100,1,false,0,1.7812043067925152,10998967,1.2145898485404456,1923409580265.2322,USD,27.729893382779004,27.6128,40.97873535343221,0.272497673800346,1.221429,Technology services,america,Technology Services
9,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],7181340983.410001,USD,498.41,100,1,false,0,0.04215174628663918,14408501,0.6944631259144003,3704764607987.0674,USD,36.536036828524516,13.6416,15.596003762361141,0.666399036531513,1.098361,Technology services,america,Technology Services
10,NASDAQ,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,stock,['common'],6668932233.179999,USD,155.82,100,1,false,0,2.912621359223299,42798949,1.017284054367077,252871519241.61163,USD,89.69089967190467,1.7373,109.26282823416045,0.0,1.368421,Electronic technology,america,Electronic Technology
11,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],6440526794.24,USD,238.24,100,1,false,0,1.0176390773405724,27033776,0.8242083202967498,2540808621484.051,USD,36.3569771700647,6.5528,56.99465727497067,0.0,1.135714,Retail trade,america,Retail Trade
12,NASDAQ,HOOD,"Robinhood Markets, Inc.",robinhood,stock,['common'],6106940397.0,USD,118.5,100,1,false,0,1.0402455661664383,51535362,1.282794615610039,105307999567.23653,USD,60.188947582283625,1.9688,503.55610055180875,0.0,1.444444,Finance,america,Finance
13,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],5483779272.36,USD,239.94,100,1,false,0,2.468397676802187,22854794,0.7900317373352364,2901014915247.913,USD,25.55679821057677,9.3885,34.66972674460303,0.34591732148958,1.25,Technology services,america,Technology Services
14,NASDAQ,APP,Applovin Corporation,applovin,stock,['common'],4746399711.339999,USD,558.17,100,1,false,0,2.034586136297162,8503502,1.3086208647471134,188800952527.5411,USD,82.92157532720276,6.7313,185.22457627118644,0.0,1.310345,Technology services,america,Technology Services
15,NASDAQ,CRWV,"CoreWeave, Inc.",coreweave,stock,['common'],4037485970.6,USD,100.22,100,1,false,0,7.129877071084984,40286230,1.6348780620298722,48964725211.301125,USD,,-2.4899,,0.0,1.74,Technology services,america,Technology Services
16,NASDAQ,COIN,"Coinbase Global, Inc.",coinbase,stock,['common'],3302970751.08,USD,318.78,100,1,false,0,5.486432825943079,10361286,1.4133939642281923,81906705840.96,USD,30.839331321105174,10.3368,85.9671848013817,0.0,1.72973,Finance,america,Finance
17,NASDAQ,QMMM,QMMM Holdings Limited,qmmm-limited,stock,['common'],3067482492.0,USD,207.0,100,1,false,0,1736.7346938775509,14818756,5.608995585667851,193915485.60999998,USD,,-0.0063,-250.00000000000006,0.0,,Commercial services,america,Commercial Services
