,exchange,name,description,logoid,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,recommendation_mark,sector.tr,market,sector
0,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],29644465861.839996,USD,334.09,100,1,false,0,1.436118532912303,88731976,1.1999276089097923,1077590200001.3743,USD,193.47347695158675,1.7268,-51.50391776897801,0.0,1.794118,Consumer durables,america,Consumer Durables
1,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],28053623287.96,USD,170.62,100,1,false,0,-0.09368778545496931,164421658,0.807321195573533,4146065970364.791,USD,48.561263697168066,3.5135,64.96079628151556,0.0234219463637428,1.205882,Electronic technology,america,Electronic Technology
2,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],16696908443.199999,USD,231.1,100,1,false,0,9.014576159252789,72249712,3.602979804337527,2790274048790.0947,USD,24.61522074878841,9.3885,34.66972674460303,0.382093494976178,1.253623,Technology services,america,Technology Services
3,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],15841045812.45,USD,238.47,100,1,false,0,3.808984851123107,66427835,1.6896269689755954,3538987738268.8613,USD,36.25155817700891,6.5782,0.15682333774874735,0.444018805502351,1.521739,Electronic technology,america,Electronic Technology
4,NASDAQ,PLTR,Palantir Technologies Inc.,palantir,stock,['common'],10231050665.9,USD,154.9,100,1,false,0,-1.3941052899611672,66049391,0.6785004272532444,367476150550.71674,USD,514.7889664340313,0.3009,77.10417892878164,0.0,1.931034,Technology services,america,Technology Services
5,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],8259959394.450001,USD,505.35,100,1,false,0,0.045533734558128404,16345027,0.7469343149607551,3756350656437.3726,USD,37.044774806474315,13.6416,15.596003762361141,0.657269559708584,1.098361,Technology services,america,Technology Services
6,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],6603715937.25,USD,225.99,100,1,false,0,0.2884530043489863,29221275,0.9591209124629648,2410163448428.4336,USD,34.487547308021,6.5528,56.99465727497067,0.0,1.133803,Retail trade,america,Retail Trade
7,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],5674792650.599999,USD,737.05,100,1,false,0,0.2639060820829455,7699332,0.8337902250428292,1851441851754.4402,USD,26.692331092826514,27.6128,40.97873535343221,0.278869829005183,1.221429,Technology services,america,Technology Services
8,NASDAQ,AVGO,Broadcom Inc.,broadcom,stock,['common'],5603099520.59,USD,302.39,100,1,false,0,1.3914967811158723,18529381,0.975988675582736,1422282606998.1934,USD,113.67190436809261,2.6602,14.446738943383252,0.771190987124463,1.183673,Electronic technology,america,Electronic Technology
9,NASDAQ,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,stock,['common'],4985914336.23,USD,162.13,100,1,false,0,-0.11705273533760333,30752571,0.6921117327747881,263111669059.58713,USD,93.32297242848097,1.7373,109.26282823416045,0.0,1.350877,Electronic technology,america,Electronic Technology
10,NYSE,CRM,"Salesforce, Inc.",salesforce,stock,['common'],4466808401.849999,USD,256.45,100,1,false,0,1.4197579688365003,17417853,2.333513343252568,245166200591.27713,USD,40.1123050693695,6.3933,14.98534199025197,0.645416435972475,1.232759,Technology services,america,Technology Services
11,NASDAQ,MSTR,Strategy Inc,microstrategy,stock,['common'],3031741554.38,USD,330.26,100,1,false,0,-3.3253322405011456,9179863,0.7925280959072073,93646109799.6276,USD,29.073718682324767,11.3594,,0.0,1.25,Technology services,america,Technology Services
12,NASDAQ,NFLX,"Netflix, Inc.",netflix,stock,['common'],3030496512.92,USD,1226.18,100,1,false,0,0.9941438584642384,2471494,0.97907736500742,521036161727.05133,USD,52.25325043360422,23.4661,46.643877991013696,0.0,1.453704,Technology services,america,Technology Services
13,NYSE,UNH,UnitedHealth Group Incorporated,unitedhealth,stock,['common'],2972445624.92,USD,307.88,100,1,false,0,-0.29792746113990154,9654559,0.705861024113899,278838790805.521,USD,13.335585673384704,23.0871,52.6520761703253,2.75582901554404,1.448276,Health services,america,Health Services
14,NASDAQ,APP,Applovin Corporation,applovin,stock,['common'],2462042490.3,USD,487.35,100,1,false,0,1.166628609387002,5051898,0.9713789489048393,164846104248.55252,USD,72.40057641168868,6.7313,185.22457627118644,0.0,1.310345,Technology services,america,Technology Services
15,NASDAQ,HOOD,"Robinhood Markets, Inc.",robinhood,stock,['common'],2439278702.2599998,USD,100.82,100,1,false,0,-0.01983339944467496,24194393,0.6669506789135574,89596221445.42384,USD,51.20885818772856,1.9688,503.55610055180875,0.0,1.444444,Finance,america,Finance
16,NYSE,KO,Coca-Cola Company (The),coca-cola,stock,['common'],2316787064.0899997,USD,68.99,100,1,false,0,-0.10136113524472543,33581491,2.2096626441735103,296910008981.0173,USD,24.444601920419515,2.8223,14.708990408063723,2.88155227338546,1.267857,Consumer non-durables,america,Consumer Non-Durables
17,NASDAQ,ISRG,"Intuitive Surgical, Inc.",intuitive-surgical,stock,['common'],2228672829.2400002,USD,441.18,100,1,false,0,-5.945807661969426,5051618,2.599883047882125,158152665386.0154,USD,61.56400881917892,7.1662,23.0481292604612,0.0,1.441176,Health technology,america,Health Technology
18,NASDAQ,MRVL,"Marvell Technology, Inc.",marvell-tech,stock,['common'],2137064763.0,USD,62.31,100,1,false,0,-3.544891640866861,34297300,1.2948057451421833,53717448209.55372,USD,,-0.1267,88.65914786967419,0.371517027863777,1.227273,Electronic technology,america,Electronic Technology
19,NYSE,GEV,GE Vernova Inc.,ge-verona,stock,['common'],2110512836.2399998,USD,577.04,100,1,false,0,-0.4554236820314634,3657481,1.2860762073470127,157084099191.79227,USD,138.0775765116891,4.1791,-3.2257317525009155,0.129381727849848,1.444444,Producer manufacturing,america,Producer Manufacturing
20,NYSE,ORCL,Oracle Corporation,oracle,stock,['common'],1988884430.35,USD,223.45,100,1,false,0,-0.821127385707955,8900803,0.8530091370695365,627633744097.161,USD,51.47550047225229,4.3409,17.115877512478086,0.798934753661784,1.440476,Technology services,america,Technology Services
21,NYSE,BAC,Bank of America Corporation,bank-of-america,stock,['common'],1919510301.5800002,USD,50.06,100,1,false,0,-0.7140023800079321,38344193,1.0243785643420575,370791766651.21387,USD,14.660145840044514,3.4147,20.075251424150782,2.06267354224514,1.339286,Finance,america,Finance
22,NYSE,JPM,JP Morgan Chase & Co.,jpmorgan-chase,stock,['common'],1891978013.61,USD,299.51,100,1,false,0,-0.06339673006339597,6316911,0.9339146364862363,823578752883.919,USD,15.36776212832551,19.4895,8.70498862165901,1.76843510176844,1.637931,Finance,america,Finance
23,NYSE,WMT,Walmart Inc.,walmart,stock,['common'],1888953688.1599998,USD,99.44,100,1,false,0,1.6249361267245819,18995914,0.8460692813265427,792820298457.3295,USD,37.51603410548555,2.6506,37.71496856652983,0.932549821154829,1.166667,Retail trade,america,Retail Trade
24,NYSE,RDDT,"Reddit, Inc.",reddit,stock,['common'],1880347449.54,USD,223.14,100,1,false,0,1.399618285922014,8426761,1.3616996652680207,41762031596.36281,USD,188.35148138769307,1.1847,,0.0,1.465517,Technology services,america,Technology Services
25,AMEX,BMNR,"BitMine Immersion Technologies, Inc.",bitmine-immersion-technologies,stock,['common'],1816613550.5,USD,44.86,100,1,false,0,5.577783007766527,40495175,0.8117540459575208,7783073405.575899,USD,,-2.8796,-96.26499454743728,0.0,1.0,Finance,america,Finance
26,NASDAQ,CRWV,"CoreWeave, Inc.",coreweave,stock,['common'],1702688967.0,USD,89.88,100,1,false,0,-3.7068780801371415,18944025,0.6468671713455486,43912883514.199265,USD,,-3.1866,,0.0,1.74,Technology services,america,Technology Services
27,NASDAQ,MU,"Micron Technology, Inc.",micron-technology,stock,['common'],1674104555.2,USD,118.72,100,1,false,0,0.20256583389601188,14101285,0.928025272945532,132862538256.90749,USD,21.428442503113548,5.5403,,0.388251181634031,1.280488,Electronic technology,america,Electronic Technology
28,NASDAQ,PEP,"PepsiCo, Inc.",pepsico,stock,['common'],1673567933.9199998,USD,148.64,100,1,false,0,-1.0912962470055994,11259203,1.2199574770299662,203499643835.6018,USD,27.099361896080215,5.485,-20.436907991122585,3.65151716795315,1.770833,Consumer non-durables,america,Consumer Non-Durables
29,NYSE,XOM,Exxon Mobil Corporation,exxon,stock,['common'],1669706936.1699998,USD,111.91,100,1,false,0,-2.4239253640247633,14920087,1.008109443182442,477099989794.25256,USD,15.866107125641534,7.0534,-15.554438139022588,3.45278577033743,1.566667,Energy minerals,america,Energy Minerals
30,NYSE,LLY,Eli Lilly and Company,eli-lilly,stock,['common'],1639811680.5700002,USD,737.83,100,1,false,0,0.35909084726397067,2222479,0.5456482197607492,698324168518.1327,USD,48.925123335632065,15.0808,88.38048841421524,0.788911709898122,1.241379,Health technology,america,Health Technology
31,NASDAQ,ZS,"Zscaler, Inc.",zscaler,stock,['common'],1633654349.1599998,USD,270.58,100,1,false,0,-1.453181338092293,6037602,3.8366406046405315,42128137869.37218,USD,,-0.2682,31.58163265306123,0.0,1.326531,Technology services,america,Technology Services
32,NASDAQ,DLTR,"Dollar Tree, Inc.",dollar-tree,stock,['common'],1618820019.54,USD,102.03,100,1,false,0,-8.37000449034575,15866118,4.802183648592458,21293233819.128334,USD,,-13.8775,-202.02620353443018,0.0,1.592593,Retail trade,america,Retail Trade
33,NASDAQ,COST,Costco Wholesale Corporation,costco-wholesale,stock,['common'],1586563800.12,USD,949.78,100,1,false,0,1.1674229351739336,1670454,0.7208180398905345,421205665561.95337,USD,53.87508295848389,17.6293,9.270714533644068,0.524062120534288,1.539474,Retail trade,america,Retail Trade
34,NASDAQ,COIN,"Coinbase Global, Inc.",coinbase,stock,['common'],1578299745.69,USD,302.31,100,1,false,0,-0.41178020819607325,5220799,0.6579041366398399,77674936453.92001,USD,29.24599489203622,10.3368,85.9671848013817,0.0,1.736842,Finance,america,Finance
35,NYSE,SNOW,Snowflake Inc.,snowflake,stock,['common'],1547717439.78,USD,229.33,100,1,false,0,-1.8279109589041018,6748866,0.6623641617383482,76517788731.60411,USD,,-4.1474,-35.49166938908854,0.0,1.254902,Technology services,america,Technology Services
36,NASDAQ,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],1545030197.01,USD,5.13,100,1,false,0,0.7858546168958749,301175477,0.7606766218076364,3775444967.3870335,USD,,-0.4256,27.59441987070432,0.0,2.277778,Finance,america,Finance
37,NYSE,CVX,Chevron Corporation,chevron,stock,['common'],1510439062.72,USD,158.06,100,1,false,0,-2.329605141197559,9556112,1.188138759303999,323611086798.8758,USD,20.40062985621725,7.7478,-23.13080403206604,4.17722301180251,1.568966,Energy minerals,america,Energy Minerals
38,NYSE,V,Visa Inc.,visa,stock,['common'],1465378731.05,USD,350.87,100,1,false,0,0.22852572342674646,4176415,0.7682031618940227,675986459303.4667,USD,34.636380687258765,10.1301,10.047581801590416,0.674150884108892,1.292683,Finance,america,Finance
39,NASDAQ,RKLB,Rocket Lab Corporation,rocket-lab,stock,['common'],1450521068.43,USD,43.53,100,1,false,0,-11.721760292030016,33322331,1.4747086896198105,20999451514.863514,USD,,-0.4575,-26.3463131731566,0.0,1.441176,Electronic technology,america,Electronic Technology
40,NYSE,RBLX,Roblox Corporation,roblox,stock,['common'],1423357973.38,USD,133.46,100,1,false,0,3.8841752938429277,10665053,1.1838569951370084,92520748170.76112,USD,,-1.4266,16.58773314623165,0.0,1.5,Technology services,america,Technology Services
41,NYSE,BA,Boeing Company (The),boeing,stock,['common'],1393983250.74,USD,232.38,100,1,false,0,-2.106327407532227,5998723,0.9811603284119303,175715933390.00742,USD,,-16.5217,-193.5677606211908,0.0,1.303571,Electronic technology,america,Electronic Technology
42,NASDAQ,TXN,Texas Instruments Incorporated,texas-instruments,stock,['common'],1377917993.68,USD,195.74,100,1,false,0,-2.036935088333914,7039532,1.2792889878788396,177954514729.601,USD,35.781661304474994,5.4704,-5.108501448420618,2.72258645713428,1.679487,Electronic technology,america,Electronic Technology
43,NYSE,HIMS,"Hims & Hers Health, Inc.",hims-and-hers-health,stock,['common'],1357079389.38,USD,44.46,100,1,false,0,7.055140862027449,30523603,1.4006480876201484,10048830031.777029,USD,55.64455569461827,0.799,968.1818181818181,0.0,1.78125,Health services,america,Health Services
44,NYSE,C,"Citigroup, Inc.",citigroup,stock,['common'],1345515230.41,USD,95.03,100,1,false,0,0.26376872757965814,14158847,1.1055075083463048,174940518260.8599,USD,14.050209947365309,6.7636,88.80607430980098,2.40557079552648,1.375,Finance,america,Finance
45,NASDAQ,INTU,Intuit Inc.,intuit,stock,['common'],1328841016.8,USD,668.68,100,1,false,0,1.0105892838260306,1987260,0.7482342645026914,186526271168.0383,USD,48.77173532500875,13.7104,31.38733696850054,0.628408284113053,1.308824,Technology services,america,Technology Services
46,NYSE,SMR,NuScale Power Corporation,nuscale-power,stock,['common'],1313297578.02,USD,40.42,100,1,false,0,8.539205155746508,32491281,2.782444871227123,11514721607.313105,USD,,-1.191,-17.224409448818903,0.0,1.625,Producer manufacturing,america,Producer Manufacturing
47,NYSE,UNP,Union Pacific Corporation,union-pacific,stock,['common'],1304179208.6399999,USD,221.76,100,1,false,0,-0.10360827064282993,5881039,1.2604677498144352,131512508175.79312,USD,19.262540716612378,11.5125,8.150381873009605,2.43254200639668,1.482759,Transportation,america,Transportation
48,NYSE,JNJ,Johnson & Johnson,johnson-and-johnson,stock,['common'],1265880642.0,USD,178.0,100,1,false,0,-0.03369650679546348,7111689,0.8842115275167235,428684312481.94995,USD,19.037433155080215,9.35,35.14880823323648,2.85297090868247,1.615385,Health technology,america,Health Technology
49,NASDAQ,CRWD,"CrowdStrike Holdings, Inc.",crowdstrike,stock,['common'],1254677254.8,USD,413.2,100,1,false,0,-0.07255139056832197,3036489,0.7245024267996387,103694663501.25175,USD,,-1.1966,-274.89038292896817,0.0,1.462963,Technology services,america,Technology Services
50,NYSE,HD,"Home Depot, Inc. (The)",home-depot,stock,['common'],1233469525.6,USD,407.71,100,1,false,0,0.34456449508995035,3025360,0.777891523554658,405829066893.9788,USD,27.695808708647508,14.721,-0.9253962378436539,2.23966921808471,1.434211,Retail trade,america,Retail Trade
51,NYSE,NOW,"ServiceNow, Inc.",servicenow,stock,['common'],1230234329.94,USD,919.38,100,1,false,0,0.8733624454148511,1338113,0.7740014171474846,191231036413.952,USD,115.71660520320701,7.9451,43.675292500768556,0.0,1.2,Technology services,america,Technology Services
52,NYSE,PM,Philip Morris International Inc,philip-morris,stock,['common'],1196334700.48,USD,163.22,100,1,false,0,-2.4970131421744366,7329584,1.3849278795191742,254066505336.36856,USD,30.972124708248735,5.2699,-6.679534628393339,3.2258064516129,1.421053,Consumer non-durables,america,Consumer Non-Durables
53,NASDAQ,SOFI,"SoFi Technologies, Inc.",sofi,stock,['common'],1181710606.6899998,USD,24.49,100,1,false,0,-1.6860698514652817,48252781,0.6069651563437162,29030090668.87796,USD,49.39491730536506,0.4958,,0.0,1.956522,Finance,america,Finance
54,NYSE,MA,Mastercard Incorporated,mastercard,stock,['common'],1162512581.76,USD,593.28,100,1,false,0,0.2382279892543917,1959467,0.7915940067143863,536332136997.72394,USD,40.020776697719285,14.8243,13.273274650039731,0.49673070099853,1.346154,Finance,america,Finance
55,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],1147748136.0,USD,24.0,100,1,false,0,-0.867410161090462,47822839,0.37818424348417856,105047996027.75714,USD,,-4.7628,-2174.3902439024387,0.516315572077654,2.056818,Electronic technology,america,Electronic Technology
56,NASDAQ,AMAT,"Applied Materials, Inc.",applied-materials,stock,['common'],1146100625.0,USD,156.25,100,1,false,0,-0.8377229167988788,7335044,1.013641053103583,124475389544.1312,USD,18.629134177456663,8.3874,-5.746842270867983,1.09157834613188,1.416667,Producer manufacturing,america,Producer Manufacturing
57,NASDAQ,CRDO,Credo Technology Group Holding Ltd,credo-technology-ltd,stock,['common'],1144174463.1299999,USD,124.77,100,1,false,0,0.4023497223786916,9170269,2.054747580207979,21415750605.903355,USD,447.68568353067815,0.2787,,0.0,1.083333,Technology services,america,Technology Services
58,NYSE,GE,GE Aerospace,ge-aerospace,stock,['common'],1136947766.53,USD,275.93,100,1,false,0,0.19608555139984044,4120421,1.0310663843067873,292607040182.2292,USD,38.51780504487904,7.1637,70.00973016588746,0.4647953810959,1.3,Electronic technology,america,Electronic Technology
59,NYSE,CRCL,"Circle Internet Group, Inc.",circle-internet-group-inc,stock,['common'],1122211145.6399999,USD,118.46,100,1,false,0,-1.3983685700016704,9473334,1.116610963224342,27414952943.18,USD,,,,0.0,1.90625,Technology services,america,Technology Services
60,NASDAQ,RIVN,"Rivian Automotive, Inc.",rivian,stock,['common'],1121333261.52,USD,14.44,100,1,false,0,4.109589041095893,77654658,1.6788464154116822,17521986589.369865,USD,,-3.2344,45.634853934850575,0.0,1.833333,Consumer durables,america,Consumer Durables
