,exchange,name,description,logoid,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,VFS,VinFast Auto Ltd.,vinfast-auto,stock,['common'],2283312521099.54,USD,3.22,100,1,false,0,USD,-3.592814371257475,743387,7530976842.904193,,-4490.8572,-400726.2406283471,0.0,1.4113468269866232,1.25,Consumer durables,Consumer Durables,america
1,NYSE,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,stock,['common'],344091000000.0,USD,740099.0,100,1,false,0,USD,-1.3337453298276265,714,1064031588588.6205,16.90950374364147,43768.2271,-7.203717980527366,0.0,2.286995515695067,1.714286,Finance,Finance,america
2,NASDAQ,AMZN,"Amazon.com, Inc.",amazon,stock,['common'],96892000000.0,USD,235.84,100,1,false,0,USD,1.5107820772177467,33947084,2515212891697.9307,35.990721523623485,6.5528,56.99465727497067,0.0,1.0244615350908655,1.135714,Retail trade,Retail Trade,america
3,NASDAQ,GOOG,Alphabet Inc.,alphabet,stock,['common'],95148000000.0,USD,234.16,100,1,false,0,USD,-0.4294765488795301,23128799,2830803015553.6304,24.941151408638227,9.3885,34.66972674460303,0.34443168771527,0.7923955798365904,1.25,Technology services,Technology Services,america
4,NASDAQ,MSFT,Microsoft Corporation,microsoft,stock,['common'],94565000000.0,USD,498.2,100,1,false,0,USD,0.6464646464646442,16771014,3703203552246.5024,36.52064273985456,13.6416,15.596003762361141,0.670707070707071,0.7799384067282152,1.098361,Technology services,Technology Services,america
5,NASDAQ,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,stock,['common'],86717000000.0,USD,61.11,100,1,false,0,USD,1.5791223404255368,5544945,103638628121.49,32.050138983584205,1.9067,20.853140647778407,0.47373670212766,0.3362349678132928,1.4,Finance,Finance,america
6,NYSE,SCHW,Charles Schwab Corporation (The),schwab,stock,['common'],58600000000.0,USD,93.45,100,1,false,0,USD,1.5209125475285235,12681466,169632243440.84033,25.15951861723609,3.7143,54.33165745626793,1.15154807170016,1.444258581551481,1.363636,Finance,Finance,america
7,NYSE,AXP,American Express Company,american-express,stock,['common'],57937000000.0,USD,325.41,100,1,false,0,USD,-0.24829869413279448,2264524,226447048109.7126,22.846691754661876,14.2432,6.257646742860547,0.931886456992214,0.8879933629228643,1.716667,Finance,Finance,america
8,NASDAQ,NVDA,NVIDIA Corporation,nvidia,stock,['common'],56791000000.0,USD,168.31,100,1,false,0,USD,0.7723625913064256,163767419,4089933104622.8745,47.90379962999857,3.5135,64.96079628151556,0.0239492276374087,0.8080342093080541,1.19697,Electronic technology,Electronic Technology,america
9,NASDAQ,AAPL,Apple Inc.,apple,stock,['common'],55372000000.0,USD,237.88,100,1,false,0,USD,-0.75514205849222,48999053,3530231925527.733,36.16186798820346,6.5782,0.15682333774874735,0.425549668321582,1.089572621177471,1.5,Electronic technology,Electronic Technology,america
10,NASDAQ,META,"Meta Platforms, Inc.",meta-platforms,stock,['common'],47232000000.0,USD,752.3,100,1,false,0,USD,-0.01993487939399175,13087816,1889749345940.5354,27.244611194808204,27.6128,40.97873535343221,0.272443351717722,1.4858689807070233,1.221429,Technology services,Technology Services,america
11,NYSE,F,Ford Motor Company,ford,stock,['common'],37504000000.0,USD,11.69,100,1,false,0,USD,-0.4258943781942139,39734521,46524566897.04258,14.91642210029348,0.7837,-17.574673958771562,6.38841567291312,0.8445475821601404,1.979167,Consumer durables,Consumer Durables,america
12,NASDAQ,TSLA,"Tesla, Inc.",tesla,stock,['common'],37341000000.0,USD,346.4,100,1,false,0,USD,-1.2655341466195411,75207031,1117295513142.2185,200.60227009497336,1.7268,-51.50391776897801,0.0,0.9535241174127859,1.78,Consumer durables,Consumer Durables,america
13,NYSE,GM,General Motors Company,general-motors,stock,['common'],32282000000.0,USD,58.2,100,1,false,0,USD,-0.12013042732109194,6399619,55410929549.08873,9.226086680828129,6.3082,-29.071937754390703,0.875235970482238,0.9821304085017165,1.566667,Consumer durables,Consumer Durables,america
14,NYSE,BA,Boeing Company (The),boeing,stock,['common'],22967000000.0,USD,230.95,100,1,false,0,USD,0.583598275336429,5954965,174634624707.58524,,-16.5217,-193.5677606211908,0.0,1.0049494939454686,1.277778,Electronic technology,Electronic Technology,america
15,NYSE,V,Visa Inc.,visa,stock,['common'],22915000000.0,USD,342.3,100,1,false,0,USD,-0.26804964745644655,4711571,659475478100.7942,33.79038706429354,10.1301,10.047581801590416,0.687605617388264,0.9069551565124222,1.292683,Finance,Finance,america
16,NYSE,BN,Brookfield Corporation,brookfield,stock,['common'],22903853638.249996,USD,66.62,100,1,false,0,USD,0.16538866335889252,1883590,109861762296.01518,150.91706697143067,0.44143449999999995,-22.726337157888167,0.514815538194444,0.8247364450412847,1.272727,Finance,Finance,america
17,NASDAQ,INTC,Intel Corporation,intel,stock,['common'],21206000000.0,USD,24.48,100,1,false,0,USD,-0.04083299305838306,51119381,107148958998.40916,,-4.7628,-2174.3902439024387,0.51041241322989,0.5869944070663307,2.05814,Electronic technology,Electronic Technology,america
18,NYSE,SYF,Synchrony Financial,synchrony,stock,['common'],19457000000.0,USD,75.14,100,1,false,0,USD,-0.6216108980293596,2289395,27956404995.19534,9.130344970047512,8.2297,14.264887605348282,1.45483401666446,0.8197370512396213,1.44,Finance,Finance,america
19,NYSE,JNJ,Johnson & Johnson,johnson-and-johnson,stock,['common'],18880000000.0,USD,178.13,100,1,false,0,USD,-0.16813316146388574,8382514,428997384802.50116,19.05133689839572,9.35,35.14880823323648,2.84705486745502,1.0751535915104244,1.615385,Health technology,Health Technology,america
20,NYSE,KKR,KKR & Co. Inc.,kkr,stock,['common'],18056173000.0,USD,138.69,100,1,false,0,USD,2.3315871024865316,3458874,123565678315.92686,66.51160560138116,2.0852,-50.75222597482345,0.531247694237438,1.153429406598477,1.204545,Finance,Finance,america
21,NASDAQ,BKNG,Booking Holdings Inc. Common Stock,booking,stock,['common'],17595000000.0,USD,5569.7,100,1,false,0,USD,1.1605942823931061,214137,180513332345.00845,38.73808583208604,143.7784,0.6681645464596085,0.666569799120927,1.1911687401436832,1.3875,Consumer services,Consumer Services,america
22,NASDAQ,CSCO,"Cisco Systems, Inc.",cisco,stock,['common'],17237000000.0,USD,66.88,100,1,false,0,USD,-0.02989536621825146,14038023,264389822826.76706,25.610783487784328,2.6114,2.9244836827999476,2.42152466367713,0.8275336512311793,1.56,Electronic technology,Electronic Technology,america
23,NYSE,XOM,Exxon Mobil Corporation,exxon,stock,['common'],15711000000.0,USD,109.85,100,1,false,0,USD,0.567609631053731,15440513,468317705066.8287,15.574049394618198,7.0534,-15.554438139022588,3.62537764350453,1.0623459309866456,1.566667,Energy minerals,Energy Minerals,america
