,exchange,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,relative_volume_10d_calc,recommendation_mark,sector.tr,sector,market
0,NASDAQ,STI,"Solidion Technology, Inc.",solidion-technology,stock,['common'],9099720.0,USD,7.01,100,1,false,0,USD,113.71951219512195,87036887,,-5.1036,97.35715395370515,0.0,192.49730617986222,,Finance,Finance,america
1,NASDAQ,BTBD,"BT Brands, Inc.",bt-brands,stock,['common'],17997363.064864863,USD,3.03,100,1,false,0,USD,63.78378378378377,105544873,,-0.3362,-85.84853510226644,0.0,1510.0727388227015,,Consumer services,Consumer Services,america
2,NASDAQ,AIHS,Senmiao Technology Limited,senmiao-technology-limited,stock,['common'],4289167.762500001,USD,3.87,100,1,false,0,USD,61.250000000000014,173214949,,-3.053,28.222128179809097,0.0,5297.854706945647,,Finance,Finance,america
3,NASDAQ,ROMA,Roma Green Finance Limited,roma-green-finance-limited,stock,['common'],148017956.03351954,USD,2.485,100,1,false,0,USD,38.82681564245809,126060,,-0.2761,-285.61452513966486,0.0,9.195351992472153,,Commercial services,Commercial Services,america
4,NASDAQ,LCFY,Locafy Limited,locafy-limited,stock,['common'],7767879.7,USD,5.62,100,1,false,0,USD,38.08353808353807,28391074,,-2.057,60.70678127984719,0.0,306.46172611626537,,Technology services,Technology Services,america
5,NASDAQ,YDES,YD Bio Limited,,stock,['common'],60194913.418315016,USD,18.16,100,1,false,0,USD,33.04029304029304,578172,,-0.9881,14.605479215279582,0.0,4.7419132602847585,,Finance,Finance,america
6,NASDAQ,AEI,Alset Inc.,alset,stock,['common'],83542169.72222222,USD,2.13,100,1,false,0,USD,31.481481481481467,16434223,,-1.0515,83.04961795144598,0.0,59.52655767014316,,Finance,Finance,america
7,NASDAQ,IPDN,"Professional Diversity Network, Inc.",professional-diversity-network,stock,['common'],22522144.024460427,USD,9.01,100,1,false,0,USD,29.64028776978417,22110093,,-1.4607,48.02889062833558,0.0,0.698104791756927,,Commercial services,Commercial Services,america
8,NASDAQ,NVFY,"Nova Lifestyle, Inc",nova-lifestyle,stock,['common'],31811754.75409836,USD,2.31,100,1,false,0,USD,26.22950819672131,746592,,-0.9178,77.86246653320148,0.0,1.2315600119759196,,Consumer durables,Consumer Durables,america
9,NASDAQ,WKSP,"Worksport, Ltd.",worksport-ltd,stock,['common'],25306163.186274514,USD,3.81,100,1,false,0,USD,24.509803921568626,5110111,,-4.3512,41.76659528907923,0.0,34.27430924681995,1.0,Producer manufacturing,Producer Manufacturing,america
10,AMEX,PTHS,Pelthos Therapeutics Inc.,pelthos-therapeutics,stock,['common'],18028327.8,USD,27.8,100,1,false,0,USD,23.77560106856634,27045,,,,0.0,7.0774343809699065,1.0,Health technology,Health Technology,america
11,NASDAQ,KALA,"KALA BIO, Inc.",kala-pharmaceuticals,stock,['common'],105385805.96718621,USD,15.01,100,1,false,0,USD,23.133716160787536,601838,,-6.798,51.27475504777196,0.0,2.8278950615514664,1.0,Health technology,Health Technology,america
12,NASDAQ,PFAI,Pinnacle Food Group Limited,pinnacle-food-limited,stock,['common'],23400000.0,USD,2.0,100,1,false,0,USD,23.076923076923077,56265,,,,0.0,3.0101273813790996,,Producer manufacturing,Producer Manufacturing,america
13,NASDAQ,CARV,"Carver Bancorp, Inc.",carver-bancorp,stock,['common'],14417625.840860214,USD,2.84,100,1,false,0,USD,22.150537634408586,3026762,,-2.4359,-222.59303403522713,0.0,34.066359778950805,,Finance,Finance,america
14,NASDAQ,FCUV,Focus Universal Inc.,focus-universal,stock,['common'],17358756.5374677,USD,2.35,100,1,false,0,USD,21.44702842377261,742214,,-0.423,47.89998768321222,0.0,37.18339353435966,,Commercial services,Commercial Services,america
15,NASDAQ,GEG,"Great Elm Group, Inc.",great-elm-725-notes-due-2027,stock,['common'],86336072.578125,USD,3.09,100,1,false,0,USD,20.703124999999993,13503232,9.958105059619722,0.3103,,0.0,49.974692951257836,,Finance,Finance,america
16,NYSE,M,Macy's Inc,macy-s,stock,['common'],4420663314.638991,USD,16.28,100,1,false,0,USD,20.681986656782808,48531612,8.231784396015573,1.9777,5245.135135135136,5.27946627131208,6.570095739753248,2.0,Retail trade,Retail Trade,america
17,AMEX,ARMP,"Armata Pharmaceuticals, Inc.",armata-pharmaceuticals,stock,['common'],108689527.05882356,USD,3.0,100,1,false,0,USD,17.64705882352942,64206,,-0.7382,68.6312837292313,0.0,6.771142022505089,1.0,Health technology,Health Technology,america
18,AMEX,NBY,"NovaBay Pharmaceuticals, Inc.",novabay-pharma,stock,['common'],15606972.947368424,USD,2.68,100,1,false,0,USD,17.543859649122826,5598318,,-1.8638,96.11529475029128,0.0,0.1472711305988311,,Health technology,Health Technology,america
19,NASDAQ,KRRO,"Korro Bio, Inc.",korro-bio,stock,['common'],244492171.19500116,USD,26.035,100,1,false,0,USD,17.24836748480073,378303,,-9.7543,61.72863241156345,0.0,2.7868281241252073,1.0,Health technology,Health Technology,america
20,NASDAQ,AVTX,"Avalo Therapeutics, Inc.",avalo-therapeutics,stock,['common'],138823125.6308204,USD,10.555,100,1,false,0,USD,17.017738359201775,608478,,-9.3766,95.12213646739595,0.0,4.513714101323007,1.0,Health technology,Health Technology,america
21,NASDAQ,SINT,"SiNtx Technologies, Inc.",sintx-technologies,stock,['common'],14621984.442013128,USD,5.3,100,1,false,0,USD,15.973741794310712,37737025,,-10.4303,96.14399954453923,0.0,267.10237608204807,1.0,Health technology,Health Technology,america
