,ticker,name,description,logoid,update_mode,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
0,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],41953109028.18,USD,325.31,100,1,false,0,1.9429037009181749,128963478,0.9338407751166996,1046365126464.5925,USD,178.89903211614606,1.8184,-53.531636512317284,0.0,Consumer durables,america,Consumer Durables,1.787037
1,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],25669647519.05,USD,141.97,100,1,false,0,-2.089655172413794,180810365,0.9127443941568253,3464068000000.0,USD,45.73039136736995,3.1045,81.60280783854927,0.0275862068965517,Electronic technology,america,Electronic Technology,1.191176
2,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],12849310545.6,USD,137.4,100,1,false,0,1.634736297063398,93517544,0.9495806766719227,324252223805.68536,USD,600.0,0.229,80.74191002367797,0.0,Technology services,america,Technology Services,2.017857
3,NYSE:ORCL,ORCL,Oracle Corporation,oracle,streaming,stock,['common'],11558722184.46,USD,215.22,100,1,false,0,7.685379765836077,53706543,3.675549471844088,603527218942.5269,USD,49.62187586461311,4.3372,17.016052880075545,0.850595416791754,Technology services,america,Technology Services,1.416667
4,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],10106809119.3,USD,196.45,100,1,false,0,-1.3805220883534137,51447234,0.9698149097803217,2934143006513.593,USD,30.65746968585652,6.4079,-0.35609877464701006,0.507028112449799,Electronic technology,america,Electronic Technology,1.54
5,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],7986176923.2,USD,474.96,100,1,false,0,-0.8165055234197225,16814420,0.9141348945719286,3530161036270.153,USD,36.7030895012596,12.9406,12.125255606002842,0.676592812245495,Technology services,america,Technology Services,1.148438
6,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],6333149435.44,USD,682.87,100,1,false,0,-1.5129225799007744,9274312,0.7540256758650559,1716836173811.8792,USD,26.63631966548087,25.6368,47.260915268451576,0.292056074766355,Technology services,america,Technology Services,1.211268
7,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],6222392122.8,USD,212.1,100,1,false,0,-0.53460889138999,29337068,0.7885663376822938,2251728224411.9795,USD,34.59299006735928,6.1313,72.19850586979723,0.0,Retail trade,america,Retail Trade,1.112676
8,NYSE:V,V,Visa Inc.,visa,streaming,stock,['common'],5004007905.1,USD,352.85,100,1,false,0,-4.994614970382325,14181686,2.653967736866391,684232320329.2579,USD,35.88901207319182,9.8317,11.649008051420076,0.616585891222402,Finance,america,Finance,1.284091
9,NASDAQ:AVGO,AVGO,Broadcom Inc.,broadcom,streaming,stock,['common'],4732353878.099999,USD,248.7,100,1,false,0,-2.8781192642636797,19028363,0.6618207849867686,1169753318760.8354,USD,93.48921133749342,2.6602,14.446738943383252,0.8728082165033,Electronic technology,america,Electronic Technology,1.21875
10,NASDAQ:AMD,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,streaming,stock,['common'],4611759577.92,USD,116.16,100,1,false,0,-1.9746835443038002,39701787,1.0624418277397587,188342323125.30634,USD,85.14880516053364,1.3642,99.18236238866992,0.0,Electronic technology,america,Electronic Technology,1.363636
11,NYSE:CRCL,CRCL,"Circle Internet Group, Inc.",,streaming,stock,['common'],4542482180.88,USD,133.56,100,1,false,0,25.361366622864644,34010798,,29377583401.32,USD,,,,0.0,Technology services,america,Technology Services,
