,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],347681000000.0,USD,720500.0,100,1,false,0,USD,-1.72543135783946,536,1037352914087.4567,12.799918660380872,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.3430217990478577
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],98251000000.0,USD,219.92,100,1,false,0,USD,-0.24494239317791,30894167,2334748106727.661,35.86841289775414,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.098592,0.5861337835407379
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95328000000.0,USD,179.76,100,1,false,0,USD,1.610988638290653,19325861,2174129197397.6013,20.046167742798836,8.9673,37.528948054537366,0.457859928777344,Technology services,Technology Services,america,1.21831,0.5320887579659817
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],79618000000.0,USD,491.09,100,1,false,0,USD,-0.19510212376791716,16319613,3650047915551.5146,37.94955411650155,12.9406,12.125255606002842,0.658469667716695,Technology services,Technology Services,america,1.15625,0.6810801757048233
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],72067000000.0,USD,58.22,100,1,false,0,USD,3.3735795454545427,6904936,25374355897.09517,32.14443462897527,1.8112,23.648279628618226,0.474964488636364,Finance,Finance,america,1.4,1.1443487994211414
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],70301000000.0,USD,713.57,100,1,false,0,USD,-0.7855732599204662,9336732,1794020479045.545,27.83381701304375,25.6368,47.260915268451576,0.285031005811852,Technology services,Technology Services,america,1.226027,0.6742788046459367
6,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],60687000000.0,USD,91.34,100,1,false,0,USD,0.18646484589229098,6121876,165962067240.07086,27.767137862897098,3.2895,37.68206931190355,1.14072611604695,Finance,Finance,america,1.304348,0.6556096779458376
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,157.25,100,1,false,0,USD,2.5766470971950346,171221581,3836900076381.6484,50.65227894991142,3.1045,81.60280783854927,0.0260926288323549,Electronic technology,Electronic Technology,america,1.192308,0.8460949006599946
8,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],52508000000.0,USD,325.61,100,1,false,0,USD,0.9549499271385734,3040402,228118740181.77286,22.745911659715965,14.3151,17.88670108950761,0.905342138715778,Finance,Finance,america,1.703125,0.8566018364918228
9,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],48498000000.0,USD,212.44,100,1,false,0,USD,2.2230776633625275,67940496,3172967023777.9526,33.152826979197556,6.4079,-0.35609877464701006,0.485997497834665,Electronic technology,Electronic Technology,america,1.5,1.0867806192669542
