,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],347681000000.0,USD,719850.0,100,1,false,0,USD,0.7946231665908216,690,1035147259867.3716,12.78837119732848,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.6899338721528288
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],98251000000.0,USD,234.11,100,1,false,0,USD,1.7029410486989078,103497554,2485394090657.3877,38.18276711301029,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.098592,3.04065654538133
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95148000000.0,USD,192.86,100,1,false,0,USD,-2.3196920583468317,27821745,2326909218913.3066,20.542152633541036,9.3885,34.66972674460303,0.410251215559157,Technology services,Technology Services,america,1.226027,0.984550376136054
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],94565000000.0,USD,533.5,100,1,false,0,USD,3.947470968747563,51588479,3965262119375.831,39.10831574008914,13.6416,15.596003762361141,0.631283610007014,Technology services,Technology Services,america,1.132812,2.9406227777415026
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],86717000000.0,USD,65.56,100,1,false,0,USD,-0.9966777408637822,4057178,28573390798.777412,34.338990152943644,1.9092,21.01159916333903,0.403956508607671,Finance,Finance,america,1.4,0.609054143633736
5,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],77800000000.0,USD,97.73,100,1,false,0,USD,-0.8521862635690264,9164501,177572510476.7186,26.311821877608164,3.7143,54.33165745626793,1.055087754895,Finance,Finance,america,1.340909,0.860282545124863
6,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],57937000000.0,USD,299.31,100,1,false,0,USD,-1.3513068125638648,2718125,208284522707.50964,21.014238373399238,14.2432,6.257646742860547,0.96239412016743,Finance,Finance,america,1.734375,1.0131880224616214
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,177.87,100,1,false,0,USD,-0.7809449433814947,221155578,4340028103433.881,57.29425028184893,3.1045,81.60280783854927,0.0223127126680426,Electronic technology,Electronic Technology,america,1.189394,1.4770070208577535
8,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],48498000000.0,USD,207.57,100,1,false,0,USD,-0.7079646017699202,81216660,3100229483753.9307,32.39282760342702,6.4079,-0.35609877464701006,0.483138005261899,Electronic technology,Electronic Technology,america,1.5,1.7545708574720962
9,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],47232000000.0,USD,773.44,100,1,false,0,USD,11.252715006976311,38775326,1944542651302.6785,28.00512712815648,27.6178,41.00426314042834,0.294874929877303,Technology services,Technology Services,america,1.208333,3.233176738830148
