,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],344091000000.0,USD,698040.1,100,1,false,0,USD,-0.2799714685673593,325,1003991288175.0,15.948557806674332,43768.2271,-7.203717980527366,0.0,Finance,Finance,america,1.666667,0.6844987363100252
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],96892000000.0,USD,222.69,100,1,false,0,USD,-0.19719446062833224,32969982,2374969303673.9995,33.98394579416433,6.5528,56.99465727497067,0.0,Retail trade,Retail Trade,america,1.123288,0.5752321192413394
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95148000000.0,USD,202.09,100,1,false,0,USD,2.438158961881591,24379759,2440014387909.0,21.525270277467115,9.3885,34.66972674460303,0.400811519619971,Technology services,Technology Services,america,1.232394,1.0543666622607448
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],94565000000.0,USD,522.04,100,1,false,0,USD,0.23039705091773516,15530895,3880410078373.0,38.26823832981468,13.6416,15.596003762361141,0.620642096391081,Technology services,Technology Services,america,1.119048,0.6502805331949543
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],86717000000.0,USD,65.91,100,1,false,0,USD,2.583657587548633,3529073,29346256365.0,34.56757748990402,1.9067,20.853140647778407,0.405856470945228,Finance,Finance,america,1.4,0.8262323460580003
5,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],58600000000.0,USD,97.08,100,1,false,0,USD,1.1355349515574575,5032085,176391483635.0,26.136822550682496,3.7143,54.33165745626793,1.07128141738772,Finance,Finance,america,1.357143,0.6447203153910308
6,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],57937000000.0,USD,297.43,100,1,false,0,USD,0.9160926950089873,1778241,206976256442.0,20.88224556279488,14.2432,6.257646742860547,1.02208923107958,Finance,Finance,america,1.725806,0.7171977902976855
7,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],55372000000.0,USD,229.35,100,1,false,0,USD,4.235786029177836,113851576,3403643456447.9995,34.8651606822535,6.5782,0.15682333774874735,0.440374972749073,Electronic technology,Electronic Technology,america,1.469388,1.6788398764495527
8,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,182.7,100,1,false,0,USD,1.0676550312551742,123396463,4457879925537.001,58.8500563697858,3.1045,81.60280783854927,0.0218938149972633,Electronic technology,Electronic Technology,america,1.192308,0.7661534088082137
9,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],47232000000.0,USD,769.3,100,1,false,0,USD,0.9805337148707602,7320451,1932452645459.0,27.86026770193533,27.6128,40.97873535343221,0.266476017158456,Technology services,Technology Services,america,1.225352,0.45359554530688306
10,NYSE:F,F,Ford Motor Company,ford,streaming,stock,['common'],37504000000.0,USD,11.32,100,1,false,0,USD,0.35460992907802236,48464606,45052018251.0,14.444302666836801,0.7837,-17.574673958771562,6.62544169611307,Consumer durables,Consumer Durables,america,2.019231,0.7274646611148237
11,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],37341000000.0,USD,329.65,100,1,false,0,USD,2.2900052750799005,91193216,1063269234793.0,190.90224693073893,1.7268,-51.50391776897801,0.0,Consumer durables,Consumer Durables,america,1.803922,1.026475095235835
12,NYSE:GM,GM,General Motors Company,general-motors,streaming,stock,['common'],32282000000.0,USD,53.53,100,1,false,0,USD,1.0953729933899874,4126606,50964724533.0,8.485780412796043,6.3082,-29.071937754390703,0.952736783112273,Consumer durables,Consumer Durables,america,1.612903,0.5191382152097891
13,NYSE:BA,BA,Boeing Company (The),boeing,streaming,stock,['common'],22967000000.0,USD,229.12,100,1,false,0,USD,0.7874015748031461,4724210,173250851933.0,,-16.5217,-193.5677606211908,0.0,Electronic technology,Electronic Technology,america,1.327586,0.6009360320199696
14,NYSE:V,V,Visa Inc.,visa,streaming,stock,['common'],22915000000.0,USD,336.78,100,1,false,0,USD,1.4122677587401,6073868,648840636634.0,33.24547635265199,10.1301,10.047581801590416,0.679969119306372,Finance,Finance,america,1.302326,0.8203365886889225
15,NASDAQ:INTC,INTC,Intel Corporation,intel,streaming,stock,['common'],21206000000.0,USD,19.95,100,1,false,0,USD,0.910470409711683,75413015,87321153338.99998,,-4.7628,-2174.3902439024387,2.5062656641604,Electronic technology,Electronic Technology,america,2.045455,0.7239827419283785
16,NYSE:SYF,SYF,Synchrony Financial,synchrony,streaming,stock,['common'],19457000000.0,USD,69.43,100,1,false,0,USD,1.4317019722425186,2890415,25831956237.0,8.436516519435704,8.2297,14.264887605348282,1.51231456142878,Finance,Finance,america,1.44,0.7863436025672909
17,NYSE:JNJ,JNJ,Johnson & Johnson,johnson-and-johnson,streaming,stock,['common'],18880000000.0,USD,173.33,100,1,false,0,USD,1.049379117355571,7686765,417437380259.0,18.537967914438504,9.35,35.14880823323648,2.8962095424912,Health technology,Health Technology,america,1.62,0.8838052189195655
18,NYSE:KKR,KKR,KKR & Co. Inc.,kkr,streaming,stock,['common'],18056173000.0,USD,142.67,100,1,false,0,USD,0.33757648217173486,2163505,127067870496.0,68.42029541530788,2.0852,-50.75222597482345,0.497651924020467,Finance,Finance,america,1.282609,0.5912116071663043
19,NASDAQ:BKNG,BKNG,Booking Holdings Inc. Common Stock,booking,streaming,stock,['common'],17595000000.0,USD,5405.91,100,1,false,0,USD,-0.4821339813331954,188856,175204928682.0,37.59890219949589,143.7784,0.6681645464596085,0.678886625933469,Consumer services,Consumer Services,america,1.397436,0.769193173153995
20,NYSE:CRM,CRM,"Salesforce, Inc.",salesforce,streaming,stock,['common'],17408000000.0,USD,240.51,100,1,false,0,USD,-0.15360345400199457,8812027,229927554749.00003,37.61906996386843,6.3933,14.98534199025197,0.678558064113758,Technology services,Technology Services,america,1.237288,1.4782602962812406
