,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,streaming,stock,['common'],347681000000.0,USD,711100.0,100,1,false,0,USD,-0.2443739285844549,434,1023567292841.2682,12.632924579315528,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,1.0020780420226276
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],98251000000.0,USD,225.69,100,1,false,0,USD,0.2977513109945727,35682594,2396004429633.9297,36.80948575342912,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.098592,0.7445866357086942
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],95328000000.0,USD,182.81,100,1,false,0,USD,0.8273123379846672,20973287,2210860373859.294,20.38629241800765,8.9673,37.528948054537366,0.44674866251172,Technology services,Technology Services,america,1.21831,0.6957087405871429
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],79618000000.0,USD,503.02,100,1,false,0,USD,-0.05960422792656985,12052629,3738718309775.9595,38.87145881952923,12.9406,12.125255606002842,0.64372566160693,Technology services,Technology Services,america,1.146154,0.632338842648624
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,streaming,stock,['common'],72067000000.0,USD,59.6,100,1,false,0,USD,1.7064846416382253,4430114,25975808661.802048,32.90636042402827,1.8112,23.648279628618226,0.456484641638225,Finance,Finance,america,1.4,0.742860618234284
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],70301000000.0,USD,720.92,100,1,false,0,USD,0.4752547002829184,8930836,1812499564219.5208,28.12051426075017,25.6368,47.260915268451576,0.285710303689147,Technology services,Technology Services,america,1.219178,0.7766668403930074
6,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,streaming,stock,['common'],60687000000.0,USD,92.7,100,1,false,0,USD,0.7937370881809329,6115623,168433152467.55246,28.18057455540356,3.2895,37.68206931190355,1.1308035228879,Finance,Finance,america,1.304348,0.8373633930818538
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],53691000000.0,USD,164.07,100,1,false,0,USD,-0.5154014067426597,136677372,4003307955552.271,52.84909003060074,3.1045,81.60280783854927,0.0242541838467136,Electronic technology,Electronic Technology,america,1.186567,0.7554780842140045
8,NYSE:AXP,AXP,American Express Company,american-express,streaming,stock,['common'],52508000000.0,USD,320.92,100,1,false,0,USD,0.4538767333395901,1890946,224832980117.30527,22.41828558654847,14.3151,17.88670108950761,0.914013835414906,Finance,Finance,america,1.703125,0.6610332625985404
9,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],48498000000.0,USD,208.62,100,1,false,0,USD,-1.2028793332070429,38741603,3115912110015.5,32.55668783844941,6.4079,-0.35609877464701006,0.478310286039023,Electronic technology,Electronic Technology,america,1.5,0.6763280843652928
