,ticker,name,description,logoid,update_mode,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
0,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,streaming,stock,['common'],32336384691.600002,USD,309.87,100,1,false,0,4.72826821684467,104354680,1.0449368219827588,996702167078.5375,USD,170.40805103387595,1.8184,-53.531636512317284,0.0,Consumer durables,america,Consumer Durables,1.8
1,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,streaming,stock,['common'],27520012413.6,USD,164.1,100,1,false,0,0.7490176817288795,167702696,0.875679972059556,4004040120033.387,USD,52.85875342245128,3.1045,81.60280783854927,0.0245579567779961,Electronic technology,america,Electronic Technology,1.186567
2,NASDAQ:AAPL,AAPL,Apple Inc.,apple,streaming,stock,['common'],9440193493.83,USD,212.41,100,1,false,0,0.6014966373022688,44443263,0.7676676852636412,3172518827997.4507,USD,33.14814525819691,6.4079,-0.35609877464701006,0.478355593445108,Electronic technology,america,Electronic Technology,1.5
3,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],9174431722.5,USD,142.5,100,1,false,0,-0.44015929574512364,64381977,0.7812496507509933,336287792097.7783,USD,622.2707423580786,0.229,80.74191002367797,0.0,Technology services,america,Technology Services,2.0
4,NASDAQ:AMD,AMD,"Advanced Micro Devices, Inc.",advanced-micro-devices,streaming,stock,['common'],8808359083.199999,USD,144.16,100,1,false,0,4.154324109529658,61101270,1.2962750689269333,233741649621.69553,USD,105.6736548893124,1.3642,99.18236238866992,0.0,Electronic technology,america,Electronic Technology,1.330357
5,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,streaming,stock,['common'],8273787132.240001,USD,501.48,100,1,false,0,-0.40316974836646197,16498738,0.8386927271512993,3727272209986.3804,USD,38.752453518384,12.9406,12.125255606002842,0.643482751087367,Technology services,america,Technology Services,1.146154
6,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,['common'],7215849090.36,USD,727.24,100,1,false,0,-0.756025000682328,9922239,0.8446010273461725,1828389027689.4668,USD,28.367034887349433,25.6368,47.260915268451576,0.279756543573787,Technology services,america,Technology Services,1.219178
7,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,streaming,stock,['common'],6749915735.08,USD,222.26,100,1,false,0,-0.12582007728947656,30369458,0.6319391833348931,2359590227094.18,USD,36.25006116158074,6.1313,72.19850586979723,0.0,Retail trade,america,Retail Trade,1.098592
8,NASDAQ:COIN,COIN,"Coinbase Global, Inc.",coinbase,streaming,stock,['common'],6706187327.839999,USD,388.96,100,1,false,0,4.041727965761657,17241329,1.071287014975376,99070045841.28477,USD,72.89082118361381,5.3362,6.572666813125351,0.0,Finance,america,Finance,1.648649
9,NASDAQ:MSTR,MSTR,MicroStrategy Incorporated,microstrategy,streaming,stock,['common'],5570579359.62,USD,421.74,100,1,false,0,1.5237957680363938,13208563,1.0404525321879432,115305001748.1115,USD,,-21.8108,-160.1634162342697,0.0,Technology services,america,Technology Services,1.235294
10,NASDAQ:NFLX,NFLX,"Netflix, Inc.",netflix,streaming,stock,['common'],5298077012.58,USD,1250.59,100,1,false,0,-2.9256062346694858,4236462,1.4072125730497302,532215210491.4826,USD,59.09490416965939,21.1624,46.8255014465806,0.0,Technology services,america,Technology Services,1.423077
11,NASDAQ:HOOD,HOOD,"Robinhood Markets, Inc.",robinhood,streaming,stock,['common'],4946452457.1,USD,98.7,100,1,false,0,4.4002538607996575,50116033,0.7765378204930319,87099684932.78296,USD,56.332401118657614,1.7521,1104.192439862543,0.0,Finance,america,Finance,1.4
12,NASDAQ:AVGO,AVGO,Broadcom Inc.,broadcom,streaming,stock,['common'],4927331768.4,USD,275.4,100,1,false,0,-0.8996041741633681,17891546,0.8794742816456413,1295335937663.741,USD,103.52605067288172,2.6602,14.446738943383252,0.827635840230299,Electronic technology,america,Electronic Technology,1.193878
13,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,streaming,stock,['common'],4412755612.4,USD,178.7,100,1,false,0,0.5853878194303681,24693652,0.8167676242590016,2161540803609.7478,USD,19.927960478627902,8.9673,37.528948054537366,0.455927051671733,Technology services,america,Technology Services,1.21831
14,NYSE:MP,MP,MP Materials Corp.,mp-materials,streaming,stock,['common'],3908542353.83,USD,45.23,100,1,false,0,50.6160506160506,86414821,11.039262592338485,7393128564.974357,USD,,-0.6365,-311.97411003236243,0.0,Non-energy minerals,america,Non-Energy Minerals,1.318182
15,NYSE:UNH,UNH,UnitedHealth Group Incorporated,unitedhealth,streaming,stock,['common'],3401069930.97,USD,299.51,100,1,false,0,-1.1224456109075414,11355447,0.9934873974632098,271697637036.274,USD,12.520326562689418,23.9219,46.134344952290185,2.80941533788914,Health services,america,Health Services,1.446429
16,NYSE:VRT,VRT,"Vertiv Holdings, LLC",vertiv-holdings,streaming,stock,['common'],2980090902.0,USD,120.72,100,1,false,0,-5.95933629352653,24685975,4.103770984677289,46007017281.07501,USD,69.99072356215213,1.7248,65.83020863378522,0.107112253641817,Electronic technology,america,Electronic Technology,1.211538
17,NASDAQ:COST,COST,Costco Wholesale Corporation,costco-wholesale,streaming,stock,['common'],2817131137.5,USD,970.17,100,1,false,0,-1.2137380484477056,2903750,1.471996007830233,430248171729.35895,USD,55.031680214188874,17.6293,9.270714533644068,0.48671710332047,Retail trade,america,Retail Trade,1.551282
18,NYSE:ORCL,ORCL,Oracle Corporation,oracle,streaming,stock,['common'],2699287080.0,USD,235.0,100,1,false,0,-0.34349688308383963,11486328,0.6605301377591553,660075750002.2263,USD,54.13623902877283,4.3409,17.115877512478086,0.720919384250032,Technology services,america,Technology Services,1.416667
19,NYSE:DAL,DAL,"Delta Air Lines, Inc.",delta-air-lines,streaming,stock,['common'],2666750999.62,USD,56.78,100,1,false,0,11.992110453648912,46966379,4.663694818996212,37074675529.624855,USD,8.236266844601749,6.8939,-0.8756542244205339,1.18343195266272,Transportation,america,Transportation,1.2
20,NYSE:CRCL,CRCL,"Circle Internet Group, Inc.",circle-internet-group-inc,streaming,stock,['common'],2503688405.1,USD,202.9,100,1,false,0,1.1062387881203901,12339519,0.39024659093664843,46188177710.299995,USD,,,,0.0,Technology services,america,Technology Services,1.75
21,NYSE:LLY,LLY,Eli Lilly and Company,eli-lilly,streaming,stock,['common'],2475718859.25,USD,790.65,100,1,false,0,0.4739998983378258,3131245,1.1165974193890262,749327132469.2004,USD,65.49833075145179,12.0713,80.77844670081171,0.711635236110405,Health technology,america,Health Technology,1.266667
22,NYSE:JPM,JPM,JP Morgan Chase & Co.,jpmorgan-chase,streaming,stock,['common'],2424786566.93,USD,288.19,100,1,false,0,1.776380844752074,8413847,0.7944656332552479,800907249247.3718,USD,14.145613578689545,20.3731,23.021508882528412,1.78344398926402,Finance,america,Finance,1.555556
23,NASDAQ:CRWV,CRWV,"CoreWeave, Inc.",coreweave,streaming,stock,['common'],2284367150.8799996,USD,138.29,100,1,false,0,-9.643907219862802,16518672,1.2698280917349594,67492656341.37542,USD,,,,0.0,Technology services,america,Technology Services,1.934783
24,NYSE:V,V,Visa Inc.,visa,streaming,stock,['common'],2178563549.12,USD,355.88,100,1,false,0,-0.5254919499105534,6121624,0.9529701070626956,690108002854.6427,USD,36.19719885675926,9.8317,11.649008051420076,0.640093917710197,Finance,america,Finance,1.290698
25,NYSE:BAC,BAC,Bank of America Corporation,bank-of-america,streaming,stock,['common'],2077247827.27,USD,46.97,100,1,false,0,0.2775405636208272,44224991,0.9483572689285658,353772215771.14154,USD,14.022988505747126,3.3495,15.667518475032807,2.2203245089667,Finance,america,Finance,1.269231
26,NASDAQ:CRWD,CRWD,"CrowdStrike Holdings, Inc.",crowdstrike,streaming,stock,['common'],2040267541.65,USD,487.11,100,1,false,0,-5.141087807442888,4188515,1.4809761629280802,121411277883.71521,USD,,-0.6987,-231.3099041533546,0.0,Technology services,america,Technology Services,1.424528
27,NASDAQ:APP,APP,Applovin Corporation,applovin,streaming,stock,['common'],1948691038.32,USD,346.32,100,1,false,0,-1.8200374213301629,5626851,0.9439844078568894,117190128647.2264,USD,62.53521126760563,5.538,228.1000059245216,0.0,Technology services,america,Technology Services,1.290323
28,NYSE:NOW,NOW,"ServiceNow, Inc.",servicenow,streaming,stock,['common'],1940918800.55,USD,968.09,100,1,false,0,-4.5003008750037,2004895,1.671984774050905,200541688423.3525,USD,131.41612141286348,7.3666,-21.238947514727734,0.0,Technology services,america,Technology Services,1.211111
29,NASDAQ:AAL,AAL,"American Airlines Group, Inc.",american-airlines-group,streaming,stock,['common'],1926825316.96,USD,12.94,100,1,false,0,12.717770034843198,148904584,3.2861121200312335,8534089198.069685,USD,14.938813207111522,0.8662,45.165074576839274,0.0,Transportation,america,Transportation,1.537037
30,NYSE:CRM,CRM,"Salesforce, Inc.",salesforce,streaming,stock,['common'],1914390686.88,USD,263.97,100,1,false,0,-2.565332939613165,7252304,0.9089504339849591,252355332507.68823,USD,41.28853643658205,6.3933,14.98534199025197,0.602391849992618,Technology services,america,Technology Services,1.232759
31,NASDAQ:UAL,UAL,"United Airlines Holdings, Inc.",united-airlines,streaming,stock,['common'],1902910152.55,USD,91.67,100,1,false,0,14.33025692192566,20758265,3.984606654012372,29939473029.023567,USD,8.356731330221704,10.9696,35.48068372690445,0.0,Transportation,america,Transportation,1.192308
